Geografi,År,Kjønn,Alder,Krefttyper,Måltall,value
Tinn,2012-2021,menn,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",613.965290395198
Tinn,2012-2021,menn,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Tinn,2012-2021,menn,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Tinn,2012-2021,menn,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2012-2021,menn,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",953.817869119079
Tinn,2012-2021,kvinner,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",691.640535358685
Tinn,2012-2021,kvinner,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",85.5258009827237
Tinn,2012-2021,kvinner,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",106.151619870525
Tinn,2012-2021,kvinner,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",84.7804987434667
Tinn,2012-2021,kvinner,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Tinn,2012-2021,kvinner,alle aldre,Brystkreft (C50),"per 100 000, standardisert",152.670764302125
Tinn,2012-2021,kvinner,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2012-2021,kvinner,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Tinn,2012-2021,kvinner,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",498.368348095329
Tinn,2012-2021,kvinner,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",40.9090407477933
Tinn,2012-2021,kvinner,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",76.1184710231472
Tinn,2012-2021,kvinner,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",42.4107177173232
Tinn,2012-2021,kvinner,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Tinn,2012-2021,kvinner,0-74 år,Brystkreft (C50),"per 100 000, standardisert",126.921261023916
Tinn,2012-2021,kvinner,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2012-2021,kvinner,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Tinn,2012-2021,kvinner,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",92.6634332642192
Tinn,2012-2021,kvinner,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Tinn,2012-2021,kvinner,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Tinn,2012-2021,kvinner,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Tinn,2012-2021,kvinner,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Tinn,2012-2021,kvinner,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Tinn,2012-2021,kvinner,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2012-2021,kvinner,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Tinn,2012-2021,kvinner,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",1125.93989253921
Tinn,2012-2021,kvinner,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Tinn,2012-2021,kvinner,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Tinn,2012-2021,kvinner,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Tinn,2012-2021,kvinner,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Tinn,2012-2021,kvinner,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Tinn,2012-2021,kvinner,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2012-2021,kvinner,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Tinn,2012-2021,kvinner,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",2724.18931817774
Tinn,2012-2021,kvinner,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",540.321285944738
Tinn,2012-2021,kvinner,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Tinn,2012-2021,kvinner,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",514.007663158368
Tinn,2012-2021,kvinner,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Tinn,2012-2021,kvinner,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Tinn,2012-2021,kvinner,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2012-2021,kvinner,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Tinn,2013-2022,kjønn samlet,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",708.097458906396
Tinn,2013-2022,kjønn samlet,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",79.2682127692261
Tinn,2013-2022,kjønn samlet,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",92.1501039661452
Tinn,2013-2022,kjønn samlet,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",100.230518378037
Tinn,2013-2022,kjønn samlet,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",48.1791487055123
Tinn,2013-2022,kjønn samlet,alle aldre,Brystkreft (C50),"per 100 000, standardisert",:
Tinn,2013-2022,kjønn samlet,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2013-2022,kjønn samlet,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Tinn,2013-2022,kjønn samlet,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",501.098411907834
Tinn,2013-2022,kjønn samlet,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",46.7896093062654
Tinn,2013-2022,kjønn samlet,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",65.5846190001519
Tinn,2013-2022,kjønn samlet,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",60.5662973483355
Tinn,2013-2022,kjønn samlet,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Tinn,2013-2022,kjønn samlet,0-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Tinn,2013-2022,kjønn samlet,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2013-2022,kjønn samlet,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Tinn,2013-2022,kjønn samlet,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",80.1316076810802
Tinn,2013-2022,kjønn samlet,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Tinn,2013-2022,kjønn samlet,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Tinn,2013-2022,kjønn samlet,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Tinn,2013-2022,kjønn samlet,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Tinn,2013-2022,kjønn samlet,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Tinn,2013-2022,kjønn samlet,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2013-2022,kjønn samlet,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Tinn,2013-2022,kjønn samlet,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",1168.2552790432
Tinn,2013-2022,kjønn samlet,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Tinn,2013-2022,kjønn samlet,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Tinn,2013-2022,kjønn samlet,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Tinn,2013-2022,kjønn samlet,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Tinn,2013-2022,kjønn samlet,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Tinn,2013-2022,kjønn samlet,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2013-2022,kjønn samlet,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Tinn,2013-2022,kjønn samlet,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",3276.56878486994
Tinn,2013-2022,kjønn samlet,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",478.408723916976
Tinn,2013-2022,kjønn samlet,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",423.186845821316
Tinn,2013-2022,kjønn samlet,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",598.956889698246
Tinn,2013-2022,kjønn samlet,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Tinn,2013-2022,kjønn samlet,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Tinn,2013-2022,kjønn samlet,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2013-2022,kjønn samlet,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Tinn,2013-2022,menn,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",732.949743222111
Tinn,2013-2022,menn,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",78.2460926479017
Tinn,2013-2022,menn,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",95.4577709417721
Tinn,2013-2022,menn,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",114.902831799273
Tinn,2013-2022,menn,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Tinn,2013-2022,menn,alle aldre,Brystkreft (C50),"per 100 000, standardisert",:
Tinn,2013-2022,menn,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2013-2022,menn,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",163.723233927539
Tinn,2013-2022,menn,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",500.876579832919
Tinn,2013-2022,menn,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",52.713662697435
Tinn,2013-2022,menn,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Tinn,2013-2022,menn,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",77.5097387406977
Tinn,2013-2022,menn,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Tinn,2013-2022,menn,0-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Tinn,2013-2022,menn,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2013-2022,menn,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",109.129720384825
Tinn,2013-2022,menn,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",87.2843182397165
Tinn,2013-2022,menn,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Tinn,2013-2022,menn,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Tinn,2013-2022,menn,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Tinn,2013-2022,menn,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Tinn,2013-2022,menn,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Tinn,2013-2022,menn,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2013-2022,menn,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Tinn,2013-2022,menn,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",1183.68350710502
Tinn,2013-2022,menn,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Tinn,2013-2022,menn,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Tinn,2013-2022,menn,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Tinn,2013-2022,menn,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Tinn,2013-2022,menn,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Tinn,2013-2022,menn,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2013-2022,menn,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Tinn,2013-2022,menn,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",4197.34479810705
Tinn,2013-2022,menn,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",460.127590223214
Tinn,2013-2022,menn,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Tinn,2013-2022,menn,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",692.992900331145
Tinn,2013-2022,menn,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Tinn,2013-2022,menn,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Tinn,2013-2022,menn,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2013-2022,menn,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",984.768623134124
Tinn,2013-2022,kvinner,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",683.01727773897
Tinn,2013-2022,kvinner,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",80.240362861201
Tinn,2013-2022,kvinner,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",88.7954711455789
Tinn,2013-2022,kvinner,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",85.4753657177301
Tinn,2013-2022,kvinner,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Tinn,2013-2022,kvinner,alle aldre,Brystkreft (C50),"per 100 000, standardisert",164.046815313867
Tinn,2013-2022,kvinner,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2013-2022,kvinner,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Tinn,2013-2022,kvinner,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",502.408516510062
Tinn,2013-2022,kvinner,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",40.5549734805885
Tinn,2013-2022,kvinner,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",63.1944541167791
Tinn,2013-2022,kvinner,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",42.1603759906097
Tinn,2013-2022,kvinner,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Tinn,2013-2022,kvinner,0-74 år,Brystkreft (C50),"per 100 000, standardisert",143.13694673494
Tinn,2013-2022,kvinner,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2013-2022,kvinner,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Tinn,2013-2022,kvinner,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",73.7094773360102
Tinn,2013-2022,kvinner,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Tinn,2013-2022,kvinner,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Tinn,2013-2022,kvinner,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Tinn,2013-2022,kvinner,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Tinn,2013-2022,kvinner,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Tinn,2013-2022,kvinner,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2013-2022,kvinner,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Tinn,2013-2022,kvinner,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",1155.51084454016
Tinn,2013-2022,kvinner,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Tinn,2013-2022,kvinner,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Tinn,2013-2022,kvinner,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Tinn,2013-2022,kvinner,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Tinn,2013-2022,kvinner,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Tinn,2013-2022,kvinner,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2013-2022,kvinner,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Tinn,2013-2022,kvinner,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",2598.64731488111
Tinn,2013-2022,kvinner,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",488.627270069908
Tinn,2013-2022,kvinner,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Tinn,2013-2022,kvinner,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",525.126249408359
Tinn,2013-2022,kvinner,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Tinn,2013-2022,kvinner,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Tinn,2013-2022,kvinner,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2013-2022,kvinner,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Tinn,2014-2023,kjønn samlet,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",714.145825643888
Tinn,2014-2023,kjønn samlet,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",79.8108609322206
Tinn,2014-2023,kjønn samlet,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",93.2135132658615
Tinn,2014-2023,kjønn samlet,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",103.612485752063
Tinn,2014-2023,kjønn samlet,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",50.6240210668735
Tinn,2014-2023,kjønn samlet,alle aldre,Brystkreft (C50),"per 100 000, standardisert",:
Tinn,2014-2023,kjønn samlet,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2014-2023,kjønn samlet,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Tinn,2014-2023,kjønn samlet,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",507.898444897646
Tinn,2014-2023,kjønn samlet,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",43.2153693714213
Tinn,2014-2023,kjønn samlet,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",65.9946955568184
Tinn,2014-2023,kjønn samlet,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",62.9545272583126
Tinn,2014-2023,kjønn samlet,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Tinn,2014-2023,kjønn samlet,0-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Tinn,2014-2023,kjønn samlet,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2014-2023,kjønn samlet,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Tinn,2014-2023,kjønn samlet,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",67.4670742926486
Tinn,2014-2023,kjønn samlet,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Tinn,2014-2023,kjønn samlet,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Tinn,2014-2023,kjønn samlet,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Tinn,2014-2023,kjønn samlet,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Tinn,2014-2023,kjønn samlet,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Tinn,2014-2023,kjønn samlet,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2014-2023,kjønn samlet,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Tinn,2014-2023,kjønn samlet,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",1197.85221081672
Tinn,2014-2023,kjønn samlet,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Tinn,2014-2023,kjønn samlet,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Tinn,2014-2023,kjønn samlet,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Tinn,2014-2023,kjønn samlet,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Tinn,2014-2023,kjønn samlet,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Tinn,2014-2023,kjønn samlet,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2014-2023,kjønn samlet,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Tinn,2014-2023,kjønn samlet,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",3276.19748836152
Tinn,2014-2023,kjønn samlet,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",526.325155880828
Tinn,2014-2023,kjønn samlet,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",432.427151941358
Tinn,2014-2023,kjønn samlet,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",615.001109132593
Tinn,2014-2023,kjønn samlet,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Tinn,2014-2023,kjønn samlet,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Tinn,2014-2023,kjønn samlet,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2014-2023,kjønn samlet,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Tinn,2014-2023,menn,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",741.229140445632
Tinn,2014-2023,menn,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",74.2217793721844
Tinn,2014-2023,menn,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",101.168467714723
Tinn,2014-2023,menn,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",118.310392953302
Tinn,2014-2023,menn,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Tinn,2014-2023,menn,alle aldre,Brystkreft (C50),"per 100 000, standardisert",:
Tinn,2014-2023,menn,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2014-2023,menn,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",173.315988376966
Tinn,2014-2023,menn,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",509.782022124039
Tinn,2014-2023,menn,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",43.1568578971643
Tinn,2014-2023,menn,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Tinn,2014-2023,menn,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",73.2212230450948
Tinn,2014-2023,menn,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Tinn,2014-2023,menn,0-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Tinn,2014-2023,menn,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2014-2023,menn,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",120.801602066951
Tinn,2014-2023,menn,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",66.9223597262857
Tinn,2014-2023,menn,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Tinn,2014-2023,menn,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Tinn,2014-2023,menn,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Tinn,2014-2023,menn,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Tinn,2014-2023,menn,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Tinn,2014-2023,menn,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2014-2023,menn,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Tinn,2014-2023,menn,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",1227.38342890727
Tinn,2014-2023,menn,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Tinn,2014-2023,menn,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Tinn,2014-2023,menn,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Tinn,2014-2023,menn,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Tinn,2014-2023,menn,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Tinn,2014-2023,menn,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2014-2023,menn,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Tinn,2014-2023,menn,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",4198.05460191606
Tinn,2014-2023,menn,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",534.243067297535
Tinn,2014-2023,menn,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Tinn,2014-2023,menn,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",803.270081506853
Tinn,2014-2023,menn,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Tinn,2014-2023,menn,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Tinn,2014-2023,menn,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2014-2023,menn,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",960.892297250983
Tinn,2014-2023,kvinner,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",687.040772231925
Tinn,2014-2023,kvinner,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",85.4239265542086
Tinn,2014-2023,kvinner,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",85.0536767428953
Tinn,2014-2023,kvinner,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",88.6257969702826
Tinn,2014-2023,kvinner,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Tinn,2014-2023,kvinner,alle aldre,Brystkreft (C50),"per 100 000, standardisert",163.774050342567
Tinn,2014-2023,kvinner,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Tinn,2014-2023,kvinner,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Tinn,2014-2023,kvinner,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",507.167208054863
Tinn,2014-2023,kvinner,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",43.3861277435653
Tinn,2014-2023,kvinner,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",56.6725702225156
Tinn,2014-2023,kvinner,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",51.6706927844357
Tinn,2014-2023,kvinner,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
