firfirmaid;stfstatusfirmaid;orfkode;firorgnr;firorgnrknytning;firfirmanavn1;firfirmanavn2;firpopnavn1;firpopnavn2;firgatenavn;firjuridisknavn;firgatenr;firgateoppgang;firgatepnr;gatepoststed;firpostboksadr;firpostboksnr;firpostboksnavn;firpostbokspnr;postbokspoststed;dmadresse;dmpostnr;dmpoststed;firtlfnr;firmobilnr;firfaxnr;firkommnr;firemail;firemailtype;firurl;firantansatt;firoms;firdriftres;koordinat_y;koordinat_x;koordinat_kvalitet;fyllandsdel;fylfylkenavn;knrkommnavn;bydbydelnr;bydbydelnavn;grunnkretsnr;grunnkretsnavn;konsernopporgnr;konsernoppnavn;konserntopporgnr;konserntoppnavn;etablertdato;selskapetsalder;tlklandkode;tlklandnavn;tlkverdensdelnr;tlkverdensdelnavn;nakkode1;naktittel1;nakkode2;naktittel2;nakkode3;naktittel3;nakkode4;naktittel4;nakkode5;naktittel5;nakkode6;naktittel6;nakkode7;naktittel7;nakkode8;naktittel8;nakkode9;naktittel9;nakkode10;naktittel10;kjedekode1;kjedetittel1;kjedekode2;kjedetittel2;kjedekode3;kjedetittel3;kjedekode4;kjedetittel4;kjedekode5;kjedetittel5;kjedekode6;kjedetittel6;kjedekode7;kjedetittel7;kjedekode8;kjedetittel8;kjedekode9;kjedetittel9;kjedekode10;kjedetittel10;firregtype;ansatt_kd;sektorkode;status_po;oms_kd;revi_orgnr;revi_navn;revi_rolle;revi_adresse;revi_postnr;revi_poststed;revi_land;crc;load_date;nakkategori2;nakkategori1;nakkategori3;nakkategori4;nakkategori5;firgateadresse;dl_navn;id_matrikkelen;regnskapsaar;adresseid;geo_x;geo_y;nakgruppekode1;nakgruppetekst1;nakgruppekode2;nakgruppetekst2;nakgruppekode3;nakgruppetekst3;nakgruppekode4;nakgruppetekst4;nakgruppekode5;nakgruppetekst5;nakgruppekode6;nakgruppetekst6;nakgruppekode7;nakgruppetekst7;nakgruppekode8;nakgruppetekst8;nakgruppekode9;nakgruppetekst9;nakgruppekode10;nakgruppetekst10;hovedgruppe;hovedgruppe_navn;grunnkrets_id;kommune_id;kommunenavn;fylke_id;fylkesnavn
16258884;9;;922456593;920591485.0;Elveparken Brygge Iii Borettslag;;;;Jernbanegata;ELVEPARKEN BRYGGE III BORETTSLAG;25.0;;3916.0;Porsgrunn;Postboks;44.0;;3901.0;Porsgrunn;Postboks 44;3901;Porsgrunn;;;;4001;pbbl@pbbl.no;A;;;0.0;0.0;194608.0;6567676.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40010811.0;Porsgrunn sentrum øst;;;;;25.03.2019 00:00:00;4.0;NO;Norway;1.0;Europa;97001.0;Aktiviteter i borettslag og boligsameier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;6A0F5F5AFB613197;05.11.2025 03:14:43;97;9;970;9700;97001;Jernbanegata 25, 3916 Porsgrunn;;41223647,000000000000000;;;0,000000000000000;0,000000000000000;U;Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning;;;;;;;;;;;;;;;;;;;0;;40010811.0;4001.0;Porsgrunn;40.0;Telemark
16258887;9;;922456623;920614167.0;Vinje Mållag;;;;VÅMARTVEITVEGEN;VINJE MÅLLAG;12.0;;3890.0;Vinje;;;;;;Våmartveitvegen 12;3890;Vinje;;95050344.0;;4036;hoegetveit@online.no;B;;;0.0;0.0;99373.0;6629904.0;10.0;Østlandet;Telemark;VINJE;;;40360106.0;Bøgrend;;;;;25.03.2019 00:00:00;4.0;NO;Norway;1.0;Europa;94992.0;Aktiviteter i andre medlemsorganisasjoner ellers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;4E49390A4CC4A0DE;05.11.2025 03:14:43;94;9;949;9499;94992;Våmartveitvegen 12, 3890 Vinje;;370008777,000000000000000;;;0,000000000000000;0,000000000000000;T;Annen tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40360106.0;4036.0;Vinje;40.0;Telemark
16258917;9;BEDR;922456976;920448453.0;Grenland Hundeklubb;;;;KNARRDALSGATE;GRENLAND HUNDEKLUBB;12.0;;3920.0;Porsgrunn;;;;;;Knarrdalsgate 12;3920;Porsgrunn;;;;4001;;B;;;0.0;0.0;192385.0;6567366.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40011109.0;Knardalstrand;;;;;25.03.2019 00:00:00;4.0;NO;Norway;1.0;Europa;94992.0;Aktiviteter i andre medlemsorganisasjoner ellers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;DE635D17D30C2916;05.11.2025 03:14:43;94;9;949;9499;94992;Knarrdalsgate 12, 3920 Porsgrunn;;41204413,000000000000000;;;0,000000000000000;0,000000000000000;T;Annen tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40011109.0;4001.0;Porsgrunn;40.0;Telemark
16258955;9;;922457395;920460089.0;Tirsdagsklubben;;;;Holbergs Gate;TIRSDAGSKLUBBEN;23.0;;3717.0;Skien;Postboks;26.0;;3701.0;Skien;Postboks 26;3701;Skien;;91391757.0;;4003;inge@apneseth.no;B;;;0.0;0.0;191922.0;6575750.0;10.0;Østlandet;Telemark;SKIEN;;;40030106.0;Lundedalen;;;;;25.03.2019 00:00:00;4.0;NO;Norway;1.0;Europa;94992.0;Aktiviteter i andre medlemsorganisasjoner ellers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;AF06AF51D33979B8;05.11.2025 03:14:43;94;9;949;9499;94992;Holbergs Gate 23, 3717 Skien;;41758746,000000000000000;;;0,000000000000000;0,000000000000000;T;Annen tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40030106.0;4003.0;Skien;40.0;Telemark
16259028;1;;922458197;919703695.0;Hellebarden Jaktlag;;;;HJELSETHVEGEN;HELLEBARDEN JAKTLAG;10.0;;3830.0;Ulefoss;;;;;;Hjelsethvegen 10;3830;Ulefoss;;;;4018;;B;;;0.0;0.0;179191.0;6580940.0;10.0;Østlandet;Telemark;NOME;;;40180303.0;Hjelset;;;;;25.03.2019 00:00:00;4.0;NO;Norway;1.0;Europa;1700.0;Jakt, fangst, viltstell og tilknyttede tjenester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;51CDCF3027C93309;05.11.2025 03:14:43;17;1;170;1700;1700;Hjelsethvegen 10, 3830 Ulefoss;;69014780,000000000000000;;;0,000000000000000;0,000000000000000;A;Jordbruk, skogbruk og fiske;;;;;;;;;;;;;;;;;;;0;;40180303.0;4018.0;Nome;40.0;Telemark
16259051;1;;922458456;920657079.0;Tollnes Damegruppe;;;;Nedre Mastemyr;TOLLNES DAMEGRUPPE;21.0;;3736.0;Skien;;;;;;Nedre Mastemyr 21;3736;Skien;;;;4003;;B;;;0.0;0.0;193051.0;6570418.0;10.0;Østlandet;Telemark;SKIEN;;;40030705.0;Sandaker;;;;;25.03.2019 00:00:00;4.0;NO;Norway;1.0;Europa;94992.0;Aktiviteter i andre medlemsorganisasjoner ellers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;9FAD6FCFA84FE512;05.11.2025 03:14:43;94;9;949;9499;94992;Nedre Mastemyr 21, 3736 Skien;;41765541,000000000000000;;;0,000000000000000;0,000000000000000;T;Annen tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40030705.0;4003.0;Skien;40.0;Telemark
16259071;9;BEDR;922458685;920661351.0;Kongsberg Tablewar;;;;TVEITENGATA;KONGSBERG TABLEWAR;4.0;A;3683.0;Notodden;;;;;;Tveitengata 4 A;3683;Notodden;;;;4005;;B;;;0.0;0.0;177084.0;6615903.0;10.0;Østlandet;Telemark;NOTODDEN;;;40050507.0;Tveiten nord;;;;;25.03.2019 00:00:00;4.0;NO;Norway;1.0;Europa;94992.0;Aktiviteter i andre medlemsorganisasjoner ellers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;353F5AFACAC0AC8C;05.11.2025 03:14:43;94;9;949;9499;94992;Tveitengata 4A, 3683 Notodden;;81094929,000000000000000;;;0,000000000000000;0,000000000000000;T;Annen tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40050507.0;4005.0;Notodden;40.0;Telemark
16259076;9;BEDR;922458731;920661718.0;Norske Akevitters Venner Region Grenland;;;;KLYVEGATA;NORSKE AKEVITTERS VENNER REGION GRENLAND;1.0;;3919.0;Porsgrunn;;;;;;Klyvegata 1;3919;Porsgrunn;;;;4001;;B;;;0.0;0.0;193608.0;6568250.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40011106.0;Sentrum sør;;;;;25.03.2019 00:00:00;4.0;NO;Norway;1.0;Europa;94992.0;Aktiviteter i andre medlemsorganisasjoner ellers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;7A12AD0E340FC93A;05.11.2025 03:14:43;94;9;949;9499;94992;Klyvegata 1, 3919 Porsgrunn;;41204327,000000000000000;;;0,000000000000000;0,000000000000000;T;Annen tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40011106.0;4001.0;Porsgrunn;40.0;Telemark
16259123;1;;922459282;920663435.0;Barneklubben;;;;KVENNHUSVEGEN;BARNEKLUBBEN;30.0;;3853.0;Vrådal;;;;;;Kvennhusvegen 30;3853;Vrådal;;;;4028;;B;;;0.0;0.0;129854.0;6594807.0;10.0;Østlandet;Telemark;KVITESEID;;;40280101.0;Lislekaas;;;;;25.03.2019 00:00:00;4.0;NO;Norway;1.0;Europa;94992.0;Aktiviteter i andre medlemsorganisasjoner ellers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;654D66D619CFC746;05.11.2025 03:14:43;94;9;949;9499;94992;Kvennhusvegen 30, 3853 Vrådal;;134895038,000000000000000;;;0,000000000000000;0,000000000000000;T;Annen tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40280101.0;4028.0;Kviteseid;40.0;Telemark
16259148;1;;922459568;920601391.0;Drangedal Pensjonistlag;;;;TEREVEIEN;DRANGEDAL PENSJONISTLAG;1.0;;3750.0;Drangedal;;;;;;Tereveien 1;3750;Drangedal;35994457.0;;;4016;;B;;;0.0;0.0;159635.0;6566416.0;10.0;Østlandet;Telemark;DRANGEDAL;;;40160207.0;Preststranda;;;;;25.03.2019 00:00:00;5.0;NO;Norway;1.0;Europa;94992.0;Aktiviteter i andre medlemsorganisasjoner ellers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;E2C0572E2DC31CF5;05.11.2025 03:14:43;94;9;949;9499;94992;Tereveien 1, 3750 Drangedal;;82660141,000000000000000;;;0,000000000000000;0,000000000000000;T;Annen tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40160207.0;4016.0;Drangedal;40.0;Telemark
16259171;9;BEDR;922459827;820646312.0;Hallbjønn Feriesameie;;;;Hallbjønnsekken;HALLBJØNN FERIESAMEIE;13.0;;3880.0;Dalen;;;;;;Hallbjønnsekken 13;3880;Dalen;;;;4034;;B;;;0.0;0.0;88204.0;6602014.0;10.0;Østlandet;Telemark;TOKKE;;;40340116.0;Skafsåheia;;;;;25.03.2019 00:00:00;4.0;NO;Norway;1.0;Europa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;46D5C9E0853D23CC;05.11.2025 03:14:43;0;0;0;0;0;Hallbjønnsekken 13, 3880 Dalen;;135846138,000000000000000;;;0,000000000000000;0,000000000000000;;;;;;;;;;;;;;;;;;;;;0;;40340116.0;4034.0;Tokke;40.0;Telemark
16259197;9;;922460108;920689736.0;Hengeltjønn Hytteforening;;;;EUROPAVEIEN;HENGELTJØNN HYTTEFORENING;1395.0;;3967.0;Stathelle;;;;;;Europaveien 1395;3967;Stathelle;;;;4012;;B;;;0.0;0.0;186246.0;6550010.0;10.0;Østlandet;Telemark;BAMBLE;;;40120504.0;Rønholt;;;;;09.09.2020 00:00:00;3.0;NO;Norway;1.0;Europa;94992.0;Aktiviteter i andre medlemsorganisasjoner ellers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;6E1E3397AFC36B1A;05.11.2025 03:14:43;94;9;949;9499;94992;Europaveien 1395, 3967 Stathelle;;44200691,000000000000000;;;0,000000000000000;0,000000000000000;T;Annen tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40120504.0;4012.0;Bamble;40.0;Telemark
16259210;1;;922460248;920638619.0;Scenebluss;;;;HELLEBERGGATA;SCENEBLUSS;2.0;;3921.0;Porsgrunn;;;;;;Helleberggata 2;3921;Porsgrunn;;;;4001;;B;;;0.0;0.0;193804.0;6567667.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40010808.0;Kirkehaugen;;;;;25.03.2019 00:00:00;4.0;NO;Norway;1.0;Europa;94992.0;Aktiviteter i andre medlemsorganisasjoner ellers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;FBBEDA2005D04464;05.11.2025 03:14:43;94;9;949;9499;94992;Helleberggata 2, 3921 Porsgrunn;;41202762,000000000000000;;;0,000000000000000;0,000000000000000;T;Annen tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40010808.0;4001.0;Porsgrunn;40.0;Telemark
16259253;9;;922460744;920694411.0;Herre Lutherske Bedehus;;;;Hellestvedtveien;HERRE LUTHERSKE BEDEHUS;2.0;;3965.0;Herre;;;;;;Herreveien 1232;3965;Herre;;;;4012;;B;;;0.0;0.0;188706.0;6564225.0;10.0;Østlandet;Telemark;BAMBLE;;;40120101.0;Herre;;;;;25.03.2019 00:00:00;4.0;NO;Norway;1.0;Europa;94992.0;Aktiviteter i andre medlemsorganisasjoner ellers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;CE2EEF86926D9A65;05.11.2025 03:14:43;94;9;949;9499;94992;Hellestvedtveien 2, 3965 Herre;;44203404,000000000000000;;;0,000000000000000;0,000000000000000;T;Annen tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40120101.0;4012.0;Bamble;40.0;Telemark
16259257;9;;922460787;920696430.0;Midt-Telemark Arbeiderparti;;;;LIVEGEN;MIDT-TELEMARK ARBEIDERPARTI;267.0;;3803.0;Bø i telemark;;;;;;Livegen 267;3803;Bø i telemark;;;;4020;;B;;;0.0;0.0;161605.0;6605003.0;10.0;Østlandet;Telemark;MIDT-TELEMARK;;;40200105.0;Oterholt;;;;;25.03.2019 00:00:00;4.0;NO;Norway;1.0;Europa;94920.0;Aktiviteter i partipolitiske organisasjoner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;18C218173A62524F;05.11.2025 03:14:43;94;9;949;9492;94920;Livegen 267, 3803 Bø i telemark;;68613574,000000000000000;;;0,000000000000000;0,000000000000000;T;Annen tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40200105.0;4020.0;Midt-Telemark;40.0;Telemark
16259314;1;;922461422;987973846.0;Uvyrslåmi Snobrettlag;;;;ØYFJELLVEGEN;UVYRSLÅMI SNOBRETTLAG;2049.0;;3864.0;Rauland;;;;;;Øyfjellvegen 2049;3864;Rauland;;;;4036;;B;;;0.0;0.0;117164.0;6634015.0;10.0;Østlandet;Telemark;VINJE;;;40360203.0;Austbø;;;;;25.03.2019 00:00:00;4.0;NO;Norway;1.0;Europa;85510.0;Undervisning innenfor idrett og rekreasjon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;E97206FA2F88A37A;05.11.2025 03:14:43;85;8;855;8551;85510;Øyfjellvegen 2049, 3864 Rauland;;374549217,000000000000000;;;0,000000000000000;0,000000000000000;Q;Undervisning;;;;;;;;;;;;;;;;;;;0;;40360203.0;4036.0;Vinje;40.0;Telemark
16259338;1;;922461694;920689396.0;Øvre Bjørntvedt Velforening;;;;BJØRNHULLVEGEN;ØVRE BJØRNTVEDT VELFORENING;29.0;;3917.0;Porsgrunn;;;;;;Bjørnhullvegen 29;3917;Porsgrunn;;;;4001;;B;;;0.0;0.0;194609.0;6566949.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40010901.0;Bjørntvedt;;;;;25.03.2019 00:00:00;4.0;NO;Norway;1.0;Europa;94992.0;Aktiviteter i andre medlemsorganisasjoner ellers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;42FD74819A2DC511;05.11.2025 03:14:43;94;9;949;9499;94992;Bjørnhullvegen 29, 3917 Porsgrunn;;41197337,000000000000000;;;0,000000000000000;0,000000000000000;T;Annen tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40010901.0;4001.0;Porsgrunn;40.0;Telemark
16259473;9;BEDR;922463182;920736262.0;Lundevang Filmklubb;;;;AJERVEGEN;LUNDEVANG FILMKLUBB;31.0;;3825.0;Lunde;;;;;;Ajervegen 31;3825;Lunde;;;;4018;;B;;;0.0;0.0;163779.0;6588897.0;10.0;Østlandet;Telemark;NOME;;;40180107.0;Stokken;;;;;25.03.2019 00:00:00;4.0;NO;Norway;1.0;Europa;94992.0;Aktiviteter i andre medlemsorganisasjoner ellers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;8514B87B85557087;05.11.2025 03:14:43;94;9;949;9499;94992;Ajervegen 31, 3825 Lunde;;69010720,000000000000000;;;0,000000000000000;0,000000000000000;T;Annen tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40180107.0;4018.0;Nome;40.0;Telemark
16259483;9;BEDR;922463298;820703472.0;Hestegrøa Sameige;;;;FOLSERÅSVEGEN;HESTEGRØA SAMEIGE;402.0;;3691.0;Gransherad;;;;;;Folseråsvegen 402;3691;Gransherad;41550783.0;;;4005;;B;;;0.0;0.0;173107.0;6630232.0;10.0;Østlandet;Telemark;NOTODDEN;;;40050107.0;Folsland;;;;;25.03.2019 00:00:00;4.0;NO;Norway;1.0;Europa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;D9406919E66EA53A;05.11.2025 03:14:43;0;0;0;0;0;Folseråsvegen 402, 3691 Gransherad;;81083662,000000000000000;;;0,000000000000000;0,000000000000000;;;;;;;;;;;;;;;;;;;;;0;;40050107.0;4005.0;Notodden;40.0;Telemark
16259499;1;;922463476;920696767.0;NEI Til Atomvåpen (Nta) - Avd. Grenland;;;;CAMILLA COLLETTS VEG;NEI TIL ATOMVÅPEN (NTA) - AVD. GRENLAND;3.0;;3715.0;Skien;;;;;;Camilla Colletts Veg 3;3715;Skien;;;;4003;;B;;;0.0;0.0;192969.0;6575685.0;10.0;Østlandet;Telemark;SKIEN;;;40030305.0;Brekkejordet;;;;;25.03.2019 00:00:00;4.0;NO;Norway;1.0;Europa;94992.0;Aktiviteter i andre medlemsorganisasjoner ellers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;B81B1C86C793222F;05.11.2025 03:14:43;94;9;949;9499;94992;Camilla Colletts Veg 3, 3715 Skien;;41751332,000000000000000;;;0,000000000000000;0,000000000000000;T;Annen tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40030305.0;4003.0;Skien;40.0;Telemark
16259552;1;;922464049;918927131.0;Spelemannslaget Bøheringen;;;;MANHEIMSTRONDI;SPELEMANNSLAGET BØHERINGEN;1536.0;;3805.0;Bø i telemark;;;;;;Manheimstrondi 1536;3805;Bø i telemark;;;;4022;;B;;;0.0;0.0;152201.0;6604787.0;10.0;Østlandet;Telemark;SELJORD;;;40220104.0;Vefald-Brekke;;;;;25.03.2019 00:00:00;4.0;NO;Norway;1.0;Europa;94992.0;Aktiviteter i andre medlemsorganisasjoner ellers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;5BE9AB6B1A11C099;05.11.2025 03:14:43;94;9;949;9499;94992;Manheimstrondi 1536, 3805 Bø i telemark;;118249364,000000000000000;;;0,000000000000000;0,000000000000000;T;Annen tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40220104.0;4022.0;Seljord;40.0;Telemark
16259595;1;;922464537;920765122.0;Bergsbygda Montessoriskoles Venner;;;;RØRALIA;BERGSBYGDA MONTESSORISKOLES VENNER;7.0;;3949.0;Porsgrunn;;;;;;Røralia 7;3949;Porsgrunn;;;;4001;;B;;;0.0;0.0;197799.0;6561628.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40010208.0;Bergsbygda;;;;;25.03.2019 00:00:00;4.0;NO;Norway;1.0;Europa;94992.0;Aktiviteter i andre medlemsorganisasjoner ellers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;8C3E20DEA4BB7374;05.11.2025 03:14:43;94;9;949;9499;94992;Røralia 7, 3949 Porsgrunn;;41224159,000000000000000;;;0,000000000000000;0,000000000000000;T;Annen tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40010208.0;4001.0;Porsgrunn;40.0;Telemark
16259628;9;;922464901;920772102.0;Sameiet Ulefossveien 73;;;;JERNBANEGATA;SAMEIET ULEFOSSVEIEN 73;25.0;;3916.0;Porsgrunn;Postboks;44.0;;3901.0;Porsgrunn;Postboks 44;3901;Porsgrunn;35504500.0;;;4001;;;;;0.0;0.0;194608.0;6567676.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40010811.0;Porsgrunn sentrum øst;;;;;25.03.2019 00:00:00;6.0;NO;Norway;1.0;Europa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;6A0F5F5ACD49C7A1;05.11.2025 03:14:43;0;0;0;0;0;Jernbanegata 25, 3916 Porsgrunn;;41223647,000000000000000;;;0,000000000000000;0,000000000000000;;;;;;;;;;;;;;;;;;;;;0;;40010811.0;4001.0;Porsgrunn;40.0;Telemark
16259648;1;;922465134;920154964.0;Polsk-Norsk Forening i Porsgrunn;;;;HESTEHAVNA;POLSK-NORSK FORENING I PORSGRUNN;17.0;;3916.0;Porsgrunn;;;;;;Hestehavna 17;3916;Porsgrunn;;;;4001;;B;;;0.0;0.0;194784.0;6567350.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40010901.0;Bjørntvedt;;;;;25.03.2019 00:00:00;4.0;NO;Norway;1.0;Europa;94992.0;Aktiviteter i andre medlemsorganisasjoner ellers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;2B5D5EC76B71F204;05.11.2025 03:14:43;94;9;949;9499;94992;Hestehavna 17, 3916 Porsgrunn;;41202829,000000000000000;;;0,000000000000000;0,000000000000000;T;Annen tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40010901.0;4001.0;Porsgrunn;40.0;Telemark
16259654;9;;922465207;920590691.0;Lagunen i Borettslag;;;;Jernbanegata;LAGUNEN I BORETTSLAG;25.0;;3916.0;Porsgrunn;Postboks;44.0;;3901.0;Porsgrunn;Postboks 44;3901;Porsgrunn;;;;4001;pbbl@pbbl.no;A;;;0.0;0.0;194608.0;6567676.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40010811.0;Porsgrunn sentrum øst;;;;;25.03.2019 00:00:00;4.0;NO;Norway;1.0;Europa;97001.0;Aktiviteter i borettslag og boligsameier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;6A0F5F5A22A088A8;05.11.2025 03:14:43;97;9;970;9700;97001;Jernbanegata 25, 3916 Porsgrunn;;41223647,000000000000000;;;0,000000000000000;0,000000000000000;U;Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning;;;;;;;;;;;;;;;;;;;0;;40010811.0;4001.0;Porsgrunn;40.0;Telemark
16259699;1;;922465711;920696481.0;Kragerø Fotoklubb;;;;SJÅDAMVEIEN;KRAGERØ FOTOKLUBB;63.0;B;3772.0;Kragerø;;;;;;Sjådamveien 63 B;3772;Kragerø;;;;4014;;B;;;0.0;0.0;175901.0;6538966.0;10.0;Østlandet;Telemark;KRAGERØ;;;40140403.0;Nordre Kalstad;;;;;25.03.2019 00:00:00;4.0;NO;Norway;1.0;Europa;94992.0;Aktiviteter i andre medlemsorganisasjoner ellers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;03F058B4464DA25D;05.11.2025 03:14:43;94;9;949;9499;94992;Sjådamveien 63B, 3772 Kragerø;;81903544,000000000000000;;;0,000000000000000;0,000000000000000;T;Annen tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40140403.0;4014.0;Kragerø;40.0;Telemark
16259701;9;;922465746;920715850.0;Søndagsgruppa Porsgrunn;;;;Storgata;SØNDAGSGRUPPA PORSGRUNN;155.0;A;3915.0;Porsgrunn;;;;;;Storgata 155 A;3915;Porsgrunn;;98302197.0;;4001;sondagsgruppaporsgrunn@gmail.com;B;;;0.0;0.0;194427.0;6568106.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40010811.0;Porsgrunn sentrum øst;;;;;25.03.2019 00:00:00;4.0;NO;Norway;1.0;Europa;94992.0;Aktiviteter i andre medlemsorganisasjoner ellers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;7A3350FC77EFD07E;05.11.2025 03:14:43;94;9;949;9499;94992;Storgata 155A, 3915 Porsgrunn;;41211722,000000000000000;;;0,000000000000000;0,000000000000000;T;Annen tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40010811.0;4001.0;Porsgrunn;40.0;Telemark
16259782;9;BEDR;922466629;920736793.0;Sameiet Bedriftsvegen 92;;;;Bedriftsvegen;SAMEIET BEDRIFTSVEGEN 92;92.0;;3735.0;Skien;;;;;;Bedriftsvegen 92;3735;Skien;;;;4003;;B;;;0.0;0.0;192190.0;6572027.0;10.0;Østlandet;Telemark;SKIEN;;;40030601.0;Kjørbekkdalen;;;;;25.03.2019 00:00:00;4.0;NO;Norway;1.0;Europa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;14BD0182716B40B9;05.11.2025 03:14:43;0;0;0;0;0;Bedriftsvegen 92, 3735 Skien;;41748700,000000000000000;;;0,000000000000000;0,000000000000000;;;;;;;;;;;;;;;;;;;;;0;;40030601.0;4003.0;Skien;40.0;Telemark
