Geografi,År,Kjønn,Alder,Krefttyper,Måltall,value
Fyresdal,2011-2020,kvinner,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2011-2020,kvinner,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2011-2020,kvinner,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2011-2020,kvinner,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2011-2020,kvinner,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Fyresdal,2011-2020,kvinner,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",1966.96332678533
Fyresdal,2011-2020,kvinner,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Fyresdal,2011-2020,kvinner,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2011-2020,kvinner,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2011-2020,kvinner,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2011-2020,kvinner,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2011-2020,kvinner,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2011-2020,kvinner,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",647.066954988496
Fyresdal,2012-2021,kjønn samlet,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",72.1415761500461
Fyresdal,2012-2021,kjønn samlet,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,alle aldre,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",491.943896084916
Fyresdal,2012-2021,kjønn samlet,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,0-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",2503.75319593356
Fyresdal,2012-2021,kjønn samlet,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2012-2021,kjønn samlet,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Fyresdal,2012-2021,menn,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",693.992595758285
Fyresdal,2012-2021,menn,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Fyresdal,2012-2021,menn,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2012-2021,menn,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2012-2021,menn,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2012-2021,menn,alle aldre,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2012-2021,menn,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2012-2021,menn,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",157.344141326087
Fyresdal,2012-2021,menn,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",530.21604878798
Fyresdal,2012-2021,menn,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Fyresdal,2012-2021,menn,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2012-2021,menn,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2012-2021,menn,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2012-2021,menn,0-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2012-2021,menn,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2012-2021,menn,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Fyresdal,2012-2021,menn,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",:
Fyresdal,2012-2021,menn,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Fyresdal,2012-2021,menn,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2012-2021,menn,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2012-2021,menn,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2012-2021,menn,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2012-2021,menn,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2012-2021,menn,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Fyresdal,2012-2021,menn,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",:
Fyresdal,2012-2021,menn,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Fyresdal,2012-2021,menn,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2012-2021,menn,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2012-2021,menn,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2012-2021,menn,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2012-2021,menn,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2012-2021,menn,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Fyresdal,2012-2021,menn,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",3014.76002987678
Fyresdal,2012-2021,menn,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Fyresdal,2012-2021,menn,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2012-2021,menn,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2012-2021,menn,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2012-2021,menn,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2012-2021,menn,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2012-2021,menn,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",597.803100023977
Fyresdal,2012-2021,kvinner,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,alle aldre,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",448.532191393344
Fyresdal,2012-2021,kvinner,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,0-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",2130.14311871031
Fyresdal,2012-2021,kvinner,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2012-2021,kvinner,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",647.439775120537
Fyresdal,2013-2022,kjønn samlet,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",71.4450496030758
Fyresdal,2013-2022,kjønn samlet,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,alle aldre,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",481.640274864867
Fyresdal,2013-2022,kjønn samlet,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,0-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",2630.54540251889
Fyresdal,2013-2022,kjønn samlet,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2013-2022,kjønn samlet,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Fyresdal,2013-2022,menn,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",671.112938296326
Fyresdal,2013-2022,menn,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Fyresdal,2013-2022,menn,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2013-2022,menn,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2013-2022,menn,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2013-2022,menn,alle aldre,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2013-2022,menn,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2013-2022,menn,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",154.649910522461
Fyresdal,2013-2022,menn,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",513.87157518589
Fyresdal,2013-2022,menn,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Fyresdal,2013-2022,menn,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2013-2022,menn,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2013-2022,menn,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2013-2022,menn,0-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2013-2022,menn,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2013-2022,menn,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Fyresdal,2013-2022,menn,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",:
Fyresdal,2013-2022,menn,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Fyresdal,2013-2022,menn,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2013-2022,menn,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2013-2022,menn,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2013-2022,menn,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2013-2022,menn,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2013-2022,menn,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Fyresdal,2013-2022,menn,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",:
Fyresdal,2013-2022,menn,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Fyresdal,2013-2022,menn,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2013-2022,menn,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2013-2022,menn,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2013-2022,menn,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2013-2022,menn,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2013-2022,menn,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Fyresdal,2013-2022,menn,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",2919.73110175597
Fyresdal,2013-2022,menn,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Fyresdal,2013-2022,menn,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2013-2022,menn,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2013-2022,menn,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2013-2022,menn,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2013-2022,menn,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2013-2022,menn,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",625.061443438734
Fyresdal,2013-2022,kvinner,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,alle aldre,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",445.484815213394
Fyresdal,2013-2022,kvinner,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,0-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",2450.13242818858
Fyresdal,2013-2022,kvinner,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Fyresdal,2013-2022,kvinner,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Fyresdal,2014-2023,kjønn samlet,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",704.088541498985
Fyresdal,2014-2023,kjønn samlet,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",70.5329562945626
Fyresdal,2014-2023,kjønn samlet,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",:
