Geografi,År,Kjønn,Alder,Dødsårsak,Måltall,value
Kviteseid,2011-2015,kvinner,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2011-2015,kvinner,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2012-2016,menn,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2012-2016,menn,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2012-2016,menn,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2012-2016,menn,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2012-2016,menn,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2012-2016,kvinner,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2012-2016,kvinner,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2012-2016,kvinner,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2012-2016,kvinner,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2012-2016,kvinner,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2013-2017,menn,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2013-2017,menn,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2013-2017,menn,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2013-2017,menn,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2013-2017,menn,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2013-2017,kvinner,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2013-2017,kvinner,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2013-2017,kvinner,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2013-2017,kvinner,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2013-2017,kvinner,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2014-2018,menn,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2014-2018,menn,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2014-2018,menn,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2014-2018,menn,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2014-2018,menn,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2014-2018,kvinner,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2014-2018,kvinner,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2014-2018,kvinner,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2014-2018,kvinner,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2014-2018,kvinner,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2015-2019,menn,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2015-2019,menn,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2015-2019,menn,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2015-2019,menn,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2015-2019,menn,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2015-2019,kvinner,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2015-2019,kvinner,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2015-2019,kvinner,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2015-2019,kvinner,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2015-2019,kvinner,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2016-2020,menn,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2016-2020,menn,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2016-2020,menn,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2016-2020,menn,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2016-2020,menn,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2016-2020,kvinner,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2016-2020,kvinner,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2016-2020,kvinner,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2016-2020,kvinner,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2016-2020,kvinner,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2017-2021,menn,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2017-2021,menn,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2017-2021,menn,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2017-2021,menn,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2017-2021,menn,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2017-2021,kvinner,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2017-2021,kvinner,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2017-2021,kvinner,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2017-2021,kvinner,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2017-2021,kvinner,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2018-2022,menn,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2018-2022,menn,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2018-2022,menn,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2018-2022,menn,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2018-2022,menn,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2018-2022,kvinner,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2018-2022,kvinner,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2018-2022,kvinner,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2018-2022,kvinner,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2018-2022,kvinner,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2019-2023,menn,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2019-2023,menn,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2019-2023,menn,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2019-2023,menn,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2019-2023,menn,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2019-2023,kvinner,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2019-2023,kvinner,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2019-2023,kvinner,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2019-2023,kvinner,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2019-2023,kvinner,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2020-2024,menn,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2020-2024,menn,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2020-2024,menn,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2020-2024,menn,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2020-2024,menn,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2020-2024,kvinner,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2020-2024,kvinner,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2020-2024,kvinner,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2020-2024,kvinner,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Kviteseid,2020-2024,kvinner,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2011-2015,menn,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2011-2015,menn,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2011-2015,menn,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2011-2015,menn,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2011-2015,menn,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2011-2015,kvinner,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2011-2015,kvinner,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2011-2015,kvinner,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2011-2015,kvinner,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2011-2015,kvinner,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2012-2016,menn,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2012-2016,menn,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2012-2016,menn,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2012-2016,menn,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2012-2016,menn,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2012-2016,kvinner,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2012-2016,kvinner,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2012-2016,kvinner,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2012-2016,kvinner,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2012-2016,kvinner,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2013-2017,menn,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2013-2017,menn,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2013-2017,menn,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2013-2017,menn,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2013-2017,menn,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2013-2017,kvinner,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2013-2017,kvinner,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2013-2017,kvinner,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2013-2017,kvinner,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2013-2017,kvinner,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2014-2018,menn,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2014-2018,menn,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2014-2018,menn,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2014-2018,menn,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2014-2018,menn,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2014-2018,kvinner,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2014-2018,kvinner,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2014-2018,kvinner,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2014-2018,kvinner,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2014-2018,kvinner,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2015-2019,menn,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2015-2019,menn,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2015-2019,menn,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2015-2019,menn,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2015-2019,menn,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2015-2019,kvinner,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2015-2019,kvinner,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2015-2019,kvinner,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2015-2019,kvinner,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2015-2019,kvinner,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2016-2020,menn,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2016-2020,menn,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2016-2020,menn,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2016-2020,menn,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2016-2020,menn,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2016-2020,kvinner,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2016-2020,kvinner,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2016-2020,kvinner,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2016-2020,kvinner,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2016-2020,kvinner,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2017-2021,menn,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2017-2021,menn,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2017-2021,menn,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2017-2021,menn,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2017-2021,menn,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2017-2021,kvinner,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2017-2021,kvinner,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2017-2021,kvinner,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2017-2021,kvinner,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2017-2021,kvinner,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2018-2022,menn,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2018-2022,menn,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2018-2022,menn,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2018-2022,menn,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2018-2022,menn,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2018-2022,kvinner,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2018-2022,kvinner,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2018-2022,kvinner,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2018-2022,kvinner,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2018-2022,kvinner,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2019-2023,menn,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2019-2023,menn,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2019-2023,menn,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2019-2023,menn,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2019-2023,menn,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2019-2023,kvinner,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2019-2023,kvinner,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2019-2023,kvinner,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2019-2023,kvinner,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2019-2023,kvinner,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2020-2024,menn,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2020-2024,menn,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2020-2024,menn,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2020-2024,menn,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2020-2024,menn,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2020-2024,kvinner,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2020-2024,kvinner,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2020-2024,kvinner,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2020-2024,kvinner,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Nissedal,2020-2024,kvinner,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2011-2015,menn,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2011-2015,menn,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2011-2015,menn,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2011-2015,menn,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2011-2015,menn,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2011-2015,kvinner,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2011-2015,kvinner,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2011-2015,kvinner,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2011-2015,kvinner,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2011-2015,kvinner,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2012-2016,menn,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2012-2016,menn,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2012-2016,menn,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2012-2016,menn,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2012-2016,menn,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2012-2016,kvinner,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2012-2016,kvinner,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2012-2016,kvinner,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2012-2016,kvinner,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2012-2016,kvinner,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2013-2017,menn,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2013-2017,menn,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2013-2017,menn,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2013-2017,menn,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2013-2017,menn,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2013-2017,kvinner,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2013-2017,kvinner,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2013-2017,kvinner,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2013-2017,kvinner,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2013-2017,kvinner,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2014-2018,menn,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2014-2018,menn,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2014-2018,menn,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2014-2018,menn,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2014-2018,menn,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2014-2018,kvinner,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2014-2018,kvinner,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2014-2018,kvinner,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2014-2018,kvinner,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2014-2018,kvinner,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2015-2019,menn,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2015-2019,menn,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2015-2019,menn,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2015-2019,menn,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2015-2019,menn,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2015-2019,kvinner,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2015-2019,kvinner,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2015-2019,kvinner,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2015-2019,kvinner,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2015-2019,kvinner,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2016-2020,menn,alle aldre,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2016-2020,menn,0-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2016-2020,menn,0-44 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2016-2020,menn,45-74 år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
Fyresdal,2016-2020,menn,75+ år,"Selvmord (X60-84,Y87.0)","døde per 100 000, standardisert",:
