Navn,Org. nr.,Overordnet enhet,Antall ansatte,Dataset,Sektorkode,Sektor,Aktivitet,Forretningsadresse - Kommune,Postadresse - Kommune,Organisasjonsform,NACE 1,NACE 1 - Bransje,NACE 2,NACE 2 - Bransje,NACE 3,NACE 3 - Bransje,Organisasjonsform - Kode,Beliggenhetsadresse - Kommune,Org. nr._str,Employees,In Combined Clean,Is Parent,Parent
Byggmakker handel as avd Skien,974111721,980656616.0,35.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.83,"Engroshandel med tømmer, trelast, byggevarer og sanitærutstyr",,,,,BEDR,Skien,974111721,35.0,True,False,980656616
Meny hovenga,971686073,879447232.0,35.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Porsgrunn,971686073,35.0,True,False,879447232
Vy buss as avd Drangedal,922921067,976948394.0,35.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,49.31,Passasjertransport med rutebil,,,,,BEDR,Drangedal,922921067,35.0,True,False,976948394
Norlandia borgeenga barnehage,891690762,830202722.0,35.0,Underenhet,,,,,Moss,Underenhet til næringsdrivende og offentlig forvaltning,85.1,Førskoleundervisning og drift av barnehager,,,,,BEDR,Porsgrunn,891690762,35.0,True,False,830202722
Krohne Norway as avd krohne marine,971766808,983350429.0,34.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,26.51,"Produksjon av måle-, kontroll- og navigasjonsinstrumenter",,,,,BEDR,Porsgrunn,971766808,34.0,True,False,983350429
Skarpenord as avd rjukan,971811781,937773609.0,34.0,Underenhet,,,,,Tinn,Underenhet til næringsdrivende og offentlig forvaltning,28.12,Produksjon av komponenter til hydraulisk og pneumatisk utstyr,,,,,BEDR,Tinn,971811781,34.0,True,False,937773609
At skog sa avd Porsgrunn,973358413,989086642.0,34.0,Underenhet,,,,,Porsgrunn,Underenhet til næringsdrivende og offentlig forvaltning,46.83,"Engroshandel med tømmer, trelast, byggevarer og sanitærutstyr",,,,,BEDR,Porsgrunn,973358413,34.0,True,False,989086642
Meny bø,971979984,879447232.0,34.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Midt-Telemark,971979984,34.0,True,False,879447232
Max Skien,922750114,917808643.0,34.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,56.11,Drift av restauranter,,,,,BEDR,Skien,922750114,34.0,True,False,917808643
Odeon kino as avd Skien,973784668,962277055.0,34.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,59.14,Filmfremvisning,,,,,BEDR,Skien,973784668,34.0,True,False,962277055
Lyse dialog as avd Porsgrunn,915835937,931310380.0,34.0,Underenhet,,,,,Stavanger,Underenhet til næringsdrivende og offentlig forvaltning,61.1,"Kabelbasert, satellittbasert og trådløs telekommunikasjon",,,,,BEDR,Porsgrunn,915835937,34.0,True,False,931310380
Bdo as avd Skien,988597767,993606650.0,34.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,69.201,Revisjon,,,,,BEDR,Skien,988597767,34.0,True,False,993606650
Nøsted & as avd sannidal,973144588,914781213.0,33.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,25.93,"Produksjon av varer av metalltråd, kjetting og fjærer",,,,,BEDR,Kragerø,973144588,33.0,True,False,914781213
Meny down town,933344045,879447232.0,33.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Porsgrunn,933344045,33.0,True,False,879447232
Elkjøp Porsgrunn,985003173,947054600.0,33.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.54,Detaljhandel med elektriske husholdningsapparater,,,,,BEDR,Porsgrunn,985003173,33.0,True,False,947054600
Notodden politihus,974731037,983998178.0,33.0,Underenhet,,,,,Tønsberg,Underenhet til næringsdrivende og offentlig forvaltning,84.24,Aktiviteter utført av politi- og påtalemyndighet,,,,,BEDR,Notodden,974731037,33.0,True,False,983998178
Stendi as ot tunet,934116372,985194653.0,33.0,Underenhet,,,,,Bærum,Underenhet til næringsdrivende og offentlig forvaltning,87.202,Omsorgstjenester i botilbud for personer med utviklingshemming eller med tilsvarende funksjonsnedsettelse,,,,,BEDR,Skien,934116372,33.0,True,False,985194653
Norsk skogrydding as avd Drangedal,921985126,920997082.0,32.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,2.2,Avvirkning,,,,,BEDR,Drangedal,921985126,32.0,True,False,920997082
Norfolier greentec as avd Notodden,974096307,999139124.0,32.0,Underenhet,,,,,Notodden,Underenhet til næringsdrivende og offentlig forvaltning,22.22,Produksjon av plastemballasje,,,,,BEDR,Notodden,974096307,32.0,True,False,999139124
Biltema Norge as avd 247 bø,919225610,882692302.0,32.0,Underenhet,,,,,Ullensaker,Underenhet til næringsdrivende og offentlig forvaltning,47.52,"Detaljhandel med jernvarer, byggevarer, fargevarer og glass",,,,,BEDR,Midt-Telemark,919225610,32.0,True,False,882692302
Burger king telemarksporten,916737653,927544539.0,32.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,56.11,Drift av restauranter,,,,,BEDR,Porsgrunn,916737653,32.0,True,False,927544539
Mcdonalds' tuven,927536986,931546511.0,32.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,56.11,Drift av restauranter,,,,,BEDR,Notodden,927536986,32.0,True,False,931546511
Aider as avd Porsgrunn stangsgate,999648525,922633452.0,32.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,69.202,Regnskapsføring og bokføring,,,,,BEDR,Porsgrunn,999648525,32.0,True,False,922633452
Nedre Telemark tingrett Skien,974730499,935365139.0,32.0,Underenhet,,,,,Skien,Underenhet til næringsdrivende og offentlig forvaltning,84.23,Aktiviteter i rettsvesen og kriminalomsorg,,,,,BEDR,Skien,974730499,32.0,True,False,935365139
Læringsverkstedet limi naturbarnehage,994349864,930868922.0,32.0,Underenhet,,,,,Ullensaker,Underenhet til næringsdrivende og offentlig forvaltning,85.1,Førskoleundervisning og drift av barnehager,,,,,BEDR,Skien,994349864,32.0,True,False,930868922
Universitetet i sørøst-norge campus rauland,990256616,911770709.0,32.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,85.401,Undervisning ved universiteter,,,,,BEDR,Vinje,990256616,32.0,True,False,911770709
Stendi assistanse as respiratorteam sør,920578772,918561854.0,32.0,Underenhet,,,,,Bærum,Underenhet til næringsdrivende og offentlig forvaltning,86.941,Sykepleietjenester og andre helsetjenester i hjemmet,,,,,BEDR,Porsgrunn,920578772,32.0,True,False,918561854
Norsk gjenvinning renovasjon as avd Porsgrunn,917326649,997125916.0,31.0,Underenhet,,,,,Tønsberg,Underenhet til næringsdrivende og offentlig forvaltning,38.11,Innsamling av ikke-farlig avfall,,,,,BEDR,Porsgrunn,917326649,31.0,True,False,997125916
Norsk gjenvinning as avd Porsgrunn,988551775,937270062.0,31.0,Underenhet,,,,,Porsgrunn,Underenhet til næringsdrivende og offentlig forvaltning,38.21,Materialgjenvinning,,,,,BEDR,Porsgrunn,988551775,31.0,True,False,937270062
Fjeldstad stillas as avd Porsgrunn,915189466,896947532.0,31.0,Underenhet,,,,,Sandefjord,Underenhet til næringsdrivende og offentlig forvaltning,43.99,Annen spesialisert bygge- og anleggsvirksomhet ikke nevnt annet sted,,,,,BEDR,Porsgrunn,915189466,31.0,True,False,896947532
Nk energi as avd langangen,925773905,925750638.0,31.0,Underenhet,,,,,Larvik,Underenhet til næringsdrivende og offentlig forvaltning,46.81,"Engroshandel med drivstoff, brensel og beslektede produkter",,,,,BEDR,Porsgrunn,925773905,31.0,True,False,925750638
Bypost as avd Telemark,989438794,989383167.0,31.0,Underenhet,,,,,Skien,Underenhet til næringsdrivende og offentlig forvaltning,53.2,Andre post- og budtjenester,,,,,BEDR,Skien,989438794,31.0,True,False,989383167
Peppes pizza avd Skien,893976582,984388659.0,31.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,56.11,Drift av restauranter,,,,,BEDR,Skien,893976582,31.0,True,False,984388659
Ramudden Norge as avd grenland,922666407,913798317.0,31.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,77.32,Utleie og leasing av bygge- og anleggsmaskiner og -utstyr,,,,,BEDR,Bamble,922666407,31.0,True,False,913798317
Bufetat sør Telemark barn- og familiesenter,973784285,986128433.0,31.0,Underenhet,,,,,Tønsberg,Underenhet til næringsdrivende og offentlig forvaltning,87.991,Tjenester i barneverninstitusjoner,,,,,BEDR,Skien,973784285,31.0,True,False,986128433
Norsk scania as avd brunkeberg,971918608,879263662.0,31.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,95.31,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,Kviteseid,971918608,31.0,True,False,879263662
Ocab as avd Porsgrunn,920807534,916326211.0,30.0,Underenhet,,,,,Bærum,Underenhet til næringsdrivende og offentlig forvaltning,41.0,Oppføring av bygninger,,,,,BEDR,Skien,920807534,30.0,True,False,916326211
Byggmakker handel as avd Seljord,976804449,980656616.0,30.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.52,"Detaljhandel med jernvarer, byggevarer, fargevarer og glass",,,,,BEDR,Seljord,976804449,30.0,True,False,980656616
Coop sørøst sa avd 5087 obs bygg Skien,981179382,947456415.0,30.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.52,"Detaljhandel med jernvarer, byggevarer, fargevarer og glass",,,,,BEDR,Skien,981179382,30.0,True,False,947456415
Posten bring as Seljord,986168664,984661185.0,30.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,53.1,Landsdekkende posttjenester,,,,,BEDR,Seljord,986168664,30.0,True,False,984661185
Deloitte spinco as avd Skien,983595952,935416779.0,30.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,69.201,Revisjon,,,,,BEDR,Skien,983595952,30.0,True,False,935416779
Espira kulturstien AS,989596691,989557718.0,30.0,Underenhet,,,,,Karmøy,Underenhet til næringsdrivende og offentlig forvaltning,85.1,Førskoleundervisning og drift av barnehager,,,,,BEDR,Skien,989596691,30.0,True,False,989557718
Stendi as region sør ot bjørntvedt,918374809,985194653.0,30.0,Underenhet,,,,,Bærum,Underenhet til næringsdrivende og offentlig forvaltning,87.201,Omsorgstjenester i botilbud for personer med psykiske helseproblemer og/eller rusmiddelproblemer,,,,,BEDR,Skien,918374809,30.0,True,False,985194653
Rjukan ema mottak,931034510,876785722.0,30.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,87.992,Asylmottakstjenester,,,,,BEDR,Tinn,931034510,30.0,True,False,876785722
Gk Norge as avd grenland gki,873091282,915892981.0,29.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,43.22,VVS-arbeid,,,,,BEDR,Skien,873091282,29.0,True,False,915892981
Gk Norge as avd grenland rør,980250075,915892981.0,29.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,43.22,VVS-arbeid,,,,,BEDR,Skien,980250075,29.0,True,False,915892981
Montér Skien,976576063,967013056.0,29.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.83,"Engroshandel med tømmer, trelast, byggevarer og sanitærutstyr",,,,,BEDR,Skien,976576063,29.0,True,False,967013056
Ng spar Vestfold Telemark as spar rambergshjørnet,971655739,881642212.0,29.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Notodden,971655739,29.0,True,False,881642212
Mcdonald's Skien avd 5,995155877,929910737.0,29.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,56.11,Drift av restauranter,,,,,BEDR,Skien,995155877,29.0,True,False,929910737
Aspit as avd Seljord,983504655,983439977.0,29.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,62.2,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,,,,,BEDR,Seljord,983504655,29.0,True,False,983439977
Telemark fengsel Kragerø avdeling,974730197,911830868.0,29.0,Underenhet,,,,,Sandnes,Underenhet til næringsdrivende og offentlig forvaltning,84.23,Aktiviteter i rettsvesen og kriminalomsorg,,,,,BEDR,Kragerø,974730197,29.0,True,False,911830868
Sporty Notodden,994495682,946921815.0,29.0,Underenhet,,,,,Bergen,Underenhet til næringsdrivende og offentlig forvaltning,93.13,Treningssentervirksomhet,,,,,BEDR,Notodden,994495682,29.0,True,False,946921815
Ncc industry as avd valberg pukkverk,973144529,984884176.0,28.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,8.12,"Utvinning fra grus- og sandtak, og utvinning av leire og kaolin",,,,,BEDR,Kragerø,973144529,28.0,True,False,984884176
Abb as mo Skien,996728358,982085160.0,28.0,Underenhet,,,,,Bærum,Underenhet til næringsdrivende og offentlig forvaltning,46.64,Engroshandel med maskiner og utstyr ellers,,,,,BEDR,Skien,996728358,28.0,True,False,982085160
Biltema Norge as avd 208 Bamble,927646811,882692302.0,28.0,Underenhet,,,,,Ullensaker,Underenhet til næringsdrivende og offentlig forvaltning,47.52,"Detaljhandel med jernvarer, byggevarer, fargevarer og glass",,,,,BEDR,Bamble,927646811,28.0,True,False,882692302
Jdk regnskap as avd Porsgrunn,992338598,892263922.0,28.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,69.202,Regnskapsføring og bokføring,,,,,BEDR,Porsgrunn,992338598,28.0,True,False,892263922
Technogarden as avd Porsgrunn,993170410,986076905.0,28.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,78.2,Utleie av arbeidskraft og andre personaladministrative tjenester,,,,,BEDR,Porsgrunn,993170410,28.0,True,False,986076905
Kragerø politihus,874731242,983998178.0,28.0,Underenhet,,,,,Tønsberg,Underenhet til næringsdrivende og offentlig forvaltning,84.24,Aktiviteter utført av politi- og påtalemyndighet,,,,,BEDR,Kragerø,874731242,28.0,True,False,983998178
Sats express Porsgrunn,912427986,892625522.0,28.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,93.13,Treningssentervirksomhet,,,,,BEDR,Porsgrunn,912427986,28.0,True,False,892625522
Nk transport as avd Porsgrunn,925773956,925751014.0,27.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,38.11,Innsamling av ikke-farlig avfall,,,,,BEDR,Porsgrunn,925773956,27.0,True,False,925751014
Recover Skien,981006402,995761440.0,27.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,43.99,Annen spesialisert bygge- og anleggsvirksomhet ikke nevnt annet sted,,,,,BEDR,Skien,981006402,27.0,True,False,995761440
Montér Porsgrunn,982029260,967013056.0,27.0,Underenhet,,,,,Porsgrunn,Underenhet til næringsdrivende og offentlig forvaltning,46.83,"Engroshandel med tømmer, trelast, byggevarer og sanitærutstyr",,,,,BEDR,Porsgrunn,982029260,27.0,True,False,967013056
Ng kiwi Vestfold Telemark as avd 566 grasmyr,997630149,984981384.0,27.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Bamble,997630149,27.0,True,False,984981384
Circle k detaljist as avd e18 bamle,925144193,971128348.0,27.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Bamble,925144193,27.0,True,False,971128348
Xxl sport & villmark as avd Skien,917333165,881932792.0,27.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.631,Detaljhandel med sportsvarer,,,,,BEDR,Skien,917333165,27.0,True,False,881932792
Bane nor nordagutu trafikk - staber,974709538,917082308.0,27.0,Underenhet,,,,,Hamar,Underenhet til næringsdrivende og offentlig forvaltning,52.219,Tjenester tilknyttet landtransport ikke nevnt annet sted,,,,,BEDR,Midt-Telemark,974709538,27.0,True,False,917082308
Statens vegvesen Skien trafikkstasjon,974730367,971032081.0,27.0,Underenhet,,,,,Arendal,Underenhet til næringsdrivende og offentlig forvaltning,71.2,Teknisk prøving og analyse,,,,,BEDR,Skien,974730367,27.0,True,False,971032081
Østfold høytrykk as avd grenland,825221492,984382286.0,27.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,81.23,Annen rengjøringsvirksomhet og snømåking,,,,,BEDR,Porsgrunn,825221492,27.0,True,False,984382286
Læringsverkstedet sandvoll barnehage,986154086,930873950.0,27.0,Underenhet,,,,,Ullensaker,Underenhet til næringsdrivende og offentlig forvaltning,85.1,Førskoleundervisning og drift av barnehager,,,,,BEDR,Midt-Telemark,986154086,27.0,True,False,930873950
Læringsverkstedet gustavas hage barnehage,993252557,930868957.0,27.0,Underenhet,,,,,Ullensaker,Underenhet til næringsdrivende og offentlig forvaltning,85.1,Førskoleundervisning og drift av barnehager,,,,,BEDR,Skien,993252557,27.0,True,False,930868957
