Organisasjonsnummer,Navn,Antall_ansatte
971944919,Signal Prosjekt,0
971941693,Telemark Hesteklinikk AS,0
971877626,Knut Gunvaldjord,0
971872985,Johnsen Helge Gunnar Inngår i Dødsbo,0
934927532,Leko Lars Ekornrød,0
934922603,Singularity Engineering AS,0
934918967,Qla-237 Johannessen,0
934921739,Pettersen Bygg og Drift,0
934918169,Maling og Vaktmestertjenester Nauris Vidopskis,0
934924894,Vrålstad Skogpleie,0
934874250,Echo Invest AS,0
934872134,Stoa Smultringen/ Matvogn,0
934870212,Opheim Gård Merete Bjørntvedt Moen,0
834880792,Aider AS,0
971911778,Profil Bygg AS,0
971909749,Bjørg Damefrisør,0
971905638,Halvor Bjåland,0
971904410,Midtbøen Halvor,0
934880315,Ce-Marketing Hvale-Thorsnes,0
934878124,Tom Andre Grindkåsa,0
934874773,L/K Holding AS,0
934874447,B45 Industribygg AS,0
934873947,Bass Invest AS,0
834882752,A7 Media AS,0
934885007,Sepehri Art,0
934884418,Karlsen Service,0
934889746,Gebremeskel Affiliate Marketing,0
934889134,Dahl Media,0
934892763,Notodden Gospelkor,0
934892429,Halvorsen Bygg & Innredning AS Konkursbo,0
934891465,Kulturrundens Venneforening,0
934888669,CE Barneklær AS Konkursbo,0
934888499,Kingdom-Clark Horses,0
934884574,Hellum Technova Creations By Iti & Gaia,0
971853689,Carola,0
971852801,PIT Stop Lunde AS,0
971852399,Kleivstaul Olav,0
971852364,Bergland Einar Torkil,0
971852321,Hauglid Trevare,0
971852305,Høiseth Kjell,0
971852291,Stabil Eiendom AS,0
971851473,Nils Johan Tufte,0
934912322,Rauland Seniorsenter,0
834910012,Nylund Rgnfokus,0
934905822,Natadal Kiste Holding AS,0
934905482,FN Nystad,0
934906454,Tenketanken Alios,0
971863897,Skinnbua,0
971862211,Brekke Halvor,0
971857080,Skien Modellverksted,0
934915690,Protekstil Innehaver Knut Olsen,0
934912705,Slojdlyd/Julie Cordes,0
934912659,Vikar House AS,0
834915782,Automarked Gruppen Storkås,0
934917758,Mochas Collections Limited Nuf,0
934916751,Lmjt Holding AS,0
934916824,Gode Øyeblikk,0
934914708,Minde Håndverktjenester AS Konkursbo,0
934920937,Di Media AS Konkursbo,0
934917707,Mochas Collections Investment Limited,0
934912039,Moen & Halvorsen ANS,0
834912112,Goronga Reno,0
934914686,Juninatt AS,0
934914562,GB Skogservice Bruveris,0
934912861,Kråkenes Helseveiledning,0
934910583,Galleri Valen Kragerø AS,0
934940954,Vidar Libjå AS,0
934939026,Blerta's Beauty Sadikaj,0
934937759,Nordic Transport Vestfold AS,0
934936345,Hvordan Konkretisere Det Abstrakte? Råd og Veiledning i Familieveiledning Ved Anne Thronsen,0
934939565,Tårnhuset Skinnarbu Eierforening,0
934934520,May Mundal Kurs og Event,0
934930436,Dorri Holding AS,0
934927990,Lohne Gård,0
934954297,DET Gule Huset i Kragerø AS Konkursbo,0
934953592,Gullheim Holding AS,0
934944402,Zoltan Boller Husservice,0
934944305,Søndre Lia Gård,0
934945549,Niax Consulting AS,0
934945085,Markedspatruljen AS,0
834945282,JK Energy AS,0
934944674,Linda Haram Din Arbeidshelsepartner,0
934956524,Rimvydas Savinas,0
934955935,Lassen Bygd og Utmarkservice,0
934954556,Driv Eiendomsforvaltning AS,0
934952227,Solheim Sanctuary / Ulrichsen,0
934956656,FAU Tveten Ungdomsskole,0
934956176,MM4 Consulting AS Konkursbo,0
934955986,Klubbkassa AS Konkursbo,0
934955153,Berge Vedlikehold AS Konkursbo,0
971851465,Sputnik Trafikk Og Musikk AS,0
971851155,Løite Hans og Øivind,0
971851120,Lia Helge,0
971851082,Byggmester Hermann Haukås AS,0
971851023,Skauen Elservice AS,0
934966929,Havneholmen AS Konkursbo,0
934965973,Gautefallheia Sameie 4,0
934964780,YES Vi Leker Brotorvet AS Konkursbo,0
934978978,Scheen Theaterselskab,0
934977203,Kilen Drift Tbg AS Konkursbo,0
934964683,Nordavind Group AS,0
934969871,Dokumentarist Jonas Dyvik Nilsen,0
934969545,Isdammen Holding AS,0
934965981,Arctic Sensing AS,0
934961498,Emilie Grindal Karlsen Acting,0
934960165,Ola Øystein Bjørnerud,0
934984943,Hellstrand Retail,0
934972538,Mælum Ungdomslag,0
934972481,Treungen Idrettslag,0
934985680,Thorsen Jakt og Opplevelser,0
934978722,Grindalen Maskin og Utleie,0
934979141,Ruth Grimdalen Fløytist,0
934971906,RSJ AS,0
934970659,Li Transport,0
971837322,Øst-Telemarkens Brukseierforening,0
934981081,Notodden Kommune Kattekleiv 9,0
834984032,Stolar Frantisek,0
934985192,Tveit Einar Mikkel,0
934985133,Gjerdset og Vaa,0
934985125,Lt4Cars,0
934984102,Mørch Aerotech,0
934986113,Kittelsen Eiendom,0
834931532,Mestringsparken Mastereid,0
934932714,Omlids Mc-Utleie,0
971850655,Soterud Torstein H,0
971847174,Skistredet 7 AS,0
971840536,Kirkegatens Frisør,0
971839058,C7 Anne Solbraa,0
971838809,Johan T Straand AS,0
971838787,Cyril Tor Fjågesund,0
835001172,Nerhus Trening,0
935008468,Sebastian Fuglestad,0
935008387,Heidi Stenstad Veterinær,0
935008255,Thors Dolce Amore,0
834996162,Botnedalen Dosarlag AS,0
935007194,Mari Rinde Evensen,0
934993306,Thomas Consultancy,0
934991427,Massasje By Svitlana Piddubna,0
835006212,RED Samurai Invest AS,0
835005232,Connies Klinikk AS,0
935004039,Katrin Leuze,0
935001749,Berge Marketingaf,0
935000785,Fysioterapi Kelder,0
935000424,Fundlid Nord,0
835002802,Ernst & Young Tax AS,0
835001652,A Michael Hylton Har Tziyon,0
935011868,Coprian Utleie Service Restaurering Investering og Salg,0
935011183,Anne Kristine Rugtveit Holding AS,0
935006759,Plastech DA,0
935006678,SNW Invest AS,0
935005574,COR Norge AS,0
935004853,Saol AS,0
935004497,Stankiewicz Hi-End Wiring Solutions,0
934994523,Teaterparken AS,0
834961482,Moen Tjenester,0
934964586,Per Kristian Andersen,0
934960777,Spange Coaching,0
971829192,Skogmo Damefrisør,0
971825626,Vest-Telemark Rørleggerforretning,0
971823100,Viktoria Hus AS,0
971820322,Bernina Søm og Strikk AS,0
971813881,Tokke Maskinservice V Tarjei Aase,0
935035775,Haraldson-Dørum Skaudrift,0
935034620,Crescera Nova AS,0
835036472,Konsul Nor Konkursbo,0
935035449,Med Market AS Konkursbo,0
935030781,Danielsen Consulting,0
935028620,Andreas Produksjoner,0
935025567,Bjerva Skogsdrift,0
935029791,Gordon Miles Kulturgarden,0
971773499,Stensvold AS,0
971773472,Stenstad Karl AS,0
971768088,Skobi Gjemsø AS,0
971766816,Jan Sko Jan Gunnar Tveiten,0
971764546,Seljord Nils,0
971762608,Sanderød Sport og Fritid AS,0
935031249,PT H. Lunde,0
835031942,Total Tillit AS,0
971803711,Lie Konfeksjon AS,0
971797991,Tveito Kjell Olav,0
971789980,Vinjebue AS,0
971789956,Vinger Verksted,0
971783532,Transportsentralen Stathelle Sa,0
971781904,Tinn Betongvarefabrikk AS,0
971781580,Kristian Thowsen Glassmesterforretning AS,0
971777125,Storgata Frisør Sissel Janne Buer,0
834992442,Ottar Bjering,0
934990382,Kristian Ruud,0
934988930,Johansen Prosjektstyring AS,0
934988914,Snipetorpgata 30 AS,0
934993195,Friminutten,0
934992318,Villa Lunde Scene,0
934985613,LF Prosjekt 1 AS,0
934984307,MMM Serhiienko,0
971740183,Irene Frisørsalong Kirsten O Møller,0
971739797,Myrland Knut,0
971737972,Moland Båtbyggeri Birger Moland,0
971737689,Moen Gullsmed,0
935069246,Nisser Hyttegrend Velforening,0
935058244,Aasland Mekaniske,0
935057353,Haarseth-Olsnes Frakt,0
935056144,Hogstad Underholdning,0
935009197,Grenlandtak Sandaker,0
971756004,Ole Reidar Karlsen AS,0
971755989,Reimes Rekefabrikk AS,0
971754621,Raff Parfymeri,0
971749016,Batteri Olsen Skien AS,0
971746971,Nyland Trevarefabrikk AS,0
971743816,Nordby Hans Emil,0
971741295,Gullsmed Neerbye AS,0
935017726,Atle Bringsås AS,0
935023599,Comfort Hotel Grimstad AS,0
935024641,"Frydensborgbakken, Prestekraveveien og Lonaveien Vel",0
935021405,Klesan Eiendom AS Konkursbo,0
935020336,Grønlidhagen,0
935013488,Nesstrand Hest og Aktiviteter,0
935011663,Pertrine AS,0
935009669,Gris Flis Piotr Walczak,0
935029759,Kaldråstøyl Steering Gear Consultancy,0
935027861,Blues Byen Frisør Ahmad Abdoul Wahed Alibrahim,0
935027497,Habitus Clothing AS,0
935029198,Ramen Huset AS,0
935029163,Norskmiljøintervensjon AS,0
935023831,Anne Lauvstad Holding AS,0
935021456,Avrak AS,0
935019338,DEN Lille Fabrikken AS,0
935033225,T A Betong og Montasje AS,0
935031273,Selmer Landbrukstaksering,0
935031257,Dahlgren Support,0
971726253,Stenersen Jan Transport AS,0
971725559,Øystein Jonsås Stavenes,0
971722312,Tingvoll Maskin AS,0
971720743,Eke AS,0
971719184,Kivle Mat AS,0
935041430,Løkås-Jensen Helhetlig Sykepleiertjenester,0
935045665,Remy A. H. Helgeland,0
935044057,"Legevakt, Ane Maren Martinsen",0
935042097,Mekkeklubben Rønholt,0
935041929,Klosterskogen Ridesenter AS Konkursbo,0
935040841,Bruktbilxpress AS Konkursbo,0
935038898,Norway's Motor Vehicles AS Konkursbo,0
935036518,Autoflyt Shehadeh Gruppen,0
935046009,Art 4 You By Stangeland,0
935044553,Tonje Markset Lia,0
935043891,Favn - Stine Warren,0
935042879,Ruby AS,0
935041325,Scalar AS,0
935038642,Roar Strand Emf,0
935044707,Braaten Helse og Livsstil,0
935041449,Gomes Transport,0
935055725,Tømrer Skarpodde,0
935054982,Pedersen Rørservice & Vedlikehold,0
935057582,Stasjonsdrift Cesar AS Konkursbo,0
935052777,Vidsyn Consult Benjamin Eliel Rødstien,0
935048281,Rønholt Utleie,0
935049679,Landsverk Sveinung,0
935048028,Ta Byggservice Tzimas Apostol,0
835047652,BNW Ahangama Egodage,0
935062578,Lovely Lashes Svalebjørg,0
935062357,Netthandelparken AS,0
935075718,Aleneforeldreforeningen Telemark,0
935067294,Online Coach Oscar Due Wang Inngår i Dødsbo,0
935072530,Tim Johnstone,0
835070662,Hodepine Norge Telemark,0
971702397,Tessungdalen Landhandel,0
971697571,Joker Hjartdal,0
935059429,Siv Ing Anders D Johansen AS,0
935059178,Ladegaarden Tim Jordsmyr Holm,0
835060152,Asdahl Invest AS,0
935064163,Anders Hjelseth,0
935063620,Misso AS,0
935063515,Ocean Turbines AS,0
935062977,BH Bil AS,0
935062640,Fjeld Kurs og Kompetanse,0
935061946,Støa Anleggservice,0
935061822,"Blekk, Penn & Jansen",0
935061350,Svetlana Neteland Tolketjenester,0
935060753,TT Industriservice AS,0
935065097,Multi Assistanse Erik Mathisbråten,0
935064740,Tula Akseth,0
935060443,Borservice AS,0
935059925,Løndstrupp Design AS,0
971717246,Mola Eiendom AS,0
971713143,"Skandinavisk-Bureau.Com, Johannes Akkerhaugen",0
935079195,Elin Reinstaul,0
835078612,Knut Boksasp Berge,0
935076374,Grindrud Holding AS,0
935075963,Hjertstrøm Digital Rådgivning,0
935074975,Solvangs Solrige Eskapader,0
835074072,Neocisma Holding AS,0
935093848,Fossheim Kvistrud Gård,0
935100801,Tinnsjøtreffet,0
835099652,Steen-Hansen & Skuggedal AS,0
835097862,Lyspunktet Skien,0
935090261,Amigurumi Thorsen,0
935090172,Rørviktunet AS,0
935086329,Kristoffer Hegge-Olsen,0
935085985,Haugen Industri Service,0
895865362,Vollan Travel AS,0
895864552,Barmen Skjærgårdsservice AS,0
895780782,Per Jacob Moe,0
895490512,Ståle Paulsen Trafikkskole,0
935109949,Telemark Fjellhytter AS Tvangsavviklingsbo,0
935106079,10.5 Consult AS,0
935092752,Magnus Klipper Speedway Team,0
935099285,Rureol Holding AS,0
971657901,A M Andersen Metallstøperi Helge Andersen,0
971633131,Reco AS,0
896030272,Partytelt Utleie AS,0
895994782,Vrådal Ferieleiligheter AS,0
895930652,Tannlege Anette Groven,0
895893552,Stall 1 Til Per Per Michael Muhr,0
895877492,Aleksander Skoglund,0
895876542,Bunad i V/ Olav Valen,0
971697458,Ulefossveien 42 AS,0
971689625,T.T. Fosli AS,0
971688270,Flatins Bakeri AS,0
971684275,Espedalen Sveinung T AS,0
971675845,Confekthjørnet DA,0
971673923,Kilen Drift Tbg AS,0
971670363,Fyresdal Manufaktur og Leiker Lise Libjå,0
971663081,Heddalsveien 44 AS,0
894826452,NLI Elektrosystemer AS,0
894617802,Norsk Eplefest AS,0
894403462,Kiropraktor Iman Løvsjø,0
894371722,Lars Anders Tangen,0
894360542,Fisker Kai Dalene,0
894293152,BR Rådgivning AS,0
894284862,Hildur Strømhaug,0
894271442,Helge Bekkhus,0
895467642,Kanalferie AS,0
895312592,Lizzi Klær AS,0
895250112,Andrea Aarak,0
895206792,Meet AS,0
895175722,Live Arctic AS,0
895128082,Gunnvor Brekke,0
894947772,Moland Eigendom AS,0
894940832,Olaisen Transport,0
935086957,Telemark Ring Drift AS,0
935086914,Nødvikar - Helse Beck,0
935091608,Nielsen Auto,0
935086450,Erik Gjerde,0
935092159,Uniting Findings - Khasanor,0
935092051,Gründerhjørnet,0
935085314,Telemark Litauiske Venneforening,0
935084571,Solumsdalen Vel,0
935089662,All-Inn-Led,0
935088291,Kazan Hotel AS,0
935083486,K Thorsen Tjenester,0
935082633,Samuelsen Skiguide,0
935092493,Lions Club Vest - Telemark,0
935087554,Rare Relasjoner Jacob Offenberg,0
935087511,Økomoro Prais,0
935087090,Kjetil Gardsteig,0
892584672,Trym Sigurdsen,0
892571082,Tinnoset Eiendom AS,0
892568502,Geir Brekka,0
892543712,Sjøbua Eiendom AS,0
892514682,Jostein Johannessen,0
892415692,Trond Martin Amundsen,0
892394202,Tømrer Øystein Kleiv,0
892020892,Harald Sørensen,0
893188002,Brødrene Høidalen AS,0
893054502,Pål Lønnebakke,0
893048812,Moland Vei og Landbrukservice,0
892975922,Vive Eiendom AS,0
892957002,Jostein Haugan,0
892882142,Isdammen AS,0
892760012,Tuven Bilskade Eiendom AS,0
892757062,Torgeir Lognvik,0
893689192,Thomas Lia Småkraft og Natur,0
893687122,Magne Eikland,0
893667792,Pål Sannesmoen,0
893648682,Blikom Lars Bjørn,0
893648232,Gåsodden Camping Karin L Hofsten,0
893460942,Prinsessegata 2a AS,0
893284222,Martin Stærk,0
893254692,Gyri Kaasin,0
894177632,Psykomotorisk Fysioterapeut Gunn Kristine Rykkelid Henriksen,0
894131462,Erling Bjørn Øverbø,0
894131322,Redturbine,0
894127872,Skiseil AS,0
893983082,Nordskog Dag,0
893874992,Telemark Amk Service Joanna Homa,0
893740252,Johan Bäcker Manuellterapi Brygga Fysikalske Institutt,0
893697152,Eiendomstaksering Ing Nils Gjelsta,0
935125901,Arkitekt Sølve Grønvold,0
935125308,Hund og Eier DA,0
935123755,Haugerud Søm,0
935123437,Betten Invent AS,0
935127688,Limilia Bolig AS,0
935126088,Steen Sykler,0
935125995,Jiska Eberwijn Jiskawerkt,0
935123143,Armaan Holding AS,0
891013892,Vrådal Kraft AS,0
891012292,Bø Naturmedisinske Institutt Jarle Botnen,0
890980902,Anders Høgli,0
890967302,Sjøloftet Holding AS,0
890864392,Gunnar Dolva,0
890852092,Prinsen Pro Sport Support Treningssenter,0
890840582,Firkløver Eiendom Kragerø AS,0
935127793,Rødmyrjordet 16 S18 AS,0
891501412,Flugon Fjellhytter AS,0
891493592,Saga Chokoladefabrikk AS,0
891469772,Oma Consulting AS,0
891454562,Inge Løkka,0
891452292,Nordbø Arne,0
891355742,Logo Reklame Per Amund Solvang,0
891176732,Vågslid AS,0
891138172,Isso Tattoo/Design Anders Trondsen,0
891928912,Grava Eiendom AS,0
891922302,Kile Eigedom AS,0
891879822,Tømrar Elin Elin Gallefoss,0
891804032,KTS Bygg Eiendom AS,0
891660162,Tore Strand,0
891658052,Tonni Andersen,0
891647522,Kjell Skjelbred,0
891564112,Borealis Group Services AS,0
890218962,Fritz Olav Jakobsen,0
890165192,Havgap Tone Sunde Sanchez,0
890106722,Vierli Eigedom AS,0
890033172,Årviki Eiendom AS,0
889964642,Liebezeit,0
889951532,Hørte Eiendom AS,0
889665262,Lunde Slusepark Drift AS,0
889548002,Bypost Norge AS,0
935109299,Northshield Group AS,0
935106796,Ildfrø Thomassen,0
935109884,H&B Investment Group AS,0
935109019,Sabri Hadid,0
935103088,Bosøk AS,0
935105145,Tomsen Sports AS,0
890588972,Vassmoen AS,0
890569102,Grenland Arena AS,0
935114284,Skavlid Properties,0
935118751,DSH Holding AS,0
935116430,Sandavegen 15 Bø AS,0
935115914,Delight Candles Angell-Aschjem,0
935114942,Zolomusikk Barree,0
935118492,Helweg Nexus AS,0
935119499,UAB Litana Construction Nuf,0
935110025,Fikser Sari,0
935124158,"Robberstad-Danielsen Design, Cosplay & Creativity",0
935121434,Bestillingsverker AS,0
935126738,Bergstrøm Utleie AS,0
935124638,Forzeth Forsmo,0
935122686,Thea Høiseth,0
935126592,Calculus AS Konkursbo,0
935126193,Sameiet Bygg B - Telemark Lagerpark,0
935124190,Enas Renhold AS Konkursbo,0
886891652,Final Supplies Norway AS,0
886738242,Musikk Musikk Trond Ytterbø,0
886729812,Theodor Aase,0
886718942,Styrk Fjærtoft,0
886458932,Mikkelsen Naturstein,0
886425872,Seljordutstillinga Dyrsku'N Sti,0
886411022,Johannes og Ingrid E Sørhaug,0
935147220,Aasen Snekkerservice,0
888169482,Mari Beitnes,0
888163182,Skager Eiendom AS,0
887915512,Helge Kisfoss,0
887842582,Kjøya Hytteutvikling AS,0
887679622,Gro Kvasjord,0
887626782,Huken Eiendom AS,0
887142602,Primo Of Norway AS,0
887058512,Stein Inge Rinden,0
888858962,Ståle Andre Moen,0
888710922,Christian Georg Bergsland,0
888615512,Neset's Montasje AS,0
888597042,Temm AS,0
888559922,Kjørholt Gårdstjenester,0
888548602,Gika Eiendom AS,0
888276092,Gjerpen Grønt AS,0
888249532,Edvin Belatjønn,0
889539372,Vekterkvartalet AS,0
889532262,Hans Forberg,0
889485612,Telemarksgata 7 AS,0
889477342,Sentrumslegene i Notodden DA,0
889421312,Gerd Unni Listul,0
889328592,Gerd Nordahl Søm,0
889296852,Gjg Eiendom Ans,0
889291192,Sauro AS,0
935140595,Al-Bader,0
935126789,Outletsenteret AS,0
886370792,Grenland Logistikkpark AS,0
886118422,HNS Consult AS,0
886106122,Stig Espen Hansen Transport,0
885291902,Moen Design AS,0
885105882,Grivi Eiendom AS,0
885101542,Aut Inst Olaf Sterner AS,0
935136989,Schia Maskin,0
935136431,Glede Slyngstad Pedersen,0
935136148,Georgina Kuti Alternativ Kroppspleie,0
835137252,FYR Forvaltning AS,0
935142210,"Rapperfection, Jesper Enstad",0
935135222,Viltmäster Klasson,0
935134730,Nordgarden Laft & Restaurering,0
935140641,Tokke Arbeidarparti,0
935133602,Kaia Gamnes Sneltvedt,0
935133025,Rødmyr Næringstomt 2 AS,0
835140652,Hilma Bråthen,0
935137853,Aroma House By Alina Sychova,0
935137640,Lege Elsa Engdahl,0
935137454,Sverre Lien,0
835139042,Keser Walnut Blanks,0
935142644,Nepali Food Store Norway,0
935146712,Flyttditt AS,0
935151163,Aimsales Mahamed Limited Nuf,0
935150876,Hanna Gravalid,0
935141052,DHV Lønnestad,0
935140692,Hanna Engelhardt Andersen,0
935140080,Innesving AS,0
935134226,Hilde Skevik,0
935134188,Haugedal,0
882981932,Morten Nærbøe Oversettertjenester,0
882756602,Eugene Invest AS,0
882732452,Advokatfirma Gjøystdal,0
882685012,Hans Olaf Matereid,0
882663922,Bondal Eiendom AS,0
882661482,Rekaa Sag & Høvleri Ans,0
882653382,Kirkegt 13 AS,0
882653102,Gudbrandsveien 1 AS,0
883313232,Trikotasjen Eiendom AS,0
883312562,Vipeveien 51 AS,0
883220862,Henry Lilleland,0
883133412,Lervik Tore,0
883094972,Truck Teknikk Ans,0
883056132,Anders Magnus Evja,0
883048512,Espedalen Helge,0
882993582,Eiendomselskapet Wrightegaarden AS,0
884342392,Byggmester Jens Petter Holte,0
884029902,Sigbjørn Åsheim,0
884004152,Borgeåsen Fysikalske Institutt Erling Svenni,0
883908392,Trine Strøm Marx,0
883639332,Preben Utzig Kjøreopplæring,0
883524152,Ballestad Gård og Maskindrift,0
883407652,Sigmund Strand,0
883374142,Pc Huset Svein Inge Jørgensen,0
885051022,Tatiana Holland,0
884934672,Bø Økonomi og Regnskap AS,0
884899982,Kjell Hammer Eriksen,0
884792622,Studieforbundet Aof Norge,0
884708672,Mekonomen AS,0
884645352,Helstedt VVS Geir Helstedt,0
884477832,Jon Olav Brunvatne,0
884404002,Adurna AS,0
935170052,Golla Holding AS,0
935168236,Aloe By Boland,0
935166802,Knut Øverbø,0
935168899,Anders Sogn Konkursbo,0
935168120,Mogen Gård,0
935162343,Fredrikke Thoresen,0
935164656,MV Maleservise Yelfimov,0
935163366,Tveit Traktor og Maskindrift AS,0
881151782,Hans Riis,0
880961152,Halvor S Skoe,0
880892932,Olav Veum,0
880578162,Hellstrand Finn Åge,0
880185632,Rune Halvorsen,0
880081292,Lars Vik Produksjoner,0
879983762,Information Management Consultants AS,0
935172098,Egil Høvik,0
882148912,Leif Johan Aarbakk,0
882130622,Ms IT Consulting,0
882047202,Søndre Øverbakke Gård,0
881913062,Bosvik Eiendom AS,0
881603012,Hardangervidda Nasjonalparksenter AS,0
881457202,Anne Irene Wang,0
881270722,Charlie Eiendom AS,0
881169592,Tore Valen,0
882642372,Bratsberg Landmandsforretning AS,0
882634612,Nenseth Eiendom AS,0
882634302,Bedriftsveien 52/58 AS,0
882627942,Notodden Industriselskap AS,0
882627772,Posthusgården Kragerø AS,0
882465462,Skori Hallvard,0
882430502,Kåre Hattland,0
882367592,Vestsiden Fysioterapi og Akupunktur,0
879064112,Geir Olav Grini,0
879021472,Geir Magne Våle,0
879021332,Sæthre Are,0
878964942,Lien Tore,0
878955242,Halvor Løwer Gurholt,0
878747062,Obrestad Per Joleik,0
878731042,Surtevju Bildeler AS,0
878621352,Ole Halvor Tveiten,0
935147662,Nissedal Hytteservice AS,0
935147336,Techcare - Kevin Christensen,0
879881862,A K S Ken Richard Knudsen,0
879765102,Barland Gård,0
879716942,Sjøbua Marina Eiendom AS,0
879625912,Ragnhild Mostøyl,0
879067472,Ingvar Apeland,0
879067332,Ingrid Synøve Flåta,0
935156416,Gaukenfestivalen,0
935155088,Epsn Invest AS Konkursbo,0
935150108,Jordy Smits,0
935149614,Divl AS,0
935146208,BWS AS,0
935144744,Meat Shop AS,0
935143284,Syriano Alkhalafi,0
935148200,Flatmo Inneklima Skien AS,0
935163331,Damy - Daniel Myhra,0
835165272,Nevropati Foreningen,0
935162998,Glass & Fasademontasje AS Konkursbo,0
935159989,A Stalsberg,0
935152542,High Proof DA,0
935156459,Juan Ahmed Taxi,0
935158273,M.L.Transport AS Tvangsavviklingsbo,0
935158346,BP Transportutleie Sa Tvangsavviklingsbo,0
878212312,Line Høen Gregersen,0
878181352,Per Simon Mustvedt,0
878181212,Odd Fosse,0
878180852,Leif Bærstad,0
878180682,Cloumann Meyer,0
878155742,Kari Haukås Aarbakk,0
878155262,Annette Aasen,0
878155092,Anne-Hege Svartdal,0
878443012,Bjørn Wessel Lunde,0
878340922,Indrevoll Egil,0
878310632,Jens Z Bergsland,0
878249402,Nisi Vestre - Ødegård,0
878249232,Jan Tore Torstveit,0
878237862,Anund Dyrud,0
878230132,Hauge Harald,0
878229452,Martin Bakken,0
878446712,Ole Gunnar Aase,0
878445872,Torgrim Kaasa,0
878445562,Ingunn Berge,0
878444302,Halvor Graver,0
878443942,Rydningen Gård Dag Stian Ballestad,0
878443802,Svend Ole Øverbø,0
878443322,Byggmester Stig Thunes,0
878443292,Nordgarden Kjell Sigmund,0
878590422,Asbjørn Moland,0
878580362,Skårnes Jan,0
878563662,Haugen Lars Kaare,0
878563212,Halvor Smeland,0
878547152,Olav J Straand,0
878545842,Brog Stine og Nina,0
878447212,Tormod J Kråkenes,0
878447182,Jørn Tore Haglund,0
877008142,Drangedal Sokn,0
877008002,Gransherad Sokn,0
877007812,Eidanger Sokn,0
876596202,Håvard Åmot,0
876542692,Gjermund Geirsta,0
876420732,Tom Olav Hegna,0
876415712,Christian Ova Jensen,0
876359332,Kvitåvatn Hytteservice Knut Ørnes,0
877955052,Lars Dobbe,0
877935752,Ola Kringlåk,0
877931242,Knut Gisholt,0
877498042,Alk Nor AS,0
877337642,Melfald Gård Ove Hansen,0
877212912,Erik Studsrød AS,0
877087662,Sverre Noraberg,0
877008592,Møsstrond Sokn,0
878072642,Flugon Anlegg,0
878067622,Johannes Aanestad,0
878055802,Haugane Frukt,0
878055772,Bjørn Grivi,0
878011562,Olav Fostveit,0
878011252,Arne Tjønna,0
878010922,Sondre Skoglund,0
877974502,Ingar Vinje,0
878122992,Hallgeir Hustveit Mælandsmo,0
878122712,Wærstad Bjørn Øyvind,0
878122062,Leiv Ole Haugholt,0
878103122,Fagerlid Eivind,0
878102932,Gottling Per,0
878102622,Ole Hagen,0
878102312,Magnhild Wastøl,0
878085612,Gunnar Hordvei,0
935196612,Wingereid Maskintjenester,0
935192471,Palm Karl,0
935196191,Generasjonspartiet Telemark,0
935195721,AS Centrumgården Tvangsavviklingsbo,0
935193621,Tetis Marine AS Tvangsavviklingsbo,0
935185440,Tengs Project Management,0
935185041,Bjørn Holte Musikk & Underholdning,0
935184800,Lønnetreet Holding AS,0
874168122,Notodden Mc-Deler Ragnar Austad,0
874151742,Ingebjørg Li,0
874096822,Fotograf R Nyblin,0
874083712,Haugland Sagbruk Ans,0
874070882,Skippergata Holding AS,0
874070262,Hoseid Gård,0
935194008,Kardia Chorda Terapi,0
935189853,Mohammad Bil & Salg,0
875214802,Leiv Birger Tovslid,0
875203762,Atle Aastad,0
875116312,Jan Gunnar Tovsland,0
875103962,Intvest Eiendom,0
874843652,Berge Hellek M,0
874513482,Kristian Skilbred,0
874444812,Lise Ditlefsen,0
874360082,Arne Ingvar Moen,0
876300842,Sundsdal Oversetting,0
876267772,Telemark Taksering,0
876215152,Xenon Shipping,0
876165732,Solbjørg & Kvålseth Eiendom AS,0
876134012,Kragerøfjorden AS,0
876056232,Triangelen Eiendomsselskap AS,0
875977962,Storgaten 60 AS,0
875223232,Thomas Christopher Tinne,0
873649372,Fedje Kjell Tannlege,0
873637412,Kongshavn Eiendom AS,0
873632852,Hegglid Jan Kåre,0
873549122,Håkon Li,0
873477342,Tor Djupedal,0
873450002,Kirkeveien 3 AS,0
873447052,Choice AS,0
873438932,Leif Tore Skaugen,0
874001112,Gemitech AS,0
873934972,Sætre Rolf Ole,0
873811552,Grenland Shipping Agency AS,0
873797312,Høibø Anders,0
873789972,Thomas Henrik Dalene,0
873787732,Olav Cloumann,0
873783982,Bent Olav Søli,0
873698462,Runningen Alf Kjetil,0
935186471,Clara Transport AS Konkursbo,0
935182980,Atelieret Torvet,0
935178045,Telemark Tjenester og Utleie AS,0
935175356,Mere Holding AS,0
935172519,Hovind Gård og Grunn/ Anders F-S Hovind,0
935175690,Hilo AS Konkursbo,0
935175631,Hjartdal Gård Nicholas John Beavan,0
835173992,Anders Frogner Karlsen,0
935184673,Henrietteshage - Henriette Adine Størksen,0
935184053,Hansen Ulvenatten Hund og Hundetjenester,0
935184258,Nakken Kapital AS,0
935180368,Skien Skredder Salehifar,0
935179807,Zurawski Bygg,0
835185982,Byggmesteren Din Bulai,0
935185726,FJ Kjetting AS,0
835186652,Veldferds Kasse,0
935214327,Darud Enterprise,0
835214702,Holt Offshore,0
835212432,Patrizio Carratta,0
935215617,C/C 60 Bygg og Takst AS Konkursbo,0
935211352,Norsk Timbur AS Konkursbo,0
