Organisasjonsnummer,Navn,Antall_ansatte
Halvfstad rus og atferdsterapi,924058129,0
Konsulenttjenester kristoffersen,924381647,0
Glenn hall,924761156,0
Heksas kjøkken AS,924814950,0
Bandari consulting farid khoshnood,924889969,0
Vest-telemark logopedtjeneste stine helen nævra bakke logoped mnll,924909412,0
Spotless beauty clinic,925482455,0
Tannpleier anniken sørskår,925618837,0
Eldbjørg lognvik,926218999,0
Skien muskel og leddklinikk- naprapat torodd skonseng høiås,926226924,0
Longer life AS,926593269,0
Holistic biceps AS,926740172,0
Logoped laume,926768816,0
Lumen-amed AS,927062739,0
Naprapatlandslaget Skien,927372223,0
Naprapatlandslaget Norge as naprapatlandslaget Porsgrunn,927530538,0
Osebakken soneterapi/ rune laurantsen,927554836,0
Granheim skjønnhetspleie,927779757,0
Logoped camilla halvorsen,927799839,0
Laser og velvære AS,927853590,0
Livsspeilet - robberstad,927856859,0
Flatland førstehjelp,927919583,0
Modern mama services AS,928102173,0
Rofono AS,928360822,0
Tormod klovning komp,928398277,0
Skien kommune teststasjon,928616479,0
Logoped stine taran dalen fidjeland,928803996,0
Robust kropp og helse AS,928890740,0
Thomas pettersen,929315936,0
Naprapat andreas nomme,929523865,0
Inger ellingsen samtale- og traumeterapi,929532848,0
Kristian bakke arvesen skinconsulting,929551540,0
Hazel swann,929701763,0
Holla biotech,930517011,0
Jannicke welfler cosmetics,930573302,0
Aarrestad berg,931066641,0
Kvammen studio,931458884,0
Wanstrøm konsult,931597280,0
Lena sol stjerneklang solbakken,931671987,0
Bratsberg massasje andré strømodden,931790633,0
Kjersti benedicte klausen,931811258,0
Pust og stemme AS,931842137,0
Bjelland hest i bevegelse,931865021,0
Sh beauty & sykepleiertjenester AS,931903640,0
Fryd Kragerø AS,931921843,0
Kerstin gibat,931974882,0
Gry-svanhild k. hole,932079488,0
Skinona AS,932210258,0
Austad diagnostikk Skien,932286092,0
Kosmetisk sykepleier embla lofthus,932347598,0
Potestua maric,932884402,0
Logoped marshall-brown,933018784,0
Anne-lise ianssen,933047067,0
Beauty by bea ved beate helaas bakke,933153851,0
Pelikanfabrikken nymo,933331148,0
Balanzert helse AS,933468798,0
Timeless beauty Skien AS,933623858,0
Tannpleier tone ingvild haugen,933666735,0
David smith avspenningsmassasje,933666891,0
Terapi nabhani,933701808,0
Tannpleier martine høydalsmo,933886239,0
Jordmor oda sibille mørk moen,934026683,0
Si logopedi AS,934406850,0
Bai pho thong kamngam,934452704,0
Turi frøland operasjons sykepleiertjenester,934542673,0
Tywoniuk,934589874,0
Cosmetic consult AS,934633040,0
Logoped siri sandland,934686470,0
Ck dermatological solutions and services AS,934702743,0
Nina grønnerød,934716124,0
Naprapatlandslaget Skien Fyresdal jens olav skar,934722434,0
Anne lise storkaas forberg - kognitiv terapeut,934811658,0
Liv og lyst med edwards,934849639,0
Løkås-jensen helhetlig sykepleiertjenester,935041430,0
Dhv lønnestad,935141052,0
Ib skottheim rusten,935198917,0
Røsvik helse,935470889,0
Sidsel d bjørbæk,935473586,0
Tone skræi,935613795,0
Helsetjeneste kravchenko,935947073,0
Advitam AS,936164013,0
Harmoni terapi - charlotte o. olsen,936204759,0
Indre kraft hypnoterapi lawniczak,936451004,0
Betanien hospital Skien AS,936508375,0
Karis natur terapisenter,972662143,0
Urd AS,976696018,0
Noda invest AS,982040035,0
Sporastøyl gunnar,983009107,0
Helle naturmedisin e amundsen,983135099,0
Notodden naprapaten,990757755,0
Grenland naprapatklinikk,990775176,0
Muskelterapeut lene andersen lundemo,990902216,0
Kathrines fotklinikk kathrine almankaas,990943036,0
Klinikk-soleo AS,991952500,0
Kjørbekk klinikken,992216115,0
Liv underdal refleksologi,992243074,0
Elisabeth flatland kveum,992265981,0
Margit buen,992375426,0
Naprapatlandslaget grenland øystein kimerud,992932198,0
Kristin helene dahl,993196436,0
Telemark manuellterapi,993591092,0
Zefanja gast sandersen,994593927,0
Nevrorefleksolog tanja s. bye,994743155,0
Iselinm meyer,995487071,0
Tannpleier lotte auestad,997134869,0
Grenland naprapati christofer engström,997466829,0
Rauland fotbehandling. fotterapeut marit skare,997548310,0
Logopedtjenester jarle morgan hauglid,997560795,0
Din mobile optiker AS,998203732,0
Merete berg,998352223,0
Logoped anja s. stomperudhaugen,999270026,0
Life improvement AS,999334571,0
Livsgnisten storeide,999350186,0
Bare barbro barbro johansen,999395368,0
Naprapat lindgaard AS,999491359,0
Skin medical gruppen AS,999544304,0
Frisk bris Bamble kf,996592693,0
Felleskjøkkenet i Seljord kommune,920215114,0
Kaasa avlastning,973803964,0
Skien kommune østli og vestli bokollektiv,913847903,0
Tokke kommune omsorgssenter,914199107,0
Porsgrunn kommune bokollektivet vest,915519849,0
Bamble kommune miljøarbeidertjenesten,976825535,0
Kragerø kommune seniorsenteret,987956062,0
Skien kommune lieparken,989900595,0
Bjervatun alderspensjonat,990205906,0
Kragerø kommune stabbestad omsorgsboliger,990914613,0
Teletunet omsorgshjem,997619293,0
Mestringshusene bolkesjø as avd Notodden,817363482,0
Stendi as ot Bamble,914443229,0
Porsgrunn kommune gunnigata bofellesskap,915521959,0
Stendi as region sør ot bakken,924695250,0
Sauherad samtun sti,926233122,0
Mestringshusene bolkesjø as konkursbo,936431321,0
Mestringshusene allos as konkursbo,936434371,0
Vinje kommune heimetenester bruli bufellesskap,997430034,0
Nome kommune smedkåsa,818770812,0
Notodden kommune bjørkely omsorgsbolig,831977302,0
Notodden kommune kattekleiv 9,934981081,0
Siljan kommune bofellesskap,987724021,0
Vinje kommune heimetenester reini bufellesskap,988070556,0
Bamble kommune nustadveien samlokaliserte boliger,996118797,0
Rauland omsorgssenter,813655322,0
Gjerpen bokollektiv,897619202,0
Norheimstunet omsorgssenter,913655192,0
Stendi as omsorgstjenester sør ot gulset,923650237,0
"Stendi as, region sør ot enga",925014621,0
Porsgrunn kommune avd boenheter,930867187,0
Ringsevja bo- og servicesenter,974608936,0
Human care ung as avd moltekroken,829468972,0
Stendi as region sør bv skogplassen,897540932,0
Stendi as region sør bv grønli,916658842,0
Stendi as bv Skien akutt,928587541,0
Km eiendom AS,930567264,0
Bufetat sør agder og Telemark ungdomssenter klokkerhuset,973784293,0
Stendi as region sør bv moltemyrveien,996096211,0
Sana mottaksdrift 2 as avd Skien,831794712,0
Sana herøya,927955679,0
Sana vallemyrene,929485610,0
Sana mottaksdrift as avd Porsgrunn,929935667,0
Porsgrunn kommune safirveien bofellesskap,897436272,0
Drangedal kommune bolig mindreårige,917078998,0
Porsgrunn kommune øvre lundevei bofellesskap,917277869,0
Notodden kommune emf egne boliger (enslige mindreårige flyktninger),917612633,0
Bustad emf,917864411,0
Cura omsorg AS,933014568,0
Porsgrunn kommune falkeveien bofellesskap,997436261,0
Tinnelva bofellesskap,997967062,0
Notodden kommune fritidskontakt for voksne,920461077,0
Porsgrunn kommune hjemmetjenesten øst/vest avd praktisk bestand,930726893,0
Nome kommune tjenestekontor helse og omsorg,931141619,0
Companionplus - kato,936483836,0
Motala AS,987804130,0
Vaskehjelpen AS,998874483,0
Seljord kommune aktivitetssenter,818764952,0
Vinje kommune heimetenester Vinje dagsenter grannestoga,888071032,0
Tanke aktivitetssenter for personer med demens,923006567,0
Vestsiden sykehjem dagtilbud for personer med demens,928043525,0
Lundetunet servicesenter,973795058,0
Nissedal kommune pu-tjenesta mila dagsenter,986704884,0
Kviteseid kommune krodokk dagsenter,988060895,0
Vinje kommune heimetenester Vinje dagsenter,988071072,0
Småhjelp,820402022,0
Skotfoss fritidsklubb,829864762,0
Edland skule avd sfo,888066632,0
Porsgrunn kommune lundedalen fritidssenter,914611091,0
Porsgrunn kommune stridsklev fritidssenter,914611121,0
Hanes feriekoloni,920088554,0
Stiftelsen dilsdalen feriekoloni,920305393,0
Leonie öttinger,936070655,0
Ungdomsklubb,973793837,0
Tinn kommune klubben,973800965,0
Tokke kommune fritidsklubber,986899677,0
Kviteseid skule sfo,988060941,0
Åmot skule avd sfo,988066648,0
Rauland skule avd sfo,988066656,0
Øyfjell oppvekstsenter avd sfo,988068217,0
Langangen skole sfo,988085952,0
Sfo sauland,988439959,0
Sauland ungdomsklubb,988440035,0
Flatdal skule sfo,988744360,0
Tørdal skule sfo,994971328,0
Sfo atrå barne- og ungdomsskole,998515270,0
Charles blakstad,812255592,0
Com.back liv tveiten,822686052,0
Funnesdal,834251132,0
Monikarodberg,912170411,0
Westlie performance,916715544,0
Kuhne clean-it,919332247,0
Haukvik holding,920095429,0
Solli familiehjem,920204554,0
Fyrlykta stiftelsen region sør,920996108,0
Grøtvik gård AS,921424787,0
Tommy haug,925880213,0
Bufetat sør kartleggingsteam ungdom,927638134,0
Miljøterapaut kristine finkenhagen,931407198,0
Familieterapeut frode åreskjold,932088789,0
Polsrød foreldreveiledning,936062369,0
Kristine weber,936148409,0
Valons konsulent tjenester,936536832,0
Kolbjørnsrud ranch,977212944,0
Drangedal kommune barnevern,983885535,0
Jatts AS,989463381,0
Safe people,991898298,0
Solsikken vekst AS,992913517,0
Human care ung as avd Skien håvundvegen,998632269,0
Kreativ familebistand AS,998865891,0
Nome kommune barnevernet,998867908,0
Bme inclusion partner m kuvoame,914704553,0
Inger-lise rasmussen,919879912,0
Familieveileder beate wold,925727857,0
Angelica omre,929993985,0
Holmberg familieterapi,930430064,0
Mostad veiledningshjem og familieterapi,933868206,0
Hvordan konkretisere det abstrakte? råd og veiledning i familieveiledning ved anne thronsen,934936345,0
Nygård,936262449,0
Rødmyrveien 57 AS,919624051,0
Arbeidskvalifisering Midt-Telemark kommune,923006516,0
Idea kompetanse jobb og utvikling avd Seljord,926372963,0
Grep grenland as avd Skien,928282422,0
Fyresdal vekst AS,972335673,0
Delecto kompetanse AS,976003977,0
Notodden kommune talenthuset,976825098,0
Grep arbeid as avd sitt ned kunst & kafe,994840665,0
Blå kors steg for steg grenland,927647346,0
Nicolaysen & hogstad,934462645,0
Gudbrandsveien bokollektiv,994971646,0
Fyresdal sosialkontor,874562602,0
Nissedal kommune flyktningetenesta,914998484,0
Seljord kommune flyktningekontor,918310770,0
Vinje kommune integreringstenesta,932139898,0
Flyktningkontoret i Tinn,973801368,0
Nav Drangedal,974551063,0
Bamble kommune familie- og tiltaksteam,974568837,0
Nome kommune sosial rådgivning og veiledning,974608847,0
Kragerø kommune flyktningtjenesten,987969717,0
Nav Kviteseid,993914991,0
Nav Siljan,994556797,0
Løvetannakademiet AS,817746772,0
Nome frivilligsentral,832747572,0
Nevropati foreningen,835165272,0
Kirkens sos Telemark,873785012,0
Meltvedt gård AS,911699354,0
Gjerpen røde kors,912928470,0
Telemark røde kors,912984192,0
Alf tore aas,914461057,0
Kiwanis club Porsgrunn,914859913,0
Porsgrunn frivilligsentral,918125647,0
Lhl Skien og Siljan,920067794,0
Cerebral parese-foreningen i Telemark,920199720,0
Drangedal røde kors hjelpekorps,920305709,0
Landsforeningen for pårørende inne psykisk helse - lpp Telemark,920310389,0
Bamble røde kors,921446136,0
Arise,921759118,0
Norges revmatikerforbund Telemark fylkeslag,921926006,0
Burg Telemark,921933274,0
Scandinavian charity,922519765,0
Porsgrunn røde kors,922565910,0
Midt Telemark lokallag,923101934,0
Andre lertrø,923166394,0
Kirkens bymisjon Notodden,923609474,0
Brevik helse- og velferdssentral,924403071,0
Rjukan og Tinn røde kors,924692863,0
Ukis,925099120,0
Evangeliesenteret kontaktsenter Porsgrunn,925195200,0
Ffo Vestfold og Telemark,926237063,0
Min omsorg johansen,926339281,0
Civitan hedda,928552608,0
Spisfo Telemark,929190157,0
Uplift,929685245,0
Bø og sauherad røde kors,930039241,0
Rjukan og Tinn frivilligsentral,930634654,0
Hjartdal frivilligsentral,930771791,0
Grenland omsorg AS,931050907,0
Hørselsforbundet Telemark,931108700,0
John kitolanos hjelpeforening,931389483,0
Bengt quarsten hjelpetjenester,931506994,0
Omsorgskompetanse stykket,931537857,0
Nfu grenland lokallag,931609157,0
Global aid connect,931730177,0
Frogner nærmiljøsenter,932243261,0
Personlig assistent valentyna chebotarska,932549298,0
Hørselforeningen rjukan og Tinn,932981653,0
Nasjonalforeningen Bamble demensforening,933288137,0
Frihjelpen grenland,933478467,0
Foreningen evangeliesenteret kontaktkafe Notodden,933515222,0
Stiftelsen løfte skåtøy,933527042,0
Notodden parkinsonforening,933695239,0
Nasjonalforeningen for folkehelsen tuddal helselag,933711781,0
"Aratun hovedgård, bent thorkildsen",933715019,0
Nasjonalforeningen for folkehelsen Porsgrunn demensforening,934356004,0
Ekstrahjelpen hilde borchgrevink-lund,934407288,0
Himmelblå bpa as avd Porsgrunn,935226759,0
Haglelufternes landsforening,935538610,0
Livet videre,935950465,0
Grasmyr nærmiljøsenter,936510000,0
Ndf Telemark,973777815,0
Bamble frvillighetssentral,979737661,0
Gull og grønne skoger eli taugbøl,980519058,0
Kia Telemark,981679881,0
Nome røde kors,983220517,0
Seljord frivilligsentral,993633259,0
Telemark privatomsorg wenche skjelbred,993721042,0
Norges blindeforbund avd Telemark fylkeslag,994181408,0
Siljan kommune forebyggende tiltak barn og ungdom,994556657,0
Bø frivilligsentral,995404672,0
Herøya nærmiljøsenter,997759478,0
Grenlandsaksjonen,999388787,0
Seljord røde kors,999422233,0
Winje agency AS,818006152,0
Eileen stulen thorstensen,819862532,0
Bergan musikk & konsult,821928052,0
Grete rokstad,826243872,0
Studio kristoffersen,827734632,0
Sjova AS,828196022,0
Røseth formidling,829293552,0
Telemarkjournalistene boyesen,830947892,0
Apex vega nyiri,831897562,0
Lars vik produksjoner,880081292,0
Redturbine,894131322,0
Tekstforfatter traaholt,913817516,0
Veganmisjonen jane helen johansen,914266076,0
Anne lene tangen,914703522,0
Jan einar wettre,914786835,0
Pure elisabeth AS,914956722,0
Roger jeffs,916434170,0
Multimediamannen webjørn s. espeland,918229558,0
Amalie kasin lerstang,918251340,0
Supporterfrue blogg & båt,919095032,0
Ruben peru,920045502,0
Theil inwewin,920508464,0
Helenajohanne nielsen,921908865,0
Format forlag olsen,922007845,0
Shibboleth gjersøe,922008159,0
Danmo speljournalistikk,922314322,0
Nilsosem.com nils otto sem,923239065,0
Word! trine dahlman AS,924331836,0
"Flåterud life, magic & media",924399236,0
Morten w. simonsen forlag,924863609,0
Lars nersveen,925437395,0
Haugen media,925507377,0
Marius lysaker,925727105,0
Helen rygh-pedersen (hrp) publishing,926000616,0
Dag herbjørnsrud,926224115,0
Ingunn røiseland,926484001,0
Bakkerudsbunker AS,926616382,0
Eva stadven nilsen / carmen forlag,926772732,0
Ktt - kise tekst og teater,927252481,0
Rånman freelance at heart & seyde,927323435,0
Ims smia,927354152,0
Taran hofvind media,927357232,0
Johanne scheen jahnsen,927545411,0
Haukedal forlag,927690640,0
Baugerud media,927790238,0
Tmb-marketing bøckman,927807629,0
Sørheim frilans,928120694,0
Sissel busk,928392716,0
Zaza elisabeth hagen,928398994,0
Kjersti rorgemoen,928400735,0
Lund,928576590,0
Oliver bagley,928977536,0
Lövgren publishing,929213696,0
Anne gyri solberg,929259726,0
Tmrk - tom-erik lønnerød,929797248,0
Ariana keretzis,929876091,0
Telemarkjournalistene andersen,930198412,0
Lipodemlivet.no olsen,930367915,0
Lingua språkassistanse hilde beate lia,930433853,0
Stian johansen,930434132,0
Maj-gret gaupås,930442623,0
"Ord som gror, evenstad",930734861,0
Dina torstensen,930788074,0
Solberg copywriting,930792381,0
Christian heggelund mauno,930806447,0
Britt eriksen foto & frilans,930888249,0
Ordsenteret audun flaaten,930949841,0
Stelans AS,931301950,0
Brandvik fabulator,931771264,0
Mirre - miriam kristine ottersen,932096536,0
Mammakorak forlag AS,932413914,0
Stine stamland AS,932492970,0
Johanna holt kleive,932634465,0
Merete junker gundersen,932640708,0
Anne haugen wagn,932671670,0
Flokkpress friesl,932737213,0
Kathrine kinn,933062317,0
Kingsford saga rpg - miller,933272923,0
The literary oak AS,933280772,0
Veronica westhrin,933301370,0
Hanne christensen,933657582,0
Tveit marketing,933747557,0
Lars løpeprat,933799638,0
Belignus ela,934215753,0
Håndlykken frukt og tobakk,934457684,0
Skriversen jan georg iversen,934509064,0
Tusenkunst hallbjørg strøm,934713605,0
Linda andernach johannesen,934720717,0
Ord av krafft,934722612,0
Lene kleven,934826523,0
Dokumentarist jonas dyvik nilsen,934969871,0
Ellen hageman,935326680,0
Sigmund aas,935448492,0
Anne på landet anne t romtveit,935704138,0
Danielle schönfeldt creative,936130658,0
Øystein køhn,976098234,0
Tine thomassen - tekst,977386780,0
Hostvedt ole john,978181015,0
Versto stein,978444857,0
Mikkel aanderaa,980168174,0
Gerd smylingsås,981677196,0
Rishovd harald,982404495,0
Fritekst,983782086,0
Eivind blaker,989484931,0
Hilde tobro,990008728,0
Vidar sundstøl,993625086,0
Mortens grafiske tjenester,993703982,0
Litteraturgarasjen per erik buchanan andersen,997251288,0
Livs lyst liv sandvik jakobsen,997293134,0
Innspill arne morten knutsen dødsbo,998954789,0
Konsulent valle forever,998959063,0
Kjersti wold,999347908,0
Ragnhild moe,999470076,0
Polsrød musikk og dirigering,914216184,0
Martin ødegaard,914702321,0
Jostein fahre,916914016,0
Primus musikkformidling kjetil svestad,917168040,0
"Ressursfilialen, t.waag",919433256,0
Drum-ice service jostein røsok rørmark,920110592,0
Kim rune hagen,923921818,0
Kaveh javadi,924364688,0
Kristian dørum,926218085,0
Basunengel aslesen,926258931,0
Hege heisholt,927040573,0
Aleksander hansen,929905490,0
Trygve løkka wølner,929953312,0
Talseth produksjon,930277282,0
Aas music,930413739,0
Cp white events christopher p whit,932626284,0
Sandra van der sandt schuitemaker,933665577,0
Braathen musikktjenester,934684974,0
Dirigent kenneth gudmundsen,934687981,0
Notodden gospelkor,934892763,0
Torgeir straand,993078670,0
Merete løndal,830396802,0
Madebymargrethe wernøe,830945202,0
Movafagh kunst,831023082,0
Anne solberg ceramic artistic research,832270822,0
Lene aabjørnsrød - kunst og design,832677272,0
Aslaug slaathaug,832680532,0
Iceliq steinsland,833138812,0
Myselitt ringvold,834689472,0
Bente sønstebø kunst og formidling,836188292,0
Positive opplevelser,872754202,0
Ab kreativ kunst,911596911,0
Fjørtoft kulturproduksjoner AS,912267652,0
Åsne margrete reiten,912934217,0
Henrik rasmussen,913247175,0
Mezmerize m.mathisen,913986229,0
Siri sandersen,914488664,0
Studio k keramisk verksted og galleri dag bratbergsengen mnk,914668204,0
Ånond versto,915173276,0
Kultur-kameratene AS,915706525,0
Iversen illustrasjon,916440618,0
Gjetord jan thomas moen,919878312,0
Cornpopper design,920492606,0
Ida olesdatter barland,920721834,0
Tom fagernes karlsen,921878451,0
Bad art benedicte kristensen,921952023,0
Kine andersen,922535353,0
Pd kalesjeservice kjersti simonsen,923043136,0
Studio halling,923073450,0
Well-bee stanojevic,923455760,0
Myemylder AS,923696350,0
Maria elena custom art nilsen-hauge,924021098,0
Vidvandrer håndlagd ved tuva tovslid,924433205,0
Blikk galleri jorunn kjær,924488832,0
Merleyn - j. van driel bouman,924619406,0
Billy castillo art,924996722,0
Zoe eskes,925168084,0
Burgerhoudt keramikk,925352306,0
Sju søstre frøyen,925489808,0
Julie barfod,925698962,0
Vibeke design vibeke svenningsen,926258656,0
Lena grøseth,926775162,0
Vic2ria handmade - midling,926939807,0
Sandven design,926946714,0
Nordic paws tonje arnesen,927641895,0
Dalen kunstforeining,928088715,0
Billedkunstner maia wischuf,928315207,0
Viktoriia morozova,928363309,0
Karolina sztukowska,928772934,0
Art.by.karine nilsen,929831233,0
Nina mo sitt lille galleri,929888243,0
Semb kunst og rammer,929901169,0
Bendik vatne kunst og design,930420115,0
Brita been,930426768,0
Ole johnny hansen,930426776,0
Act initiativet arnt c teigen,930427268,0
Dommen philipp,930429120,0
Anne stabell,930432067,0
Torhild grøstad,930434833,0
Karoline kaaber,930435317,0
Gunny brørby,930435708,0
Agnes guttormsgaard,930441198,0
Galleri liv solberg andersen,930441899,0
Something else Porsgrunn ljådal,930446696,0
Stian fliid,930701297,0
Artigant pettersen,930954713,0
Galleri trinn 42 dannevig,931066048,0
Silva creates,931122223,0
Helene hartmann landaas,931190326,0
Kristin rustad hansen,931238957,0
Nina langerud pottery,931254111,0
Torkel ekenes,931288849,0
Storbæk design,931297287,0
Ingrid caroline ilebekk keramikk,931327291,0
Arte nikolaisen,931512129,0
Lunde,931546759,0
Fru farstad - kunst & håndverk,931550578,0
Billedkunstner meta norheim,931567772,0
Linda pano AS,931735799,0
Dodo - art and design - dragana ilic,931785761,0
Nwestgart,931944657,0
Kristina sivertsen bøen,932093073,0
Bertheussen,932173298,0
Lydia olga borstad,932286629,0
Illustratør anne hvål,932429934,0
Verena winkelmann billedkunstner,932622963,0
Knut flatin inngår i dødsbo,932623005,0
Eirik moldestad halvorsen,932624354,0
Rina eide løvaasen,932636557,0
Vicente mollestad,932640570,0
Ingunn moseng,932653354,0
3b galleri løkkebakken 25 christina kløvig micaelsen,932656027,0
Bård andreas tørdal,932661853,0
Ferdinand wyller,932663279,0
Marilyn a. owens,932664062,0
Stine gonsholt,932665387,0
Atelie eureka ved vibeke lillefjær,932668645,0
Bente helmersen art,932675501,0
Mdkunst dahle,932681978,0
Luane syftestad ans,932937948,0
Lene solvang,933098443,0
Yildirim,933101568,0
Boathouse residency,933388832,0
Bogman strømme,933463273,0
Marion e bråthen,933590992,0
Seljordsmia j.g. barstad,933653757,0
Gordillo-skotheim kunst,933672980,0
Pamelia,933814696,0
Artbycamilla rønning eriksen,933832457,0
Galleri veronica tveråen,933848868,0
Devi design AS,933854116,0
Katrine hiis,933899829,0
Flora wiederkehr,933948102,0
John petter kleppen,934146859,0
Punktum314 christian noor andersen,934413415,0
Studio gyry nystog,934426010,0
Dagens blomst mari hjalte flåterud,934453034,0
Thorsen solvåren atelie,934650093,0
Runaug venås,934688953,0
Kunsthåndverker bjørn jenssen,934700422,0
Billedkunstner sølvi strand,934729544,0
Maria løkken skjellum kunst og kultur design,934770005,0
"Blekk, penn & jansen",935061822,0
Bestillingsverker AS,935121434,0
Hilde skevik,935134226,0
Espen nerhus,935311667,0
Gwen anderson,935355915,0
K. evertz kunst-journal,935362849,0
Skaug art,935433053,0
Fenhagen,935474264,0
Camilla lassenius,935474426,0
Astrid norveig nymoen,935533392,0
Rebecca fosen bjørstad,935535220,0
Abigail hillestad illustrasjon,935564395,0
Skiendecor AS,935637449,0
Kristin omnes,936003796,0
Vaars samatar digital,936039847,0
Just flowers AS,936066356,0
Live skat nielsen,936073654,0
Kunsthåndverker aasne viddal,936128815,0
Hildrande hildegard søli berge,936296254,0
Trine ravn nilssen,936297323,0
A c starr roligheten,936427448,0
Made by bakke,936570836,0
Sputnik trafikk og musikk AS,971851465,0
Telemark kunstsenter,973778943,0
Jonny andvik,979098502,0
Grant keith frederick,979953283,0
Møkleby illustrasjon,981565622,0
Tor erling naas,982456002,0
Arne kleng dahle,982998603,0
Jan petter bratsberg,983959563,0
Tuva glass,992824069,0
Tove sand strikk & sånn,993691216,0
Ottar romtveit,993978221,0
Elin trovatn,994138626,0
Vibeke platou,997292669,0
Borghild telnes,999408680,0
Brit kjerstin tangerud,999415202,0
"Film, teater & trær, ingebjørg torgersen",999426611,0
G-vox,816739012,0
Rønnaug flatin,817269052,0
Aftenmenn,821048192,0
Pors duo/ diana kostov,821468302,0
Fish & ships,822462952,0
Fjellvangs musikkproduksjon,824997292,0
Sokkelesten toraderklubb,825366032,0
Bluestown voices,826730382,0
Halvard tveitan,829229722,0
Sivert svendsen stette,829370522,0
Lars øen millett,829785722,0
Trond gausnes strengetjenester,829843552,0
Per anders buen garnås,830430202,0
Sofie dahl hanssen,831016922,0
T. stiklestad musikk,831406992,0
Joakim heibø johansen musikk,832011932,0
J a windegaard musikk,832267732,0
Lars meen musikktjenester,832642002,0
Kjetil flatland musikk,832672432,0
Bergmann pianoforte,833020242,0
Amanda aanesen mjøen,833412612,0
Sebastian farstad lien,834167662,0
Berntzen music,834383772,0
Det tropiske grammofonselskab AS,834689162,0
Ingvild homme musikk,834737582,0
Musikk musikk trond ytterbø,886738242,0
Magnus soltvedt wiik,899355792,0
Pål bredrup,899637542,0
The roadkill da,911898462,0
Jørn rønningen,912100898,0
Ni liv AS,912377962,0
Baard walle-andreassen,912422720,0
Kevin henderson,912758001,0
Than musikk da,912923053,0
Notodden blues band da,912926079,0
Geir sundbø,913308611,0
Byting da,913324595,0
Merrycowcompany maria mauland,914435951,0
Guttormsen musikk,914660394,0
Ketil klingberg produksjon,914667933,0
John olav hovde,914670748,0
"Andreas hoff - sanger, artist",914708079,0
Velferdens pensjonistkor Skien,914850258,0
Norsjø kammermusikkfest AS,915662609,0
Frode flatland jensen,916395612,0
Jon øystein rosland,916430809,0
Anders hefre,916435932,0
Koniro AS,916519672,0
Jgs holding AS,917154198,0
Lex press entertainment thomas pedersen,918010440,0
Giles rupert edmunds,918200657,0
Øyvind mustaparta,918236309,0
Johanne flottorp,918253653,0
Vinje handverkslag,918298754,0
Norcem pike og guttekorps,918384995,0
Ulefoss musikkorps,918385150,0
Yogalåva AS,919394404,0
Wild whens e.m. kristensen,919801654,0
Bø frilynde ungdomslag,920068073,0
Skolemusikken i Siljan,920068200,0
Musikkforeningen suoni,920068332,0
Telemark kammerorkester,920068545,0
Låvekoret,920068693,0
Skotfoss hornmusikk,920069169,0
Flåta pål,920092586,0
Knut arild refsdal,920103073,0
Spinning wheels band da,920120032,0
Stathelle skolemusikkorps,920199186,0
Skiens mannssangforening,920200532,0
Cir.cuz ent. AS,920240046,0
Sangkoret andante,920299415,0
Klyve skolekorps,920302556,0
Gjerpen skolekorps,920305121,0
Herre skoles musikkorps,920305210,0
Rugtvedt og rønholt skolekorps,920305717,0
Kroken musikkorps,920306527,0
Langangen musikkorps,920307140,0
Stathelle drillklubb,920307248,0
Ågapet mannskor,920309763,0
Notodden orkesterforening,920311040,0
Kragerø sangforening,920311091,0
Harald wingård nordby,920644007,0
Hardhaus - band AS,920798020,0
Thomas hellekås,921072953,0
Otto totland musikk,921865929,0
Anne hilde granly,921901933,0
Randi mossing,921914725,0
Endre christiansen,921926340,0
Good time AS,921945043,0
The happy few,922014639,0
Vidar kristiansen,922437157,0
Fjellrøyst,922449384,0
Siljan soul children,922476039,0
Kor koselig,922482772,0
Koret krutt,922509166,0
Scheen jazzorkester,922516677,0
Mannskoret groms,922524475,0
Hjartdal musikkorps,923031049,0
Koriander,923423338,0
Experthjelpen fra Kragerø andreassen,923706852,0
Jøines musikk,923895515,0
Tegner produksjoner ronny eriksen,923908927,0
Oddbjørn holla in person,923924124,0
Lars berntsen musikk,923928510,0
Springsteens of Telemark,924002026,0
Mihajlovic music,924194138,0
Drops Tinn,924491515,0
Grenland ungdomskor,924506857,0
Ø. risberg musiker,924672447,0
Theodor s AS,924925396,0
Aina wassvik,925138622,0
Herres kruttønner - trommekorps,925154121,0
Symre - symre taugbøl bang,925210595,0
Odalindhjem oda terjesdatter lindhjem,925218529,0
Langlo musikk,925636495,0
Emanuel desperados,925786403,0
Jens sverre nystein inngår i dødsbo,925947326,0
Tormod øvrum,926155555,0
Remi nerbø,926208357,0
Hansen,926211056,0
Jo david meyer lysne,926217453,0
Juberg musikk,926220829,0
Håkon christensen,926220837,0
Sondre gautefald,926224980,0
Nina beathe ossavy,926239880,0
Finn arne dahl hanssen,926239953,0
Odd fredrik hvattum heiberg,926243470,0
Skaugen musikk,926245643,0
Jan erik fillan,926246011,0
Ingrid nåvik grønlund,926257935,0
B9s soundscaping and survival braaten benny,926258362,0
Villas musikk,926260545,0
John trygve bakke,926263404,0
Einar l. solberg,926264001,0
Gråtone stian gjertsen balducci,926270796,0
Randi brattetveit music,926408275,0
Ole & the mountain boys,926502786,0
Telemark messingkvintett,926538608,0
Guro larønningen søvik,926639773,0
Julie myhre,926717529,0
