Nivå,Geografisk enhet,Arbeidsmarkedsstatus,Kjønn,Antall personer,Andel av arbeidsstyrken,Dato
Fylker,Vestfold,Arbeidssøkere på tiltak,Begge kjønn,609,0.005,2023-12-01
Fylker,Vestfold,Arbeidssøkere på tiltak,Kvinner,279,0.005,2023-12-01
Fylker,Vestfold,Arbeidssøkere på tiltak,Menn,330,0.005,2023-12-01
Fylker,Vestfold,Delvis ledige,Begge kjønn,1336,0.011,2023-12-01
Fylker,Vestfold,Delvis ledige,Kvinner,668,0.011,2023-12-01
Fylker,Vestfold,Delvis ledige,Menn,668,0.01,2023-12-01
Fylker,Vestfold,Helt ledige,Begge kjønn,2895,0.023,2023-12-01
Fylker,Vestfold,Helt ledige,Kvinner,1117,0.019,2023-12-01
Fylker,Vestfold,Helt ledige,Menn,1778,0.027,2023-12-01
Fylker,Vestland,Arbeidssøkere på tiltak,Begge kjønn,1548,0.005,2023-12-01
Fylker,Vestland,Arbeidssøkere på tiltak,Kvinner,768,0.005,2023-12-01
Fylker,Vestland,Arbeidssøkere på tiltak,Menn,780,0.004,2023-12-01
Fylker,Vestland,Delvis ledige,Begge kjønn,2412,0.007,2023-12-01
Fylker,Vestland,Delvis ledige,Kvinner,1173,0.007,2023-12-01
Fylker,Vestland,Delvis ledige,Menn,1239,0.007,2023-12-01
Fylker,Vestland,Helt ledige,Begge kjønn,5899,0.017,2023-12-01
Fylker,Vestland,Helt ledige,Kvinner,2157,0.013,2023-12-01
Fylker,Vestland,Helt ledige,Menn,3742,0.021,2023-12-01
Fylker,Østfold,Arbeidssøkere på tiltak,Begge kjønn,1031,0.007,2023-12-01
Fylker,Østfold,Arbeidssøkere på tiltak,Kvinner,538,0.008,2023-12-01
Fylker,Østfold,Arbeidssøkere på tiltak,Menn,493,0.006,2023-12-01
Fylker,Østfold,Delvis ledige,Begge kjønn,1531,0.01,2023-12-01
Fylker,Østfold,Delvis ledige,Kvinner,818,0.012,2023-12-01
Fylker,Østfold,Delvis ledige,Menn,713,0.009,2023-12-01
Fylker,Østfold,Helt ledige,Begge kjønn,3847,0.026,2023-12-01
Fylker,Østfold,Helt ledige,Kvinner,1517,0.022,2023-12-01
Fylker,Østfold,Helt ledige,Menn,2330,0.029,2023-12-01
Landet,Landet,Arbeidssøkere på tiltak,Begge kjønn,13216,0.004,2023-12-01
Landet,Landet,Arbeidssøkere på tiltak,Kvinner,6806,0.005,2023-12-01
Landet,Landet,Arbeidssøkere på tiltak,Menn,6410,0.004,2023-12-01
Landet,Landet,Delvis ledige,Begge kjønn,23175,0.008,2023-12-01
Landet,Landet,Delvis ledige,Kvinner,11528,0.008,2023-12-01
Landet,Landet,Delvis ledige,Menn,11647,0.007,2023-12-01
Landet,Landet,Helt ledige,Begge kjønn,55394,0.019,2023-12-01
Landet,Landet,Helt ledige,Kvinner,21380,0.016,2023-12-01
Landet,Landet,Helt ledige,Menn,34014,0.021,2023-12-01
Telemark kommuner,Bamble,Arbeidssøkere på tiltak,Begge kjønn,59,0.009,2023-12-01
Telemark kommuner,Bamble,Arbeidssøkere på tiltak,Kvinner,25,0.008,2023-12-01
Telemark kommuner,Bamble,Arbeidssøkere på tiltak,Menn,34,0.009,2023-12-01
Telemark kommuner,Bamble,Delvis ledige,Begge kjønn,86,0.013,2023-12-01
Telemark kommuner,Bamble,Delvis ledige,Kvinner,41,0.013,2023-12-01
Telemark kommuner,Bamble,Delvis ledige,Menn,45,0.012,2023-12-01
Telemark kommuner,Bamble,Helt ledige,Begge kjønn,144,0.021,2023-12-01
Telemark kommuner,Bamble,Helt ledige,Kvinner,57,0.018,2023-12-01
Telemark kommuner,Bamble,Helt ledige,Menn,87,0.024,2023-12-01
Telemark kommuner,Drangedal,Arbeidssøkere på tiltak,Begge kjønn,8,0.004,2023-12-01
Telemark kommuner,Drangedal,Arbeidssøkere på tiltak,Kvinner,5,0.005,2023-12-01
Telemark kommuner,Drangedal,Arbeidssøkere på tiltak,Menn,0,0.003,2023-12-01
Telemark kommuner,Drangedal,Delvis ledige,Begge kjønn,15,0.008,2023-12-01
Telemark kommuner,Drangedal,Delvis ledige,Kvinner,9,0.01,2023-12-01
Telemark kommuner,Drangedal,Delvis ledige,Menn,6,0.006,2023-12-01
Telemark kommuner,Drangedal,Helt ledige,Begge kjønn,28,0.014,2023-12-01
Telemark kommuner,Drangedal,Helt ledige,Kvinner,10,0.011,2023-12-01
Telemark kommuner,Drangedal,Helt ledige,Menn,18,0.017,2023-12-01
Telemark kommuner,Fyresdal,Arbeidssøkere på tiltak,Begge kjønn,0,0.002,2023-12-01
Telemark kommuner,Fyresdal,Arbeidssøkere på tiltak,Kvinner,0,0.003,2023-12-01
Telemark kommuner,Fyresdal,Arbeidssøkere på tiltak,Menn,0,0.0,2023-12-01
Telemark kommuner,Fyresdal,Delvis ledige,Begge kjønn,5,0.008,2023-12-01
Telemark kommuner,Fyresdal,Delvis ledige,Kvinner,0,0.0,2023-12-01
Telemark kommuner,Fyresdal,Delvis ledige,Menn,5,0.015,2023-12-01
Telemark kommuner,Fyresdal,Helt ledige,Begge kjønn,7,0.011,2023-12-01
Telemark kommuner,Fyresdal,Helt ledige,Kvinner,0,0.007,2023-12-01
Telemark kommuner,Fyresdal,Helt ledige,Menn,5,0.015,2023-12-01
Telemark kommuner,Hjartdal,Arbeidssøkere på tiltak,Begge kjønn,6,0.008,2023-12-01
Telemark kommuner,Hjartdal,Arbeidssøkere på tiltak,Kvinner,0,0.008,2023-12-01
Telemark kommuner,Hjartdal,Arbeidssøkere på tiltak,Menn,0,0.007,2023-12-01
Telemark kommuner,Hjartdal,Delvis ledige,Begge kjønn,5,0.006,2023-12-01
Telemark kommuner,Hjartdal,Delvis ledige,Kvinner,0,0.006,2023-12-01
Telemark kommuner,Hjartdal,Delvis ledige,Menn,0,0.007,2023-12-01
Telemark kommuner,Hjartdal,Helt ledige,Begge kjønn,19,0.024,2023-12-01
Telemark kommuner,Hjartdal,Helt ledige,Kvinner,10,0.028,2023-12-01
Telemark kommuner,Hjartdal,Helt ledige,Menn,9,0.021,2023-12-01
Telemark kommuner,Kragerø,Arbeidssøkere på tiltak,Begge kjønn,45,0.009,2023-12-01
Telemark kommuner,Kragerø,Arbeidssøkere på tiltak,Kvinner,21,0.009,2023-12-01
Telemark kommuner,Kragerø,Arbeidssøkere på tiltak,Menn,24,0.009,2023-12-01
Telemark kommuner,Kragerø,Delvis ledige,Begge kjønn,49,0.01,2023-12-01
Telemark kommuner,Kragerø,Delvis ledige,Kvinner,26,0.012,2023-12-01
Telemark kommuner,Kragerø,Delvis ledige,Menn,23,0.009,2023-12-01
Telemark kommuner,Kragerø,Helt ledige,Begge kjønn,101,0.021,2023-12-01
Telemark kommuner,Kragerø,Helt ledige,Kvinner,30,0.013,2023-12-01
Telemark kommuner,Kragerø,Helt ledige,Menn,71,0.028,2023-12-01
Telemark kommuner,Kviteseid,Arbeidssøkere på tiltak,Begge kjønn,5,0.004,2023-12-01
Telemark kommuner,Kviteseid,Arbeidssøkere på tiltak,Kvinner,0,0.002,2023-12-01
Telemark kommuner,Kviteseid,Arbeidssøkere på tiltak,Menn,4,0.006,2023-12-01
Telemark kommuner,Kviteseid,Delvis ledige,Begge kjønn,5,0.004,2023-12-01
Telemark kommuner,Kviteseid,Delvis ledige,Kvinner,0,0.005,2023-12-01
Telemark kommuner,Kviteseid,Delvis ledige,Menn,0,0.003,2023-12-01
Telemark kommuner,Kviteseid,Helt ledige,Begge kjønn,9,0.007,2023-12-01
Telemark kommuner,Kviteseid,Helt ledige,Kvinner,0,0.005,2023-12-01
Telemark kommuner,Kviteseid,Helt ledige,Menn,6,0.009,2023-12-01
Telemark kommuner,Midt-Telemark,Arbeidssøkere på tiltak,Begge kjønn,48,0.009,2023-12-01
Telemark kommuner,Midt-Telemark,Arbeidssøkere på tiltak,Kvinner,23,0.01,2023-12-01
Telemark kommuner,Midt-Telemark,Arbeidssøkere på tiltak,Menn,25,0.009,2023-12-01
Telemark kommuner,Midt-Telemark,Delvis ledige,Begge kjønn,37,0.007,2023-12-01
Telemark kommuner,Midt-Telemark,Delvis ledige,Kvinner,17,0.007,2023-12-01
Telemark kommuner,Midt-Telemark,Delvis ledige,Menn,20,0.007,2023-12-01
Telemark kommuner,Midt-Telemark,Helt ledige,Begge kjønn,115,0.022,2023-12-01
Telemark kommuner,Midt-Telemark,Helt ledige,Kvinner,53,0.022,2023-12-01
Telemark kommuner,Midt-Telemark,Helt ledige,Menn,62,0.023,2023-12-01
Telemark kommuner,Nissedal,Arbeidssøkere på tiltak,Begge kjønn,0,0.001,2023-12-01
Telemark kommuner,Nissedal,Arbeidssøkere på tiltak,Menn,0,0.003,2023-12-01
Telemark kommuner,Nissedal,Delvis ledige,Begge kjønn,5,0.007,2023-12-01
Telemark kommuner,Nissedal,Delvis ledige,Kvinner,0,0.006,2023-12-01
Telemark kommuner,Nissedal,Delvis ledige,Menn,0,0.008,2023-12-01
Telemark kommuner,Nissedal,Helt ledige,Begge kjønn,12,0.017,2023-12-01
Telemark kommuner,Nissedal,Helt ledige,Kvinner,0,0.01,2023-12-01
Telemark kommuner,Nissedal,Helt ledige,Menn,9,0.023,2023-12-01
Telemark kommuner,Nome,Arbeidssøkere på tiltak,Begge kjønn,25,0.008,2023-12-01
Telemark kommuner,Nome,Arbeidssøkere på tiltak,Kvinner,11,0.007,2023-12-01
Telemark kommuner,Nome,Arbeidssøkere på tiltak,Menn,14,0.008,2023-12-01
Telemark kommuner,Nome,Delvis ledige,Begge kjønn,36,0.012,2023-12-01
Telemark kommuner,Nome,Delvis ledige,Kvinner,13,0.009,2023-12-01
Telemark kommuner,Nome,Delvis ledige,Menn,23,0.014,2023-12-01
Telemark kommuner,Nome,Helt ledige,Begge kjønn,81,0.026,2023-12-01
Telemark kommuner,Nome,Helt ledige,Kvinner,27,0.018,2023-12-01
Telemark kommuner,Nome,Helt ledige,Menn,54,0.033,2023-12-01
Telemark kommuner,Notodden,Arbeidssøkere på tiltak,Begge kjønn,45,0.007,2023-12-01
Telemark kommuner,Notodden,Arbeidssøkere på tiltak,Kvinner,20,0.007,2023-12-01
Telemark kommuner,Notodden,Arbeidssøkere på tiltak,Menn,25,0.008,2023-12-01
Telemark kommuner,Notodden,Delvis ledige,Begge kjønn,52,0.008,2023-12-01
Telemark kommuner,Notodden,Delvis ledige,Kvinner,25,0.008,2023-12-01
Telemark kommuner,Notodden,Delvis ledige,Menn,27,0.008,2023-12-01
Telemark kommuner,Notodden,Helt ledige,Begge kjønn,137,0.022,2023-12-01
Telemark kommuner,Notodden,Helt ledige,Kvinner,55,0.019,2023-12-01
Telemark kommuner,Notodden,Helt ledige,Menn,82,0.025,2023-12-01
Telemark kommuner,Porsgrunn,Arbeidssøkere på tiltak,Begge kjønn,114,0.006,2023-12-01
Telemark kommuner,Porsgrunn,Arbeidssøkere på tiltak,Kvinner,63,0.007,2023-12-01
Telemark kommuner,Porsgrunn,Arbeidssøkere på tiltak,Menn,51,0.005,2023-12-01
Telemark kommuner,Porsgrunn,Delvis ledige,Begge kjønn,199,0.011,2023-12-01
Telemark kommuner,Porsgrunn,Delvis ledige,Kvinner,100,0.012,2023-12-01
Telemark kommuner,Porsgrunn,Delvis ledige,Menn,99,0.01,2023-12-01
Telemark kommuner,Porsgrunn,Helt ledige,Begge kjønn,465,0.026,2023-12-01
Telemark kommuner,Porsgrunn,Helt ledige,Kvinner,138,0.016,2023-12-01
Telemark kommuner,Porsgrunn,Helt ledige,Menn,327,0.034,2023-12-01
Telemark kommuner,Seljord,Arbeidssøkere på tiltak,Begge kjønn,11,0.008,2023-12-01
Telemark kommuner,Seljord,Arbeidssøkere på tiltak,Kvinner,10,0.015,2023-12-01
Telemark kommuner,Seljord,Arbeidssøkere på tiltak,Menn,0,0.001,2023-12-01
Telemark kommuner,Seljord,Delvis ledige,Begge kjønn,9,0.006,2023-12-01
Telemark kommuner,Seljord,Delvis ledige,Kvinner,7,0.011,2023-12-01
Telemark kommuner,Seljord,Delvis ledige,Menn,0,0.003,2023-12-01
Telemark kommuner,Seljord,Helt ledige,Begge kjønn,14,0.01,2023-12-01
Telemark kommuner,Seljord,Helt ledige,Kvinner,4,0.006,2023-12-01
Telemark kommuner,Seljord,Helt ledige,Menn,10,0.013,2023-12-01
Telemark kommuner,Siljan,Arbeidssøkere på tiltak,Begge kjønn,7,0.006,2023-12-01
Telemark kommuner,Siljan,Arbeidssøkere på tiltak,Kvinner,0,0.005,2023-12-01
Telemark kommuner,Siljan,Arbeidssøkere på tiltak,Menn,4,0.006,2023-12-01
Telemark kommuner,Siljan,Delvis ledige,Begge kjønn,12,0.01,2023-12-01
Telemark kommuner,Siljan,Delvis ledige,Kvinner,6,0.011,2023-12-01
Telemark kommuner,Siljan,Delvis ledige,Menn,6,0.009,2023-12-01
Telemark kommuner,Siljan,Helt ledige,Begge kjønn,17,0.014,2023-12-01
Telemark kommuner,Siljan,Helt ledige,Kvinner,8,0.015,2023-12-01
Telemark kommuner,Siljan,Helt ledige,Menn,9,0.014,2023-12-01
Telemark kommuner,Skien,Arbeidssøkere på tiltak,Begge kjønn,160,0.006,2023-12-01
Telemark kommuner,Skien,Arbeidssøkere på tiltak,Kvinner,72,0.006,2023-12-01
Telemark kommuner,Skien,Arbeidssøkere på tiltak,Menn,88,0.006,2023-12-01
Telemark kommuner,Skien,Delvis ledige,Begge kjønn,312,0.011,2023-12-01
Telemark kommuner,Skien,Delvis ledige,Kvinner,150,0.012,2023-12-01
Telemark kommuner,Skien,Delvis ledige,Menn,162,0.011,2023-12-01
Telemark kommuner,Skien,Helt ledige,Begge kjønn,710,0.026,2023-12-01
Telemark kommuner,Skien,Helt ledige,Kvinner,245,0.019,2023-12-01
Telemark kommuner,Skien,Helt ledige,Menn,465,0.033,2023-12-01
Telemark kommuner,Tinn,Arbeidssøkere på tiltak,Begge kjønn,9,0.003,2023-12-01
Telemark kommuner,Tinn,Arbeidssøkere på tiltak,Kvinner,0,0.002,2023-12-01
Telemark kommuner,Tinn,Arbeidssøkere på tiltak,Menn,6,0.004,2023-12-01
Telemark kommuner,Tinn,Delvis ledige,Begge kjønn,26,0.009,2023-12-01
Telemark kommuner,Tinn,Delvis ledige,Kvinner,9,0.007,2023-12-01
Telemark kommuner,Tinn,Delvis ledige,Menn,17,0.011,2023-12-01
Telemark kommuner,Tinn,Helt ledige,Begge kjønn,60,0.021,2023-12-01
Telemark kommuner,Tinn,Helt ledige,Kvinner,30,0.023,2023-12-01
Telemark kommuner,Tinn,Helt ledige,Menn,30,0.02,2023-12-01
Telemark kommuner,Tokke,Arbeidssøkere på tiltak,Begge kjønn,4,0.004,2023-12-01
Telemark kommuner,Tokke,Arbeidssøkere på tiltak,Kvinner,0,0.004,2023-12-01
Telemark kommuner,Tokke,Arbeidssøkere på tiltak,Menn,0,0.003,2023-12-01
Telemark kommuner,Tokke,Delvis ledige,Begge kjønn,6,0.005,2023-12-01
Telemark kommuner,Tokke,Delvis ledige,Kvinner,0,0.002,2023-12-01
Telemark kommuner,Tokke,Delvis ledige,Menn,5,0.008,2023-12-01
Telemark kommuner,Tokke,Helt ledige,Begge kjønn,13,0.012,2023-12-01
Telemark kommuner,Tokke,Helt ledige,Kvinner,4,0.008,2023-12-01
Telemark kommuner,Tokke,Helt ledige,Menn,9,0.015,2023-12-01
Telemark kommuner,Vinje,Arbeidssøkere på tiltak,Begge kjønn,9,0.004,2023-12-01
Telemark kommuner,Vinje,Arbeidssøkere på tiltak,Kvinner,5,0.005,2023-12-01
Telemark kommuner,Vinje,Arbeidssøkere på tiltak,Menn,4,0.004,2023-12-01
Telemark kommuner,Vinje,Delvis ledige,Begge kjønn,6,0.003,2023-12-01
Telemark kommuner,Vinje,Delvis ledige,Kvinner,4,0.004,2023-12-01
Telemark kommuner,Vinje,Delvis ledige,Menn,0,0.002,2023-12-01
Telemark kommuner,Vinje,Helt ledige,Begge kjønn,32,0.016,2023-12-01
Telemark kommuner,Vinje,Helt ledige,Kvinner,15,0.016,2023-12-01
Telemark kommuner,Vinje,Helt ledige,Menn,17,0.016,2023-12-01
Fylker,Agder,Arbeidssøkere på tiltak,Begge kjønn,1039,0.007,2024-01-01
Fylker,Agder,Arbeidssøkere på tiltak,Kvinner,511,0.007,2024-01-01
Fylker,Agder,Arbeidssøkere på tiltak,Menn,528,0.006,2024-01-01
Fylker,Agder,Delvis ledige,Begge kjønn,1350,0.009,2024-01-01
Fylker,Agder,Delvis ledige,Kvinner,676,0.009,2024-01-01
Fylker,Agder,Delvis ledige,Menn,674,0.008,2024-01-01
Fylker,Agder,Helt ledige,Begge kjønn,3502,0.022,2024-01-01
Fylker,Agder,Helt ledige,Kvinner,1316,0.018,2024-01-01
Fylker,Agder,Helt ledige,Menn,2186,0.026,2024-01-01
Fylker,Akershus,Arbeidssøkere på tiltak,Begge kjønn,1749,0.005,2024-01-01
Fylker,Akershus,Arbeidssøkere på tiltak,Kvinner,975,0.005,2024-01-01
Fylker,Akershus,Arbeidssøkere på tiltak,Menn,774,0.004,2024-01-01
Fylker,Akershus,Delvis ledige,Begge kjønn,2667,0.007,2024-01-01
Fylker,Akershus,Delvis ledige,Kvinner,1357,0.007,2024-01-01
Fylker,Akershus,Delvis ledige,Menn,1310,0.006,2024-01-01
Fylker,Akershus,Helt ledige,Begge kjønn,8896,0.023,2024-01-01
Fylker,Akershus,Helt ledige,Kvinner,3432,0.019,2024-01-01
Fylker,Akershus,Helt ledige,Menn,5464,0.027,2024-01-01
Fylker,Buskerud,Arbeidssøkere på tiltak,Begge kjønn,722,0.005,2024-01-01
Fylker,Buskerud,Arbeidssøkere på tiltak,Kvinner,397,0.006,2024-01-01
Fylker,Buskerud,Arbeidssøkere på tiltak,Menn,325,0.004,2024-01-01
Fylker,Buskerud,Delvis ledige,Begge kjønn,1052,0.008,2024-01-01
Fylker,Buskerud,Delvis ledige,Kvinner,536,0.008,2024-01-01
Fylker,Buskerud,Delvis ledige,Menn,516,0.007,2024-01-01
Fylker,Buskerud,Helt ledige,Begge kjønn,3168,0.023,2024-01-01
Fylker,Buskerud,Helt ledige,Kvinner,1138,0.018,2024-01-01
Fylker,Buskerud,Helt ledige,Menn,2030,0.027,2024-01-01
Fylker,Finnmark,Arbeidssøkere på tiltak,Begge kjønn,195,0.005,2024-01-01
Fylker,Finnmark,Arbeidssøkere på tiltak,Kvinner,90,0.005,2024-01-01
Fylker,Finnmark,Arbeidssøkere på tiltak,Menn,105,0.005,2024-01-01
Fylker,Finnmark,Delvis ledige,Begge kjønn,558,0.014,2024-01-01
Fylker,Finnmark,Delvis ledige,Kvinner,253,0.014,2024-01-01
Fylker,Finnmark,Delvis ledige,Menn,305,0.015,2024-01-01
Fylker,Finnmark,Helt ledige,Begge kjønn,1015,0.026,2024-01-01
Fylker,Finnmark,Helt ledige,Kvinner,335,0.018,2024-01-01
Fylker,Finnmark,Helt ledige,Menn,680,0.032,2024-01-01
Fylker,Innlandet,Arbeidssøkere på tiltak,Begge kjønn,919,0.005,2024-01-01
Fylker,Innlandet,Arbeidssøkere på tiltak,Kvinner,495,0.006,2024-01-01
Fylker,Innlandet,Arbeidssøkere på tiltak,Menn,424,0.004,2024-01-01
Fylker,Innlandet,Delvis ledige,Begge kjønn,1433,0.008,2024-01-01
Fylker,Innlandet,Delvis ledige,Kvinner,685,0.008,2024-01-01
Fylker,Innlandet,Delvis ledige,Menn,748,0.008,2024-01-01
Fylker,Innlandet,Helt ledige,Begge kjønn,3553,0.019,2024-01-01
Fylker,Innlandet,Helt ledige,Kvinner,1297,0.015,2024-01-01
Fylker,Innlandet,Helt ledige,Menn,2256,0.023,2024-01-01
Fylker,Møre og Romsdal,Arbeidssøkere på tiltak,Begge kjønn,682,0.005,2024-01-01
Fylker,Møre og Romsdal,Arbeidssøkere på tiltak,Kvinner,352,0.005,2024-01-01
Fylker,Møre og Romsdal,Arbeidssøkere på tiltak,Menn,330,0.004,2024-01-01
Fylker,Møre og Romsdal,Delvis ledige,Begge kjønn,1056,0.008,2024-01-01
Fylker,Møre og Romsdal,Delvis ledige,Kvinner,548,0.008,2024-01-01
Fylker,Møre og Romsdal,Delvis ledige,Menn,508,0.007,2024-01-01
Fylker,Møre og Romsdal,Helt ledige,Begge kjønn,2612,0.019,2024-01-01
Fylker,Møre og Romsdal,Helt ledige,Kvinner,891,0.014,2024-01-01
Fylker,Møre og Romsdal,Helt ledige,Menn,1721,0.023,2024-01-01
Fylker,Nordland,Arbeidssøkere på tiltak,Begge kjønn,602,0.005,2024-01-01
Fylker,Nordland,Arbeidssøkere på tiltak,Kvinner,301,0.005,2024-01-01
Fylker,Nordland,Arbeidssøkere på tiltak,Menn,301,0.005,2024-01-01
Fylker,Nordland,Delvis ledige,Begge kjønn,856,0.007,2024-01-01
Fylker,Nordland,Delvis ledige,Kvinner,390,0.007,2024-01-01
Fylker,Nordland,Delvis ledige,Menn,466,0.007,2024-01-01
Fylker,Nordland,Helt ledige,Begge kjønn,2024,0.016,2024-01-01
Fylker,Nordland,Helt ledige,Kvinner,685,0.012,2024-01-01
Fylker,Nordland,Helt ledige,Menn,1339,0.021,2024-01-01
Fylker,Oslo,Arbeidssøkere på tiltak,Begge kjønn,1787,0.004,2024-01-01
Fylker,Oslo,Arbeidssøkere på tiltak,Kvinner,1035,0.005,2024-01-01
Fylker,Oslo,Arbeidssøkere på tiltak,Menn,752,0.004,2024-01-01
Fylker,Oslo,Delvis ledige,Begge kjønn,3307,0.008,2024-01-01
Fylker,Oslo,Delvis ledige,Kvinner,1591,0.008,2024-01-01
Fylker,Oslo,Delvis ledige,Menn,1716,0.008,2024-01-01
Fylker,Oslo,Helt ledige,Begge kjønn,10789,0.026,2024-01-01
Fylker,Oslo,Helt ledige,Kvinner,4420,0.022,2024-01-01
Fylker,Oslo,Helt ledige,Menn,6369,0.03,2024-01-01
Fylker,Rogaland,Arbeidssøkere på tiltak,Begge kjønn,1094,0.004,2024-01-01
Fylker,Rogaland,Arbeidssøkere på tiltak,Kvinner,616,0.005,2024-01-01
Fylker,Rogaland,Arbeidssøkere på tiltak,Menn,478,0.003,2024-01-01
Fylker,Rogaland,Delvis ledige,Begge kjønn,1647,0.006,2024-01-01
Fylker,Rogaland,Delvis ledige,Kvinner,861,0.007,2024-01-01
Fylker,Rogaland,Delvis ledige,Menn,786,0.006,2024-01-01
Fylker,Rogaland,Helt ledige,Begge kjønn,4889,0.019,2024-01-01
Fylker,Rogaland,Helt ledige,Kvinner,2077,0.017,2024-01-01
Fylker,Rogaland,Helt ledige,Menn,2812,0.02,2024-01-01
Fylker,Telemark,Arbeidssøkere på tiltak,Begge kjønn,542,0.006,2024-01-01
Fylker,Telemark,Arbeidssøkere på tiltak,Kvinner,255,0.006,2024-01-01
Fylker,Telemark,Arbeidssøkere på tiltak,Menn,287,0.006,2024-01-01
Fylker,Telemark,Delvis ledige,Begge kjønn,858,0.01,2024-01-01
Fylker,Telemark,Delvis ledige,Kvinner,407,0.01,2024-01-01
Fylker,Telemark,Delvis ledige,Menn,451,0.01,2024-01-01
Fylker,Telemark,Helt ledige,Begge kjønn,2287,0.027,2024-01-01
Fylker,Telemark,Helt ledige,Kvinner,834,0.021,2024-01-01
Fylker,Telemark,Helt ledige,Menn,1453,0.032,2024-01-01
Fylker,Troms ,Arbeidssøkere på tiltak,Begge kjønn,267,0.003,2024-01-01
Fylker,Troms ,Arbeidssøkere på tiltak,Kvinner,121,0.003,2024-01-01
Fylker,Troms ,Arbeidssøkere på tiltak,Menn,146,0.003,2024-01-01
Fylker,Troms ,Delvis ledige,Begge kjønn,552,0.006,2024-01-01
Fylker,Troms ,Delvis ledige,Kvinner,227,0.005,2024-01-01
Fylker,Troms ,Delvis ledige,Menn,325,0.007,2024-01-01
Fylker,Troms ,Helt ledige,Begge kjønn,1300,0.014,2024-01-01
Fylker,Troms ,Helt ledige,Kvinner,407,0.01,2024-01-01
Fylker,Troms ,Helt ledige,Menn,893,0.019,2024-01-01
Fylker,Trøndelag,Arbeidssøkere på tiltak,Begge kjønn,907,0.004,2024-01-01
Fylker,Trøndelag,Arbeidssøkere på tiltak,Kvinner,393,0.003,2024-01-01
Fylker,Trøndelag,Arbeidssøkere på tiltak,Menn,514,0.004,2024-01-01
Fylker,Trøndelag,Delvis ledige,Begge kjønn,1697,0.007,2024-01-01
Fylker,Trøndelag,Delvis ledige,Kvinner,807,0.007,2024-01-01
Fylker,Trøndelag,Delvis ledige,Menn,890,0.007,2024-01-01
Fylker,Trøndelag,Helt ledige,Begge kjønn,4397,0.017,2024-01-01
Fylker,Trøndelag,Helt ledige,Kvinner,1613,0.014,2024-01-01
Fylker,Trøndelag,Helt ledige,Menn,2784,0.021,2024-01-01
Fylker,Vestfold,Arbeidssøkere på tiltak,Begge kjønn,600,0.005,2024-01-01
Fylker,Vestfold,Arbeidssøkere på tiltak,Kvinner,277,0.005,2024-01-01
Fylker,Vestfold,Arbeidssøkere på tiltak,Menn,323,0.005,2024-01-01
Fylker,Vestfold,Delvis ledige,Begge kjønn,1225,0.01,2024-01-01
Fylker,Vestfold,Delvis ledige,Kvinner,597,0.01,2024-01-01
Fylker,Vestfold,Delvis ledige,Menn,628,0.009,2024-01-01
Fylker,Vestfold,Helt ledige,Begge kjønn,3406,0.027,2024-01-01
Fylker,Vestfold,Helt ledige,Kvinner,1295,0.022,2024-01-01
Fylker,Vestfold,Helt ledige,Menn,2111,0.032,2024-01-01
Fylker,Vestland,Arbeidssøkere på tiltak,Begge kjønn,1579,0.005,2024-01-01
Fylker,Vestland,Arbeidssøkere på tiltak,Kvinner,778,0.005,2024-01-01
Fylker,Vestland,Arbeidssøkere på tiltak,Menn,801,0.004,2024-01-01
Fylker,Vestland,Delvis ledige,Begge kjønn,2525,0.007,2024-01-01
Fylker,Vestland,Delvis ledige,Kvinner,1224,0.008,2024-01-01
Fylker,Vestland,Delvis ledige,Menn,1301,0.007,2024-01-01
Fylker,Vestland,Helt ledige,Begge kjønn,6630,0.019,2024-01-01
Fylker,Vestland,Helt ledige,Kvinner,2381,0.015,2024-01-01
Fylker,Vestland,Helt ledige,Menn,4249,0.023,2024-01-01
Fylker,Østfold,Arbeidssøkere på tiltak,Begge kjønn,1076,0.007,2024-01-01
Fylker,Østfold,Arbeidssøkere på tiltak,Kvinner,531,0.008,2024-01-01
Fylker,Østfold,Arbeidssøkere på tiltak,Menn,545,0.007,2024-01-01
Fylker,Østfold,Delvis ledige,Begge kjønn,1476,0.01,2024-01-01
Fylker,Østfold,Delvis ledige,Kvinner,756,0.011,2024-01-01
Fylker,Østfold,Delvis ledige,Menn,720,0.009,2024-01-01
Fylker,Østfold,Helt ledige,Begge kjønn,4440,0.029,2024-01-01
Fylker,Østfold,Helt ledige,Kvinner,1723,0.025,2024-01-01
Fylker,Østfold,Helt ledige,Menn,2717,0.034,2024-01-01
Landet,Landet,Arbeidssøkere på tiltak,Begge kjønn,13777,0.005,2024-01-01
Landet,Landet,Arbeidssøkere på tiltak,Kvinner,7137,0.005,2024-01-01
Landet,Landet,Arbeidssøkere på tiltak,Menn,6640,0.004,2024-01-01
Landet,Landet,Delvis ledige,Begge kjønn,22501,0.008,2024-01-01
Landet,Landet,Delvis ledige,Kvinner,10956,0.008,2024-01-01
Landet,Landet,Delvis ledige,Menn,11545,0.007,2024-01-01
Landet,Landet,Helt ledige,Begge kjønn,62933,0.021,2024-01-01
Landet,Landet,Helt ledige,Kvinner,23856,0.017,2024-01-01
Landet,Landet,Helt ledige,Menn,39077,0.024,2024-01-01
Telemark kommuner,Bamble,Arbeidssøkere på tiltak,Begge kjønn,61,0.009,2024-01-01
