Org. nr.,Navn,Overordnet enhet,Antall ansatte,Organisasjonsform - Kode,Organisasjonsform,NACE 1,NACE 1 - Bransje,Beliggenhetsadresse - Kommune,Postadresse - Kommune
916582293,Negler av karoline karoline dybdahl,916563442,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Porsgrunn,
917177384,Wenches hudpleie,917126801,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Tinn,
917307873,Hud- og kroppsterapeut engh bjerk,817253342,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
917930910,Luna spa salong ved sabine berntse,912492443,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Bamble,
918068260,Anna's beauty place AS,931426885,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
919264349,Aina grunnsund,919162708,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Porsgrunn,
919412666,K. dalene hudterapeut,919323051,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
919474068,Matilda s beauty studio matilda xhima,919391332,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,Skien
919644206,Monika's negl studio tisza,819530742,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
919750405,Valkyrje nails and lashes kisielewska,919644044,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
919770511,Spoke skjønnhetspleie,919667001,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Notodden,
920346138,Molino monica lill normann,820191412,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Porsgrunn,Porsgrunn
920527329,Elite frisør og velvære AS,931267760,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,Skien
920708013,Pink tigers AS,920692737,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Notodden,Notodden
920905447,Dermafin AS,927288494,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Nome,
920932266,Oliria beauty island by scorocirja,920810268,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
921099614,Ragnhild prestholt,991102515,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Seljord,Oslo
921847068,Citereja AS,929347889,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Porsgrunn,
922120048,"Make brow up, lokutijevskaja",922027889,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,Skien
922629730,Hudpleier sandra stamland,922534411,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
922882258,Vipper exension by ineta jukneviciute,922702209,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
923043551,Profesjonell negledesign og maniky nikolskyte,916615450,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Porsgrunn,
923144404,Hos ida,922958653,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
923781897,Lashesnbrows maria isabell navarro,923708375,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Tinn,Oslo
923794867,Lan studio,923729518,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Porsgrunn,
923926348,Salong bellezza kristine anita lindberg,997471938,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Porsgrunn,
924801344,Negler av martine edvartsen,924738235,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Bamble,
924808837,Greta beauty lab greta skikaite,924745967,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
925475807,Jørgensen voks & neglstudio,925404799,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Kragerø,
925488224,Browstian,925426326,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Porsgrunn,
926070533,Feelgood by julie gulliksen,825869212,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
926707280,C me beauty grimeland,926530534,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Porsgrunn,Porsgrunn
927740834,Frøken botoks AS,931144863,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Porsgrunn,
927909588,Navestad negler,927683415,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
928008495,"Agne beauty, rimdeikaite",827683612,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
928110753,"Lashes by monique, jakuskiene",927909111,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
928344207,"Ad lashes beauty, ditkute",928140415,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
928430421,Bloom by sandra bojarska-koltuniak,928180298,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Seljord,
929869303,Meggy's nails by magdalena derendal,929615808,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Bamble,
930051284,Sivertsen beauty,929662911,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
930341673,Wow beauty zinoveva,830294112,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Midt-Telemark,Midt-Telemark
930776343,Nome negler AS,830748202,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Nome,
930803944,Dermalotte charlotte jacobsen,930577111,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Drangedal,
930806641,La beauty katia cristina westerhaug,930608912,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
930907383,"Mikka's beauty, camilla mathisen",930905267,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
930992992,Valør velvære,830739262,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Kragerø,Kragerø
931132180,Vilde aanesen holsbø,930763470,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
931220209,Nudy lashes abdalsattar,930917710,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Porsgrunn,
931309277,D&k academy truong,931307703,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Porsgrunn,
931384287,Ben lashes karimi,931189174,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Notodden,
931447939,Natalia chernous permanent og velvære,931446495,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Kragerø,
931451561,Da servicetjenester,931277073,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Porsgrunn,
931618598,Nails by buer,931545132,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Porsgrunn,
931859498,Pz lashroom patrycja zielke,931768646,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
931942794,Wax studio lillevere,831843152,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
931969951,Beauty by malen nykås-wedvik,931869124,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
932105446,Aynur polat,932102986,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Porsgrunn,Skien
932106868,Stine amundsen enk,932103893,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Bamble,
932134268,Setså revelnail,932131056,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Porsgrunn,
932310864,Marta logina,925868256,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Notodden,
932506386,Brows&lashes by katarzyna franaszczyk,925571377,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
932575256,Monica nygård,932573512,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Porsgrunn,
932601893,Lunar negle salong av ana dan,932599074,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Porsgrunn,
932616793,Datsok pronails,932557223,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Bamble,
932985160,Nails studio - paulina ciupak,932944464,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
933011356,Pasitos fotpleie holen,933009769,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
933066592,Negler av maja knudsen,933064824,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Porsgrunn,
933091155,Beautyroom by klaudia rembarz,933088367,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
933114805,Neglboden AS,933090272,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Porsgrunn,
933193551,Elins negledesign høiseth,933140490,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Midt-Telemark,
933242897,Godlevska beauty,933170276,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
933254879,Fjøllro hudpleie kristiansen,933252345,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Vinje,
933482456,Vieras hudklinikk maria vieras haave,833480022,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Bamble,
933559483,Dolzhenkova beauty studio,833450662,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Tinn,
933700860,Mekmok eyelash studio,833527282,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Porsgrunn,Porsgrunn
933756300,Riseup sollid,933754138,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
933828697,Hanna vaagsland halvorsen negleteknikk,933827410,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Drangedal,
933928357,Beauty by larsen,933926583,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
933934896,Lutsyk nails,933933148,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Tokke,
933955672,Hud- og tannestetikk AS,933782409,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
933956245,Dung nguyen tran,933955478,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Porsgrunn,Porsgrunn
934042298,Mai huong nguyen,834039052,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
934256832,Weros beautyroom weronika zielinska,934254899,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
934323416,Al-kaabi,934166647,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
934391993,Hryshyna creative,934263669,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Siljan,
934682076,Silje danielsen makeup & cosplay,911849860,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Midt-Telemark,
935027861,Blues byen frisør ahmad abdoul wahed alibrahim,935027837,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Notodden,
935029481,Dk beauty AS,934997778,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Porsgrunn,
935062578,Lovely lashes svalebjørg,927992671,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
935214467,Beautycenter liapina,935214424,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
935217946,Beauty advisor aina bakken,935217938,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Midt-Telemark,
935349222,Panchenko nail,935349214,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Notodden,
935515408,Essens hudpleieklinikk AS,935483050,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Kviteseid,
935528283,Beautylines AS,924726555,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,Skien
935598249,Jovi glow studio. jovita radviliene,935598230,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Drangedal,
935809762,Frøken beauty lærke,935464552,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Porsgrunn,
935884802,Lips n beauty AS,935865999,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Notodden,
935935326,Viktoria antonenko,935911907,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
936018823,Saras hudpleie AS,935988322,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Bamble,
936108881,Luxe beauty by anna markitanova,935648556,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Notodden,
936208665,Wiktoria jenne beautystudio AS,935822424,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Midt-Telemark,
936264468,Djamila yazi palacios nailart studio,935863775,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Drangedal,
973286161,Rosell damefrisør,956092744,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Porsgrunn,
974367947,Spa og velvære AS,991444955,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Notodden,
976177304,Anne lises velvære AS,924785950,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Midt-Telemark,
976339061,Vital hudpleiesenter ingrid strand hegna,975797961,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Notodden,
976350065,Gunnvor wasjø,975961389,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Kragerø,
981018621,2 søstre / beate bakke,999042147,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
981064313,Lindas hudpleie linda strømme,980579212,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Porsgrunn,
982343291,Lill`s hud og fotpleie gudbrandsen,881983222,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Kragerø,Kragerø
985839433,Dalen hudpleie & velværesenter,985833028,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Tokke,Tokke
990957827,Helen's beauty basement,990932654,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Porsgrunn,
993322709,Clinique natalie hihn,993293334,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Kragerø,Kragerø
994680765,Linda nicolaysen,994675303,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Skien,
996598780,Claudias hudpleie v/claudia næs,996565726,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Nome,
997193431,Yln negldesign,984751117,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Tinn,
999303757,Adele,999286356,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Notodden,
999343929,Lietorvet fotpleiesalong lena larsson,858611792,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Porsgrunn,
999418228,Steinstad ruth bodil,981769813,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.220,Skjønnhetspleie,Midt-Telemark,
815077482,Suthida samanya norin,914877458,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Kragerø,Kragerø
819780382,The room Skien AS,919680504,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Skien,
831659092,Almankaas velvære,931657879,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Skien,Skien
833330322,P&p sivertsen thaimassasje,933306550,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Porsgrunn,Ullensaker
914225205,Sawasdee massasje pajaree skeimo,814201732,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Kragerø,
914226759,Solar massasje,914203015,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Porsgrunn,
915709478,With love by moen AS,915635237,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Porsgrunn,Skien
918347054,Grenland thaimassasje AS,918274502,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Porsgrunn,
918877649,Lash life AS,918808434,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Bamble,
919127813,Val-vip v/valentina ivanchova kyuchukova,819025622,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Porsgrunn,Porsgrunn
919698845,Siengsanan thayada,919597755,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Porsgrunn,Oslo
920209823,Kirkerud klinikken,920185452,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Skien,
920400809,Grenland hudklinikk - kosmetisk sykepleier tiril skonseng høiås,920270972,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Skien,
920499430,Aroma therapy phomsuvan,920401546,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Porsgrunn,
920673465,Kpc AS,920666043,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Skien,
922107505,The room Norge AS,822015042,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Skien,Skien
922407649,Bua saikrasun massasje,922256764,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Skien,
923352309,Vish massasje viktoriia shapovalova,923175172,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Porsgrunn,
923890769,Calitec arkadiusz mieczyslaw smich,813306212,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Seljord,Seljord
924867957,Helhjerta AS,924708719,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Skien,
925483249,With love by bi - thorsberg sucheera,925417793,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Skien,
926228358,Naree thaimassasje nareerat saengsoda hagen,917462100,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Porsgrunn,
926790412,Thai wellness heistad sukanya thueanmulsaen,919988894,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Porsgrunn,
927331853,Bunmee thaimassasje kaewto kanokkorn,926163361,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Porsgrunn,
928371999,Mitt lille spa mona johnsen,917300828,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Porsgrunn,Porsgrunn
929172329,Dn thaimassasjeogaromaterapi,930537993,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Kragerø,
929499395,Annikens fotklinikk,929221516,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Skien,
930065978,Mamma og minsten- doula line halvorsen,929925904,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Porsgrunn,
930190683,Nok skjelsvik thaimassasje,930051411,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Skien,
931329308,Ida haug,931113194,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Notodden,
931386921,Råmunddal retreat,931180908,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Kviteseid,
932623757,Mpt camilla gulbrandsen,892448442,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Skien,
932820188,Pinsedag thiabsaeng,932819864,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Porsgrunn,
933039412,Vl massasje lahunov,833037242,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Skien,
933125580,Jantana aroma massasje wanna wonglakorn,833124382,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Kragerø,Kragerø
933605892,Lumiskin studio,933458679,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Tinn,
934356462,Vel AS,934316576,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Notodden,
934877667,Soulivia hill reverda,934875605,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Seljord,
934877713,Beautycenter komissarova,934875672,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Skien,Skien
934991427,Massasje by svitlana piddubna,934991397,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Notodden,
935004853,Saol AS,934897005,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Porsgrunn,
935136148,Georgina kuti alternativ kroppspleie,835136132,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Tinn,
935141125,Yupa boonsin AS,935032687,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Porsgrunn,
935181763,Dew AS,935103320,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Porsgrunn,
935194377,Lotus massasje Skien klainauskiene,935180244,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Skien,Skien
935512832,Strå hudklinikk AS,935478243,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Kragerø,
972400262,Gulset solsenter AS,992653361,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Skien,Skien
982025559,Sol og eiendom AS,913875869,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Notodden,
983118038,Stathelle solsenter eirin helen glad,992148926,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Bamble,
983593852,Tveitan sol og eiendom,983552102,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Notodden,
991093974,Mei & moy AS,927116928,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Porsgrunn,
991718753,Kei's thai massasje v/bunsom srilamai,991654410,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Seljord,Seljord
996220826,Velværeleverandøren jarle moland,981396146,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Notodden,
996591581,Spa på landet,996568741,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Skien,
999576885,Avalon spa & helse AS,999552684,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.230,"Aktiviteter i dagspa, badstue og dampbad",Porsgrunn,
913429699,Øvre Telemark begravelsesbyrå AS,915288901,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.300,Begravelsesbyråvirksomhet og lignende tjenester,Seljord,Seljord
918143807,Porsgrunn kommune kommunalteknikk avd kirkegårdsdrift,939991034,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.300,Begravelsesbyråvirksomhet og lignende tjenester,Porsgrunn,
919783087,Byglands begravelsesbyråer AS,919619821,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.300,Begravelsesbyråvirksomhet og lignende tjenester,Porsgrunn,
920506836,Klaras-gravstedstjenester klara hansen,920403174,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.300,Begravelsesbyråvirksomhet og lignende tjenester,Skien,
925241997,Kongsgaard begravelsesbyrå AS,925123005,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.300,Begravelsesbyråvirksomhet og lignende tjenester,Notodden,Notodden
