Nivå,Geografisk enhet,Kjønn,Alder,Antall personer,Andel av befolkningen,Dato
Telemark kommuner,Nissedal,Kvinner,18 - 66 år,21,4.8,2017-05-01
Telemark kommuner,Tinn,Begge kjønn,18 - 66 år,179,5.4,2024-09-01
Telemark kommuner,Nissedal,Menn,18 - 66 år,18,3.8,2017-05-01
Telemark kommuner,Tokke,Begge kjønn,18 - 66 år,82,6.1,2024-09-01
Telemark kommuner,Nome,Kvinner,18 - 66 år,125,6.4,2017-05-01
Telemark kommuner,Vinje,Begge kjønn,18 - 66 år,126,5.5,2024-09-01
Telemark kommuner,Nome,Menn,18 - 66 år,128,6.1,2017-05-01
Telemark kommuner,Bamble,Begge kjønn,18 - 66 år,708,7.8,2011-10-01
Telemark kommuner,Notodden,Kvinner,18 - 66 år,321,8.4,2017-05-01
Telemark kommuner,Drangedal,Begge kjønn,18 - 66 år,190,7.4,2011-10-01
Telemark kommuner,Notodden,Menn,18 - 66 år,266,6.6,2017-05-01
Telemark kommuner,Fyresdal,Begge kjønn,18 - 66 år,33,4.0,2011-10-01
Telemark kommuner,Porsgrunn,Kvinner,18 - 66 år,811,7.2,2017-05-01
Telemark kommuner,Hjartdal,Begge kjønn,18 - 66 år,100,10.3,2011-10-01
Telemark kommuner,Porsgrunn,Menn,18 - 66 år,661,5.7,2017-05-01
Telemark kommuner,Kragerø,Begge kjønn,18 - 66 år,584,8.5,2011-10-01
Telemark kommuner,Seljord,Kvinner,18 - 66 år,68,8.0,2017-05-01
Telemark kommuner,Kviteseid,Begge kjønn,18 - 66 år,103,6.6,2011-10-01
Telemark kommuner,Seljord,Menn,18 - 66 år,41,4.5,2017-05-01
Telemark kommuner,Midt-Telemark,Begge kjønn,18 - 66 år,461,7.3,2011-10-01
Telemark kommuner,Siljan,Kvinner,18 - 66 år,50,7.0,2017-05-01
Telemark kommuner,Nissedal,Begge kjønn,18 - 66 år,38,4.2,2011-10-01
Telemark kommuner,Siljan,Menn,18 - 66 år,25,3.5,2017-05-01
Telemark kommuner,Nome,Begge kjønn,18 - 66 år,225,5.5,2011-10-01
Telemark kommuner,Skien,Kvinner,18 - 66 år,1161,6.8,2017-05-01
Telemark kommuner,Notodden,Begge kjønn,18 - 66 år,733,9.5,2011-10-01
Telemark kommuner,Skien,Menn,18 - 66 år,966,5.6,2017-05-01
Telemark kommuner,Porsgrunn,Begge kjønn,18 - 66 år,1588,7.0,2011-10-01
Telemark kommuner,Tinn,Kvinner,18 - 66 år,77,4.4,2017-05-01
Telemark kommuner,Seljord,Begge kjønn,18 - 66 år,102,5.5,2011-10-01
Telemark kommuner,Tinn,Menn,18 - 66 år,85,4.6,2017-05-01
Telemark kommuner,Siljan,Begge kjønn,18 - 66 år,92,5.9,2011-10-01
Telemark kommuner,Tokke,Kvinner,18 - 66 år,29,4.6,2017-05-01
Telemark kommuner,Skien,Begge kjønn,18 - 66 år,2343,7.0,2011-10-01
Telemark kommuner,Tokke,Menn,18 - 66 år,28,3.9,2017-05-01
Telemark kommuner,Tinn,Begge kjønn,18 - 66 år,212,5.7,2011-10-01
Telemark kommuner,Vinje,Kvinner,18 - 66 år,61,5.5,2017-05-01
Telemark kommuner,Tokke,Begge kjønn,18 - 66 år,73,5.2,2011-10-01
Telemark kommuner,Vinje,Menn,18 - 66 år,47,4.0,2017-05-01
Telemark kommuner,Vinje,Begge kjønn,18 - 66 år,130,5.6,2011-10-01
Telemark kommuner,Bamble,Kvinner,18 - 66 år,333,7.7,2018-05-01
Telemark kommuner,Bamble,Begge kjønn,18 - 66 år,646,7.1,2012-10-01
Telemark kommuner,Bamble,Menn,18 - 66 år,286,6.5,2018-05-01
Telemark kommuner,Drangedal,Begge kjønn,18 - 66 år,168,6.7,2012-10-01
Telemark kommuner,Drangedal,Kvinner,18 - 66 år,84,7.1,2018-05-01
Telemark kommuner,Fyresdal,Begge kjønn,18 - 66 år,34,4.1,2012-10-01
Telemark kommuner,Drangedal,Menn,18 - 66 år,84,6.5,2018-05-01
Telemark kommuner,Hjartdal,Begge kjønn,18 - 66 år,80,8.3,2012-10-01
Telemark kommuner,Fyresdal,Kvinner,18 - 66 år,11,2.9,2018-05-01
Telemark kommuner,Kragerø,Begge kjønn,18 - 66 år,500,7.3,2012-10-01
Telemark kommuner,Fyresdal,Menn,18 - 66 år,18,4.3,2018-05-01
Telemark kommuner,Kviteseid,Begge kjønn,18 - 66 år,107,6.8,2012-10-01
Telemark kommuner,Hjartdal,Kvinner,18 - 66 år,31,7.1,2018-05-01
Telemark kommuner,Midt-Telemark,Begge kjønn,18 - 66 år,385,6.0,2012-10-01
Telemark kommuner,Hjartdal,Menn,18 - 66 år,19,4.0,2018-05-01
Telemark kommuner,Nissedal,Begge kjønn,18 - 66 år,28,3.1,2012-10-01
Telemark kommuner,Kragerø,Kvinner,18 - 66 år,182,5.8,2018-05-01
Telemark kommuner,Nome,Begge kjønn,18 - 66 år,206,5.0,2012-10-01
Telemark kommuner,Kragerø,Menn,18 - 66 år,187,5.8,2018-05-01
Telemark kommuner,Notodden,Begge kjønn,18 - 66 år,647,8.4,2012-10-01
Telemark kommuner,Kviteseid,Kvinner,18 - 66 år,55,7.7,2018-05-01
Telemark kommuner,Porsgrunn,Begge kjønn,18 - 66 år,1392,6.1,2012-10-01
Telemark kommuner,Kviteseid,Menn,18 - 66 år,40,5.0,2018-05-01
Telemark kommuner,Seljord,Begge kjønn,18 - 66 år,102,5.6,2012-10-01
Telemark kommuner,Midt-Telemark,Kvinner,18 - 66 år,224,6.8,2018-05-01
Telemark kommuner,Siljan,Begge kjønn,18 - 66 år,92,6.0,2012-10-01
Telemark kommuner,Midt-Telemark,Menn,18 - 66 år,173,4.9,2018-05-01
Telemark kommuner,Skien,Begge kjønn,18 - 66 år,2298,6.8,2012-10-01
Telemark kommuner,Nissedal,Kvinner,18 - 66 år,20,4.7,2018-05-01
Telemark kommuner,Tinn,Begge kjønn,18 - 66 år,166,4.5,2012-10-01
Telemark kommuner,Nissedal,Menn,18 - 66 år,17,3.6,2018-05-01
Telemark kommuner,Tokke,Begge kjønn,18 - 66 år,62,4.5,2012-10-01
Telemark kommuner,Nome,Kvinner,18 - 66 år,122,6.2,2018-05-01
Telemark kommuner,Vinje,Begge kjønn,18 - 66 år,108,4.6,2012-10-01
Telemark kommuner,Nome,Menn,18 - 66 år,119,5.7,2018-05-01
Telemark kommuner,Bamble,Begge kjønn,18 - 66 år,640,7.1,2013-10-01
Telemark kommuner,Notodden,Kvinner,18 - 66 år,300,7.9,2018-05-01
Telemark kommuner,Drangedal,Begge kjønn,18 - 66 år,152,6.0,2013-10-01
Telemark kommuner,Notodden,Menn,18 - 66 år,251,6.2,2018-05-01
Telemark kommuner,Fyresdal,Begge kjønn,18 - 66 år,35,4.3,2013-10-01
Telemark kommuner,Porsgrunn,Kvinner,18 - 66 år,762,6.7,2018-05-01
Telemark kommuner,Hjartdal,Begge kjønn,18 - 66 år,71,7.3,2013-10-01
Telemark kommuner,Porsgrunn,Menn,18 - 66 år,570,5.0,2018-05-01
Telemark kommuner,Kragerø,Begge kjønn,18 - 66 år,447,6.5,2013-10-01
Telemark kommuner,Seljord,Kvinner,18 - 66 år,66,7.8,2018-05-01
Telemark kommuner,Kviteseid,Begge kjønn,18 - 66 år,95,6.1,2013-10-01
Telemark kommuner,Seljord,Menn,18 - 66 år,34,3.8,2018-05-01
Telemark kommuner,Midt-Telemark,Begge kjønn,18 - 66 år,361,5.6,2013-10-01
Telemark kommuner,Siljan,Kvinner,18 - 66 år,53,7.5,2018-05-01
Telemark kommuner,Nissedal,Begge kjønn,18 - 66 år,36,3.9,2013-10-01
Telemark kommuner,Siljan,Menn,18 - 66 år,34,4.6,2018-05-01
Telemark kommuner,Nome,Begge kjønn,18 - 66 år,215,5.2,2013-10-01
Telemark kommuner,Skien,Kvinner,18 - 66 år,1089,6.4,2018-05-01
Telemark kommuner,Notodden,Begge kjønn,18 - 66 år,619,8.0,2013-10-01
Telemark kommuner,Skien,Menn,18 - 66 år,949,5.5,2018-05-01
Telemark kommuner,Porsgrunn,Begge kjønn,18 - 66 år,1463,6.5,2013-10-01
Telemark kommuner,Tinn,Kvinner,18 - 66 år,81,4.7,2018-05-01
Telemark kommuner,Seljord,Begge kjønn,18 - 66 år,102,5.7,2013-10-01
Telemark kommuner,Tinn,Menn,18 - 66 år,81,4.5,2018-05-01
Telemark kommuner,Siljan,Begge kjønn,18 - 66 år,68,4.6,2013-10-01
Telemark kommuner,Tokke,Kvinner,18 - 66 år,30,4.7,2018-05-01
Telemark kommuner,Skien,Begge kjønn,18 - 66 år,2351,6.9,2013-10-01
Telemark kommuner,Tokke,Menn,18 - 66 år,32,4.4,2018-05-01
Telemark kommuner,Tinn,Begge kjønn,18 - 66 år,174,4.7,2013-10-01
Telemark kommuner,Vinje,Kvinner,18 - 66 år,64,5.8,2018-05-01
Telemark kommuner,Tokke,Begge kjønn,18 - 66 år,57,4.1,2013-10-01
Telemark kommuner,Vinje,Menn,18 - 66 år,51,4.4,2018-05-01
Telemark kommuner,Vinje,Begge kjønn,18 - 66 år,103,4.4,2013-10-01
Telemark kommuner,Bamble,Kvinner,18 - 66 år,323,7.6,2019-05-01
Telemark kommuner,Bamble,Begge kjønn,18 - 66 år,661,7.3,2014-10-01
Telemark kommuner,Bamble,Menn,18 - 66 år,253,5.7,2019-05-01
Telemark kommuner,Drangedal,Begge kjønn,18 - 66 år,162,6.4,2014-10-01
Telemark kommuner,Drangedal,Kvinner,18 - 66 år,80,6.7,2019-05-01
Telemark kommuner,Fyresdal,Begge kjønn,18 - 66 år,35,4.4,2014-10-01
Telemark kommuner,Drangedal,Menn,18 - 66 år,92,7.2,2019-05-01
Telemark kommuner,Hjartdal,Begge kjønn,18 - 66 år,59,6.2,2014-10-01
Telemark kommuner,Fyresdal,Kvinner,18 - 66 år,13,3.6,2019-05-01
Telemark kommuner,Kragerø,Begge kjønn,18 - 66 år,406,6.1,2014-10-01
Telemark kommuner,Fyresdal,Menn,18 - 66 år,21,5.3,2019-05-01
Telemark kommuner,Kviteseid,Begge kjønn,18 - 66 år,89,5.7,2014-10-01
Telemark kommuner,Hjartdal,Kvinner,18 - 66 år,23,5.3,2019-05-01
Telemark kommuner,Midt-Telemark,Begge kjønn,18 - 66 år,408,6.3,2014-10-01
Telemark kommuner,Hjartdal,Menn,18 - 66 år,18,3.9,2019-05-01
Telemark kommuner,Nissedal,Begge kjønn,18 - 66 år,36,3.9,2014-10-01
Telemark kommuner,Kragerø,Kvinner,18 - 66 år,168,5.4,2019-05-01
Telemark kommuner,Nome,Begge kjønn,18 - 66 år,241,5.9,2014-10-01
Telemark kommuner,Kragerø,Menn,18 - 66 år,175,5.5,2019-05-01
Telemark kommuner,Notodden,Begge kjønn,18 - 66 år,619,8.0,2014-10-01
Telemark kommuner,Kviteseid,Kvinner,18 - 66 år,55,7.8,2019-05-01
Telemark kommuner,Porsgrunn,Begge kjønn,18 - 66 år,1494,6.6,2014-10-01
Telemark kommuner,Kviteseid,Menn,18 - 66 år,45,5.6,2019-05-01
Telemark kommuner,Seljord,Begge kjønn,18 - 66 år,97,5.3,2014-10-01
Telemark kommuner,Midt-Telemark,Kvinner,18 - 66 år,211,6.4,2019-05-01
Telemark kommuner,Siljan,Begge kjønn,18 - 66 år,67,4.6,2014-10-01
Telemark kommuner,Midt-Telemark,Menn,18 - 66 år,209,5.9,2019-05-01
Telemark kommuner,Skien,Begge kjønn,18 - 66 år,2226,6.5,2014-10-01
Telemark kommuner,Nissedal,Kvinner,18 - 66 år,18,4.3,2019-05-01
Telemark kommuner,Tinn,Begge kjønn,18 - 66 år,185,5.0,2014-10-01
Telemark kommuner,Nissedal,Menn,18 - 66 år,14,3.1,2019-05-01
Telemark kommuner,Tokke,Begge kjønn,18 - 66 år,52,3.8,2014-10-01
Telemark kommuner,Nome,Kvinner,18 - 66 år,110,5.6,2019-05-01
Telemark kommuner,Vinje,Begge kjønn,18 - 66 år,90,3.9,2014-10-01
Telemark kommuner,Nome,Menn,18 - 66 år,101,4.9,2019-05-01
Telemark kommuner,Bamble,Begge kjønn,18 - 66 år,642,7.3,2015-10-01
Telemark kommuner,Notodden,Kvinner,18 - 66 år,265,7.0,2019-05-01
Telemark kommuner,Drangedal,Begge kjønn,18 - 66 år,177,7.0,2015-10-01
Telemark kommuner,Notodden,Menn,18 - 66 år,230,5.8,2019-05-01
Telemark kommuner,Fyresdal,Begge kjønn,18 - 66 år,31,3.8,2015-10-01
Telemark kommuner,Porsgrunn,Kvinner,18 - 66 år,685,6.1,2019-05-01
Telemark kommuner,Hjartdal,Begge kjønn,18 - 66 år,61,6.5,2015-10-01
Telemark kommuner,Porsgrunn,Menn,18 - 66 år,541,4.7,2019-05-01
Telemark kommuner,Kragerø,Begge kjønn,18 - 66 år,432,6.5,2015-10-01
Telemark kommuner,Seljord,Kvinner,18 - 66 år,55,6.6,2019-05-01
Telemark kommuner,Kviteseid,Begge kjønn,18 - 66 år,87,5.6,2015-10-01
Telemark kommuner,Seljord,Menn,18 - 66 år,38,4.3,2019-05-01
Telemark kommuner,Midt-Telemark,Begge kjønn,18 - 66 år,426,6.6,2015-10-01
Telemark kommuner,Siljan,Kvinner,18 - 66 år,40,5.7,2019-05-01
Telemark kommuner,Nissedal,Begge kjønn,18 - 66 år,39,4.3,2015-10-01
Telemark kommuner,Siljan,Menn,18 - 66 år,31,4.1,2019-05-01
Telemark kommuner,Nome,Begge kjønn,18 - 66 år,243,6.0,2015-10-01
Telemark kommuner,Skien,Kvinner,18 - 66 år,977,5.7,2019-05-01
Telemark kommuner,Notodden,Begge kjønn,18 - 66 år,681,8.6,2015-10-01
Telemark kommuner,Skien,Menn,18 - 66 år,872,5.1,2019-05-01
Telemark kommuner,Porsgrunn,Begge kjønn,18 - 66 år,1592,7.0,2015-10-01
Telemark kommuner,Tinn,Kvinner,18 - 66 år,82,4.7,2019-05-01
Telemark kommuner,Seljord,Begge kjønn,18 - 66 år,93,5.1,2015-10-01
Telemark kommuner,Tinn,Menn,18 - 66 år,70,3.9,2019-05-01
Telemark kommuner,Siljan,Begge kjønn,18 - 66 år,67,4.6,2015-10-01
Telemark kommuner,Tokke,Kvinner,18 - 66 år,26,4.1,2019-05-01
Telemark kommuner,Skien,Begge kjønn,18 - 66 år,2328,6.8,2015-10-01
Telemark kommuner,Tokke,Menn,18 - 66 år,31,4.3,2019-05-01
Telemark kommuner,Tinn,Begge kjønn,18 - 66 år,193,5.3,2015-10-01
Telemark kommuner,Vinje,Kvinner,18 - 66 år,64,5.8,2019-05-01
Telemark kommuner,Tokke,Begge kjønn,18 - 66 år,59,4.3,2015-10-01
Telemark kommuner,Vinje,Menn,18 - 66 år,45,3.8,2019-05-01
Telemark kommuner,Vinje,Begge kjønn,18 - 66 år,98,4.3,2015-10-01
Telemark kommuner,Bamble,Kvinner,18 - 66 år,296,7.0,2020-05-01
Telemark kommuner,Bamble,Begge kjønn,18 - 66 år,678,7.7,2016-10-01
Telemark kommuner,Bamble,Menn,18 - 66 år,252,5.7,2020-05-01
Telemark kommuner,Drangedal,Begge kjønn,18 - 66 år,186,7.5,2016-10-01
Telemark kommuner,Drangedal,Kvinner,18 - 66 år,74,6.2,2020-05-01
Telemark kommuner,Fyresdal,Begge kjønn,18 - 66 år,34,4.3,2016-10-01
Telemark kommuner,Drangedal,Menn,18 - 66 år,81,6.3,2020-05-01
Telemark kommuner,Hjartdal,Begge kjønn,18 - 66 år,59,6.3,2016-10-01
Telemark kommuner,Fyresdal,Kvinner,18 - 66 år,14,3.9,2020-05-01
Telemark kommuner,Kragerø,Begge kjønn,18 - 66 år,356,5.5,2016-10-01
Telemark kommuner,Fyresdal,Menn,18 - 66 år,26,6.6,2020-05-01
Telemark kommuner,Kviteseid,Begge kjønn,18 - 66 år,111,7.2,2016-10-01
Telemark kommuner,Hjartdal,Kvinner,18 - 66 år,22,5.1,2020-05-01
Telemark kommuner,Midt-Telemark,Begge kjønn,18 - 66 år,431,6.5,2016-10-01
Telemark kommuner,Hjartdal,Menn,18 - 66 år,19,4.0,2020-05-01
Telemark kommuner,Nissedal,Begge kjønn,18 - 66 år,43,4.8,2016-10-01
Telemark kommuner,Kragerø,Kvinner,18 - 66 år,169,5.5,2020-05-01
Telemark kommuner,Nome,Begge kjønn,18 - 66 år,256,6.3,2016-10-01
Telemark kommuner,Kragerø,Menn,18 - 66 år,188,6.0,2020-05-01
Telemark kommuner,Notodden,Begge kjønn,18 - 66 år,632,8.0,2016-10-01
Telemark kommuner,Kviteseid,Kvinner,18 - 66 år,51,7.1,2020-05-01
Telemark kommuner,Porsgrunn,Begge kjønn,18 - 66 år,1506,6.6,2016-10-01
Telemark kommuner,Kviteseid,Menn,18 - 66 år,47,5.8,2020-05-01
Telemark kommuner,Seljord,Begge kjønn,18 - 66 år,108,6.0,2016-10-01
Telemark kommuner,Midt-Telemark,Kvinner,18 - 66 år,180,5.7,2020-05-01
Telemark kommuner,Siljan,Begge kjønn,18 - 66 år,82,5.7,2016-10-01
Telemark kommuner,Midt-Telemark,Menn,18 - 66 år,195,5.9,2020-05-01
Telemark kommuner,Skien,Begge kjønn,18 - 66 år,2181,6.4,2016-10-01
Telemark kommuner,Nissedal,Kvinner,18 - 66 år,21,5.1,2020-05-01
Telemark kommuner,Tinn,Begge kjønn,18 - 66 år,164,4.5,2016-10-01
Telemark kommuner,Nissedal,Menn,18 - 66 år,19,4.4,2020-05-01
Telemark kommuner,Tokke,Begge kjønn,18 - 66 år,62,4.5,2016-10-01
Telemark kommuner,Nome,Kvinner,18 - 66 år,104,5.4,2020-05-01
Telemark kommuner,Vinje,Begge kjønn,18 - 66 år,97,4.2,2016-10-01
Telemark kommuner,Nome,Menn,18 - 66 år,100,4.9,2020-05-01
Telemark kommuner,Bamble,Begge kjønn,18 - 66 år,621,7.1,2017-10-01
Telemark kommuner,Notodden,Kvinner,18 - 66 år,236,6.0,2020-05-01
Telemark kommuner,Drangedal,Begge kjønn,18 - 66 år,179,7.2,2017-10-01
Telemark kommuner,Notodden,Menn,18 - 66 år,241,5.8,2020-05-01
Telemark kommuner,Fyresdal,Begge kjønn,18 - 66 år,34,4.2,2017-10-01
Telemark kommuner,Porsgrunn,Kvinner,18 - 66 år,660,5.8,2020-05-01
Telemark kommuner,Hjartdal,Begge kjønn,18 - 66 år,60,6.5,2017-10-01
Telemark kommuner,Porsgrunn,Menn,18 - 66 år,580,5.0,2020-05-01
Telemark kommuner,Kragerø,Begge kjønn,18 - 66 år,362,5.6,2017-10-01
Telemark kommuner,Seljord,Kvinner,18 - 66 år,46,5.6,2020-05-01
Telemark kommuner,Kviteseid,Begge kjønn,18 - 66 år,109,7.1,2017-10-01
Telemark kommuner,Seljord,Menn,18 - 66 år,44,5.1,2020-05-01
Telemark kommuner,Midt-Telemark,Begge kjønn,18 - 66 år,410,6.0,2017-10-01
Telemark kommuner,Siljan,Kvinner,18 - 66 år,36,5.1,2020-05-01
Telemark kommuner,Nissedal,Begge kjønn,18 - 66 år,40,4.4,2017-10-01
Telemark kommuner,Siljan,Menn,18 - 66 år,28,3.7,2020-05-01
Telemark kommuner,Nome,Begge kjønn,18 - 66 år,250,6.1,2017-10-01
Telemark kommuner,Skien,Kvinner,18 - 66 år,956,5.6,2020-05-01
Telemark kommuner,Notodden,Begge kjønn,18 - 66 år,567,7.2,2017-10-01
Telemark kommuner,Skien,Menn,18 - 66 år,876,5.1,2020-05-01
Telemark kommuner,Porsgrunn,Begge kjønn,18 - 66 år,1393,6.1,2017-10-01
Telemark kommuner,Tinn,Kvinner,18 - 66 år,87,5.2,2020-05-01
Telemark kommuner,Seljord,Begge kjønn,18 - 66 år,105,6.0,2017-10-01
Telemark kommuner,Tinn,Menn,18 - 66 år,66,3.8,2020-05-01
Telemark kommuner,Siljan,Begge kjønn,18 - 66 år,83,5.8,2017-10-01
Telemark kommuner,Tokke,Kvinner,18 - 66 år,34,5.5,2020-05-01
Telemark kommuner,Skien,Begge kjønn,18 - 66 år,2127,6.2,2017-10-01
Telemark kommuner,Tokke,Menn,18 - 66 år,25,3.5,2020-05-01
Telemark kommuner,Tinn,Begge kjønn,18 - 66 år,162,4.5,2017-10-01
Telemark kommuner,Vinje,Kvinner,18 - 66 år,57,5.1,2020-05-01
Telemark kommuner,Tokke,Begge kjønn,18 - 66 år,54,3.9,2017-10-01
Telemark kommuner,Vinje,Menn,18 - 66 år,55,4.7,2020-05-01
Telemark kommuner,Vinje,Begge kjønn,18 - 66 år,108,4.7,2017-10-01
Telemark kommuner,Bamble,Kvinner,18 - 66 år,305,7.3,2021-05-01
Telemark kommuner,Bamble,Begge kjønn,18 - 66 år,586,6.7,2018-10-01
Telemark kommuner,Bamble,Menn,18 - 66 år,254,5.9,2021-05-01
Telemark kommuner,Drangedal,Begge kjønn,18 - 66 år,164,6.6,2018-10-01
Telemark kommuner,Drangedal,Kvinner,18 - 66 år,84,7.0,2021-05-01
Telemark kommuner,Fyresdal,Begge kjønn,18 - 66 år,28,3.6,2018-10-01
Telemark kommuner,Drangedal,Menn,18 - 66 år,83,6.5,2021-05-01
Telemark kommuner,Hjartdal,Begge kjønn,18 - 66 år,52,5.7,2018-10-01
Telemark kommuner,Fyresdal,Kvinner,18 - 66 år,17,4.8,2021-05-01
Telemark kommuner,Kragerø,Begge kjønn,18 - 66 år,343,5.4,2018-10-01
Telemark kommuner,Fyresdal,Menn,18 - 66 år,21,5.5,2021-05-01
Telemark kommuner,Kviteseid,Begge kjønn,18 - 66 år,91,6.0,2018-10-01
Telemark kommuner,Hjartdal,Kvinner,18 - 66 år,17,3.9,2021-05-01
Telemark kommuner,Midt-Telemark,Begge kjønn,18 - 66 år,400,5.7,2018-10-01
Telemark kommuner,Hjartdal,Menn,18 - 66 år,24,5.1,2021-05-01
Telemark kommuner,Nissedal,Begge kjønn,18 - 66 år,29,3.3,2018-10-01
Telemark kommuner,Kragerø,Kvinner,18 - 66 år,170,5.7,2021-05-01
Telemark kommuner,Nome,Begge kjønn,18 - 66 år,235,5.8,2018-10-01
Telemark kommuner,Kragerø,Menn,18 - 66 år,213,6.8,2021-05-01
Telemark kommuner,Notodden,Begge kjønn,18 - 66 år,546,7.0,2018-10-01
Telemark kommuner,Kviteseid,Kvinner,18 - 66 år,50,7.0,2021-05-01
Telemark kommuner,Porsgrunn,Begge kjønn,18 - 66 år,1275,5.6,2018-10-01
Telemark kommuner,Kviteseid,Menn,18 - 66 år,51,6.5,2021-05-01
Telemark kommuner,Seljord,Begge kjønn,18 - 66 år,105,6.1,2018-10-01
Telemark kommuner,Midt-Telemark,Kvinner,18 - 66 år,192,6.1,2021-05-01
Telemark kommuner,Siljan,Begge kjønn,18 - 66 år,76,5.3,2018-10-01
Telemark kommuner,Midt-Telemark,Menn,18 - 66 år,185,5.6,2021-05-01
Telemark kommuner,Skien,Begge kjønn,18 - 66 år,1918,5.6,2018-10-01
Telemark kommuner,Nissedal,Kvinner,18 - 66 år,20,5.0,2021-05-01
Telemark kommuner,Tinn,Begge kjønn,18 - 66 år,150,4.3,2018-10-01
Telemark kommuner,Nissedal,Menn,18 - 66 år,24,5.6,2021-05-01
Telemark kommuner,Tokke,Begge kjønn,18 - 66 år,59,4.3,2018-10-01
Telemark kommuner,Nome,Kvinner,18 - 66 år,100,5.2,2021-05-01
Telemark kommuner,Vinje,Begge kjønn,18 - 66 år,109,4.8,2018-10-01
Telemark kommuner,Nome,Menn,18 - 66 år,109,5.4,2021-05-01
Telemark kommuner,Bamble,Begge kjønn,18 - 66 år,545,6.3,2019-10-01
Telemark kommuner,Notodden,Kvinner,18 - 66 år,236,6.1,2021-05-01
Telemark kommuner,Drangedal,Begge kjønn,18 - 66 år,150,6.1,2019-10-01
Telemark kommuner,Notodden,Menn,18 - 66 år,228,5.5,2021-05-01
Telemark kommuner,Fyresdal,Begge kjønn,18 - 66 år,34,4.4,2019-10-01
Telemark kommuner,Porsgrunn,Kvinner,18 - 66 år,682,6.0,2021-05-01
Telemark kommuner,Hjartdal,Begge kjønn,18 - 66 år,40,4.4,2019-10-01
Telemark kommuner,Porsgrunn,Menn,18 - 66 år,598,5.2,2021-05-01
Telemark kommuner,Kragerø,Begge kjønn,18 - 66 år,333,5.4,2019-10-01
Telemark kommuner,Seljord,Kvinner,18 - 66 år,48,5.8,2021-05-01
Telemark kommuner,Kviteseid,Begge kjønn,18 - 66 år,97,6.5,2019-10-01
Telemark kommuner,Seljord,Menn,18 - 66 år,52,5.9,2021-05-01
Telemark kommuner,Midt-Telemark,Begge kjønn,18 - 66 år,395,5.8,2019-10-01
Telemark kommuner,Siljan,Kvinner,18 - 66 år,42,6.0,2021-05-01
Telemark kommuner,Nissedal,Begge kjønn,18 - 66 år,29,3.4,2019-10-01
Telemark kommuner,Siljan,Menn,18 - 66 år,30,4.1,2021-05-01
Telemark kommuner,Nome,Begge kjønn,18 - 66 år,200,5.0,2019-10-01
Telemark kommuner,Skien,Kvinner,18 - 66 år,1046,6.2,2021-05-01
Telemark kommuner,Notodden,Begge kjønn,18 - 66 år,466,6.0,2019-10-01
Telemark kommuner,Skien,Menn,18 - 66 år,970,5.6,2021-05-01
Telemark kommuner,Porsgrunn,Begge kjønn,18 - 66 år,1196,5.2,2019-10-01
Telemark kommuner,Tinn,Kvinner,18 - 66 år,97,5.8,2021-05-01
Telemark kommuner,Seljord,Begge kjønn,18 - 66 år,90,5.3,2019-10-01
Telemark kommuner,Tinn,Menn,18 - 66 år,75,4.3,2021-05-01
Telemark kommuner,Siljan,Begge kjønn,18 - 66 år,74,5.1,2019-10-01
Telemark kommuner,Tokke,Kvinner,18 - 66 år,45,7.6,2021-05-01
Telemark kommuner,Skien,Begge kjønn,18 - 66 år,1778,5.2,2019-10-01
Telemark kommuner,Tokke,Menn,18 - 66 år,45,6.3,2021-05-01
Telemark kommuner,Tinn,Begge kjønn,18 - 66 år,161,4.6,2019-10-01
Telemark kommuner,Vinje,Kvinner,18 - 66 år,61,5.5,2021-05-01
Telemark kommuner,Tokke,Begge kjønn,18 - 66 år,53,3.9,2019-10-01
Telemark kommuner,Vinje,Menn,18 - 66 år,59,5.1,2021-05-01
Telemark kommuner,Vinje,Begge kjønn,18 - 66 år,107,4.7,2019-10-01
Telemark kommuner,Bamble,Kvinner,18 - 66 år,316,7.6,2022-05-01
Telemark kommuner,Bamble,Begge kjønn,18 - 66 år,542,6.3,2020-10-01
Telemark kommuner,Bamble,Menn,18 - 66 år,239,5.5,2022-05-01
Telemark kommuner,Drangedal,Begge kjønn,18 - 66 år,151,6.1,2020-10-01
Telemark kommuner,Drangedal,Kvinner,18 - 66 år,98,8.3,2022-05-01
Telemark kommuner,Fyresdal,Begge kjønn,18 - 66 år,42,5.7,2020-10-01
Telemark kommuner,Drangedal,Menn,18 - 66 år,86,6.7,2022-05-01
Telemark kommuner,Hjartdal,Begge kjønn,18 - 66 år,36,4.0,2020-10-01
Telemark kommuner,Fyresdal,Kvinner,18 - 66 år,18,5.1,2022-05-01
Telemark kommuner,Kragerø,Begge kjønn,18 - 66 år,370,6.0,2020-10-01
Telemark kommuner,Fyresdal,Menn,18 - 66 år,15,4.1,2022-05-01
Telemark kommuner,Kviteseid,Begge kjønn,18 - 66 år,97,6.4,2020-10-01
Telemark kommuner,Hjartdal,Kvinner,18 - 66 år,25,5.7,2022-05-01
Telemark kommuner,Midt-Telemark,Begge kjønn,18 - 66 år,382,5.9,2020-10-01
Telemark kommuner,Hjartdal,Menn,18 - 66 år,22,4.7,2022-05-01
Telemark kommuner,Nissedal,Begge kjønn,18 - 66 år,36,4.3,2020-10-01
Telemark kommuner,Kragerø,Kvinner,18 - 66 år,173,5.8,2022-05-01
