Organisasjonsnummer,Navn,Nivå enhetsregisteret,Antall ansatte
914538114,Tores bilshine tore fonstad,1,
914735742,Bilteknikk Kviteseid AS,1,
914990157,Åsmund sande kvålen,1,
915087442,Anders ekornrød,1,
915273912,"Avs andrès vedlikeholdsservice, v/andre wilmes",1,
915921884,Grenland antirust AS,1,
915945570,Bsh service henriksen,1,
916043864,Lakk og vedlikehold tommy harald aasdalen hauge,1,
916302282,Hjuksebø dekkhotell AS,1,
916556993,Donnyauto gelbuda enk,1,
916562675,Erik bjålid,1,
916579721,Lunde auto AS,1,
916619022,Norlift special vehicles AS,1,
916762224,Karus virginijus karalius,1,
916849532,Bakken tuning & bil AS,1,
917860416,Autopleie notodden/ stenersen,1,
918306234,Kvalitet bilpleie AS,1,
918611746,Sada holding AS,1,
919320737,Carwash.no AS,1,
919323663,Windsvoll drift AS,1,
920554601,Kars verksted AS,1,
920729789,Telemark laser AS,1,
920999743,Erma holding AS,1,
921095732,Skaanes auto,1,
921142935,Centrum bilpleie Notodden AS,1,
921263732,Roheim lastebilinnredning,1,
921496419,Lindvall turbo & tuning AS,1,
921600925,Borgen holding AS,1,
921624875,Pedersen bilpleiesenter,1,
922095221,Brekke roe billakkering,1,
922183767,Rimantas gedrimas,1,
922212848,Ssp motorcenter AS,1,
922572933,Bilteam AS,1,
922875022,Grenland billakkering AS,1,
922964092,Kh styling & lakkering haugland,1,
923156658,A.i service & tjenester arve iversen,1,
923247696,Hama bilvask,1,
923350039,Meisen mekaniske,1,
923366342,K stendalen,1,
923452184,Notodden tuning - kaasa motor,1,
923886907,Ekotuning hallingdal AS,1,
924028351,Autobudget service AS,1,
924450134,Stein ove bjørge,1,
924518030,Rolf magne bråtane,1,
924797339,Ole bjørn kraus,1,
925024635,Haugland bil & multiservice,1,
925057878,A.h.nielsen,1,
925160148,Nbk verksted AS,1,
925162310,Jon seltveit,1,
925244457,Larsen bilservice AS,1,
925280879,Sindre waage,1,
925323659,Sverre grimstvedt,1,
925585815,Forberg bilpleie,1,
925923230,Stensrud mek. AS,1,
926152521,Dalen bil og båt pleieservice,1,
926381636,Hellstad auto & photo AS,1,
926460870,Kht holding AS,1,
927256681,Norsjø bilpleie - kristoffer håre,1,
927284944,Runes garasje rune okan,1,
927442183,123 multiservice AS,1,
927758350,Lastebilverksted AS,1,
927968371,Rikard reiersen,1,
928026264,Direct holding AS,1,
928107655,Sb rep bamle,1,
928225801,Haukenes mek,1,
928247678,Raukleiv bil,1,
928312569,Bergland multiassistanse,1,
928518299,Vibeto racing,1,
928609472,Brotorvet bilpleie AS,1,
928622479,Temper'n AS,1,
928762793,Austad bilpleie AS,1,
928965015,Performance klubb - f. vieira fernandez,1,
928999963,Telemark antirust AS,1,
929033701,Mehren nesten alt,1,
929202198,Kevin nordjordet,1,
929240421,Olsen bil og båtpleie,1,
929361393,Notodden bilpleiesenter audun jonsås,1,
929453409,Road rage custom AS,1,
929636473,Brandviks felg & fix,1,
929776933,Mnm bilspa AS,1,
929913590,Sandersen motorsenter AS,1,
929977777,Telemark storbilservice AS,1,
930115185,Vesterdal karosseri,1,
930516422,Steen johansen antirust og bilpleie,1,
930568430,Tormod nilsson,1,
930703710,Geir johansens garasje,1,
930931446,Skien bilpleie shamsiddinov,1,
930982032,Knutsen mekaniske,1,
930986488,T holte bobilhjelp,1,
931162195,Finstad auto AS,1,
931350323,Rs bilverksted AS,1,
931796747,Nordskog,1,
931799401,Rh mekaniske ronny hansen,1,
931856588,Rentro AS,1,
931863029,Autonomi detailing al-salihi,1,
931970755,Andersen dekk & motor service AS,1,
932362066,Bakken service,1,
932428032,Solvang bilpleie,1,
932469588,Vefall bil og last - hansen,1,
932482991,Ss-gear svendsen,1,
932728982,Linkjendal bilforretning AS,1,
932749297,Multiassistanse AS,1,
932775530,Stian øverland,1,
932993945,Flekkeråsen holding AS,1,
933149447,Bilinnreder1 AS,1,
933181200,Bpt AS,1,
933294846,Ag glodek bil,1,
933448304,Høgli karosseri,1,
933536890,Thorsen bilpleie,1,
933537846,Cb caravanservice AS,1,
933659097,Moss bil & båtpleie AS,1,
933661539,Pit-stop AS,1,
933752410,Gundersen detailing,1,
933806138,Eliassen service,1,
933832759,Vaa hauge mekaniske,1,
933858960,Bø sentrum vaskeri alhajj-ahmed,1,
933928276,Linkjendal bilforretning as konkursbo,1,
933972143,Drangedal auto AS,1,
934107365,Johannesen dekkservice,1,
934214277,Slåtta invest AS,1,
934254120,Birk lyngdal,1,
934341902,Velta bilvask AS,1,
934360737,Pål slåen AS,1,
934645774,Reiersen autolakkering,1,
935234565,Robin grana sandene service og vedlikehold,1,
935297982,Oddis fix AS,1,
935316316,Eckholdt bilpleie,1,
935355168,Øivind holding invest AS,1,
935365724,Kjørbekk bilpleie mhamad,1,
935386683,Lutek by amundsen,1,
935441196,W bilpleie winger,1,
935455693,Service & mekanikk rønningen,1,
935517877,Thomter servicesenter AS,1,
935590329,Sandersen motorsenter as tvangsavviklingsbo,1,
935757037,Grenland truckservice AS,1,
935843502,Privet transport og bilverksted,1,
935854601,Foliegutta AS,1,
935948541,Kbk v/k. berge,1,
935982618,Moland tekniske tjenester,1,
936017746,Super bilvask almoghrabi,1,
936099432,Klyve bilpleie abduxomidov,1,
936110010,Alfa bilpleie AS,1,
936329535,Hammer bilpleie,1,
936367798,Bilinnredern as konkursbo,1,
936546625,Gnikk & gnu hansen,1,
939905596,Slåtta transport,1,
947432974,Wang auto,1,
953124882,Tveit bilverksted,1,
954303896,Birger gjestland motor,1,
955156552,Haug bros,1,
955823079,Nopava senteret,1,
963019106,Kragerø miljøservice tom risøy,1,
965872604,Haugans bil AS,1,
966227885,Bjørn berge AS,1,
967582875,Lundeberg bilpleie,1,
969966697,Vidar andersen,1,
969966719,Vrådal bilsenter olav kleiv,1,
970157808,Haldor tveitan,1,
970157824,Bjørn moens bilverksted,1,
970284257,Telemark radiatorservice pål rød,1,
970388222,Gb autotech gunnar borgen,1,
970437479,Pettersen jon cato,1,
970896686,Krysset bil h j skogly,1,
970944605,Haugan inge billakkering,1,
971092181,Einars bilverksted v/e gurholt,1,
971147040,Sønsttveiten service,1,
971585668,Dalen service AS,1,
974279061,Ottar særsland,1,
974496143,Dm automek AS,1,
976071662,Isaksen motorverksted,1,
976387996,Steinar granengs bilverksted AS,1,
977103428,Per roger tvedt,1,
979366426,Sunde autofiks,1,
980073394,Sa service asbjørn brekke,1,
980416534,Svendsen eksos Skien AS,1,
980567044,Per olav vegen - service,1,
980577031,Gbb grenland bilbehandeling ans,1,
980672719,Eek bilpleie og transport,1,
980940381,Pit lane autoshine da,1,
981227417,Grenland truckservice AS,1,
981472659,Bø auto humlebrekke,1,
981539095,Notodden bilskade ans,1,
981567544,Autopartner Seljord AS,1,
981657454,Sanda auto bjarne erlend sanda,1,
981917065,Kleivs bilverksted,1,
982095816,Jahn erik flatland,1,
983255833,Bany AS,1,
983452221,Bildeler Porsgrunn AS,1,
984628528,Skiens automobilverksted AS,1,
984673639,Lunde lastebilverksted AS,1,
985159696,Skien bilrestaurering torstein johannesen,1,
985625174,Redning24 AS,1,
986029850,Bjørn torjus sauar,1,
986429700,Prt service per roar tveit,1,
986638687,Tommys bilpleie og bilformidling da,1,
986747516,Torbjørn myrland,1,
987289309,Vest-telemark traktorservice einar krossbakken,1,
987530812,Jeppes sveis og maskinering per jespersen,1,
988342564,Hagen racing,1,
988491527,Kåre richart pedersen,1,
988634654,V engebretsen rustbehandling,1,
988751804,Ole jakob tudal,1,
988771031,Furuvik bil & karosseri,1,
988879711,Borgar kittilsen holding AS,1,
988899135,Rw holding AS,1,
989025015,Truma holding AS,1,
990462666,Moe gård,1,
990648379,Multi assistanse erik mathisbråten,1,
991041176,Pg-service AS,1,
991219420,Tvervik billakkering AS,1,
991860622,Drangedal bilverksted v/jan arve bergane,1,
992451319,Brendemo lakkering og vedlikehold,1,
993341983,Bilinnredern AS,1,
994539396,Stian pettersen,1,
994724991,Hansen motor & service,1,
994999427,Airbrush & design - monica thordén haug,1,
995233177,Ts service tore straume,1,
995261898,Ssp motor knut grave,1,
995384922,Rolf thommessen eftf nuf,1,
995802376,Bilteknisk konsulent jon midtveit,1,
996219739,Kasin bilverksted,1,
996657035,Cato lier,1,
996745503,Dahlen bilpleie og utleie,1,
996966534,Th bil & motor tommy herregården,1,
997046021,Bilverksted alisauskas,1,
997145526,Kami bilpleie da,1,
997323831,Olav brekke AS,1,
997381149,Berlinetta service dagfinn moe,1,
997448219,Telemark hyttebygg ole martin galborgen,1,
997731166,Bø bilverksted v/haugen,1,
998086930,Ariana bilpleie AS,1,
998796334,Jusys salg og service AS,1,
998819261,Mobile billakkering AS,1,
999183247,Skien bilkontroll v/daleng,1,
946502294,Kjetil espeland,1,
956702992,Mc-service arvid andreassen,1,
993742341,Tveten mopedverksted,1,
993919527,Sønsterud motor-cycles,1,
835284352,Nye ren tekstil AS,1,
926347438,Kamanzi services,1,
970907386,Orion AS,1,
970998942,Ingolf a knutsens renseri gunnar knutsen,1,
813826712,Gro's frisør AS,1,
814410412,Borgestad frisør hussein mlitat,1,
815922832,Maria frisør maria nystad,1,
816261872,Rock frisør AS,1,
821291062,Balus frisør babak begi,1,
823007582,Sophie riis,1,
824479682,Twins frisør AS,1,
824631042,Flowers beauty ezhar eskandar kudayar al-salihi,1,
825243542,Fmg AS,1,
827616842,Lotte og leon AS,1,
828093142,Flatha,1,
828182102,Lucky barber AS,1,
829170132,Langelands hår og skjønnhet,1,
830679812,Mister daniel frisør rasuli,1,
831762772,Saucyyy ali,1,
831964022,Ekeli krøll,1,
832697532,Haugen believe,1,
832746622,Kverndalen frisør fredriksen,1,
833475142,Sadoun barbershop AS,1,
833647512,Rebecca hansen frisør AS,1,
833701932,Spire salong AS,1,
835407802,Lett frisør AS,1,
835670082,M. bakaas,1,
858709482,Hår kjellern heidi beate haugland,1,
869965812,Orawan dame- og herrefrisør,1,
878653432,Britt merethe amundsen,1,
891478372,Salong hovenga AS,1,
891722192,Alicia nøklegård,1,
892508232,Santa fe klippotek tori bjørnsen,1,
895963682,Storgata frisør sissel janne buer,1,
899002962,Amy cliphouse AS,1,
911608758,Frisørene på lie AS,1,
911662396,Næss frisør AS,1,
911849828,Klipperia susanne amundsen,1,
911855275,Madebyme AS,1,
912053245,Eline spilde,1,
912353052,Pornprawee øvsterud,1,
912440117,"Kims frisør, herreavdelingen kim robert holmgren kristiansen",1,
912628337,Alpha blond styling frida charlene larsen,1,
912713407,Hårkjelleren gare,1,
912862763,Lille my v/anne jorunn nordahl,1,
912995666,Salong saks AS,1,
913394089,Hildes frisør sandvold bergan,1,
913570588,Gentlemens corner frisørsalong nema jaffari,1,
914076129,Hendrix hair Porsgrunn AS,1,
914183731,Kobber frisør AS,1,
914267595,Mitt & ditt velvære AS,1,
915003303,Grønvold frisør v/tina grønvold,1,
915295614,Tango sønstebøtunet AS,1,
915321275,Saxon frisør AS,1,
915536174,Fjong frisør/heidi faane,1,
916222599,Hilde iren kjørsvik,1,
916230729,Gina helgesen AS,1,
916280548,Just 4 you frisør armin rovcanin,1,
916563000,Rana-zadeh arsalan,1,
917007691,Headonism frisør salong ivana jezidzic,1,
917299110,Storgata frisør AS,1,
917468249,Fjellklyppen AS,1,
917472688,Malins frisør AS,1,
918027076,Tom wolf AS,1,
918639039,Finsveen hårstudio AS,1,
918771824,Stebi AS,1,
918902198,Ida s frisør ida nilsen,1,
919458216,Anette hylland,1,
919477296,Cam&cem frisør jamshid amini,1,
920051103,Chris frisør AS,1,
920324290,Salong gregorius AS,1,
920456960,Mrs chira AS,1,
920466672,Krysset frisør AS,1,
920806783,Josef frisør AS,1,
920876455,Jeta frisør AS,1,
921532407,Notodden frisørsalong genet tesfay gebrekristos,1,
921676549,Tone follaug frisør,1,
921719841,Abraham frisør ibrahim khalil ibrahim muharram,1,
921882769,Zåbra holding AS,1,
922193819,Pirm.line oda pirmeline hihn,1,
922261245,Salong24 AS,1,
922600147,Salon flores ruth lissette toval flores,1,
923357629,Siljan dame og herrefrisør oterholt,1,
923424164,Kj frisør katarzyna janik,1,
923764445,Hoof frisør v/nicole hoof,1,
923826831,Hårreisende frisør johnsen,1,
923959335,Bergljots frisør og negledesign AS,1,
924043741,Sweed frisør,1,
924354321,Aina tveit,1,
924377771,Rag fox gjerjordet,1,
924463783,Divalounge evita berga,1,
924485337,Julianne voje,1,
924575697,Kataleja beauty gyte ramoniene,1,
925006300,Salongen på landet AS,1,
925370746,Hairby linda oprann hansen,1,
925575941,Luma hårstudio AS,1,
925602787,Im frisør AS,1,
925729299,Habtom mengsteab kufulu one love salon,1,
925840440,Sol frisør AS,1,
925887366,Tone carlsen frisør,1,
926328069,Zahra tandjaoui,1,
926819127,Hartveit ebs,1,
926873563,Fades mahamed,1,
926881833,Kokkin knut eirik,1,
927059959,Toril namløs pedersen,1,
927080737,Santa fe klippotek AS,1,
927143356,Lucky dogs by pricop,1,
927150778,Annes frisør AS,1,
927287846,Frisør bø,1,
927344335,Vindfjells skjønnhet,1,
927356392,Gulset fades AS,1,
927360047,Villa mo collection AS,1,
927432234,Blend or cut AS,1,
927512408,"Klippen over i'en, frisør vollen",1,
927649977,Gundersen inside out beauty,1,
927652919,Gyllenhammar,1,
927855437,Fryd hårstudio AS,1,
928612554,Heges saks og design - hege fiskaaen,1,
928750612,Imobiliare holding AS,1,
929072421,Noy's lille hårstudio - thani,1,
929211413,Anne's salong AS,1,
929241509,Sørensen frisør og hudpleie,1,
929319044,Milano frisør barbershop lafsahi maroine,1,
929662245,Mit Telemark frisør batal,1,
929736990,Layan frisør AS,1,
929957563,Marte rygh pedersen,1,
930236853,Lundberg vipper og bryn,1,
930359416,Dreams beauty AS,1,
930533459,Anastasiia demko,1,
930652784,"Dinea frisør, trine oterholt",1,
930755478,Johnsens klipperi,1,
930834416,Aleksa fursova,1,
930935506,Hoyvik frisør,1,
931096710,K s frisør/ alsaloum,1,
931753177,Bob salong AS,1,
931780166,Murtada al-shamarti,1,
931798928,Bø fade hozan adib,1,
931900641,Frisørkroken AS,1,
931951289,Beauty art by jeddipour,1,
932021676,Anastasiia yuklianiuk,1,
932095157,Kverndalen frisør pettersen,1,
932116154,Bøle dame og herrefrisør ahmed,1,
932204746,Sheila frisør sulaiman,1,
932271982,Anderson klipp,1,
932358174,Mällo hairdressing,1,
932536293,Purple potion mua bjerkely,1,
932559072,Barber corner AS,1,
932596091,Akyol frisør,1,
932953471,Heidi's hårstudio AS,1,
932976730,Sesvit chyzhyk,1,
932986515,Adams frisør AS,1,
933058417,Besha garmiany,1,
933098419,E.t. styling & frisør ans,1,
933183483,Blossome AS,1,
933251179,Vox hair concept AS,1,
933381617,Eline suuas beauty,1,
933410889,Strå AS,1,
933438384,Trillysworld grongstad,1,
933472469,Løvland frisør,1,
933482413,Isajeva beauty lounge,1,
933498409,Nye volum frisør AS,1,
933544621,Elida christin rodriguez,1,
933565815,Elisabeth eikenes frisør,1,
933592758,Oanh beauty frisør corner tran,1,
933809935,Hanna vasylkova,1,
933834247,Florisant AS,1,
934412931,Rosol adil mohammed beauty,1,
934630289,Gentlemen's corner AS,1,
934779835,Rå frisør AS,1,
934893441,Riis vipper og bryn,1,
934905474,Fn nystad,1,
934939018,Blerta's beauty sadikaj,1,
934946693,Rsj AS,1,
935143276,Glow-up alkhalafi,1,
935278201,Gentlemen's cut alkasem,1,
935559243,Frisør tetiana lepokhina,1,
935598338,Beautylines gro anita martinsen,1,
935654106,Helene krokstrand kjørsvik,1,
935749492,Hansens frisør,1,
935757053,Caroline armas larsen,1,
935891434,"Dema, sauciuniene",1,
935917999,Salong bergestig,1,
936253318,Barclay frisør AS,1,
936300308,Irene dåvøy,1,
936570267,Cao salong 2 AS,1,
936572707,Frisør johanne nordheim,1,
943016844,Gunns salong gunhild kaasa,1,
945011726,Randis hud & fotpleieklinikk dale,1,
953666197,Frisørmester knut slaattedahl,1,
953874083,Marit haraldsen damefrisørsalong,1,
954540685,Salong rising lise h fjellstad,1,
954706117,Suwannees frisersalong suwannee t flatland,1,
955701089,Skogmo damefrisør gunn marit grønland,1,
956266475,Haukelid frisørsalong jenny vågslid gardsteig,1,
957717292,Bjørgs dame & herrefrisørsalong bjørg sønstvedt,1,
957906885,Halvstrøm frisør haavard halvorsen,1,
958452705,Hårekspressen ans,1,
959298254,Salong gregorius v/heidi hogstad brendemo,1,
959862273,Bjørg damefrisør bjørg imsrud,1,
965900438,Klippen frisør da,1,
966934409,Tina´s frisør,1,
967937533,Lietorvet frisør sondre walmann,1,
968468235,Hårstua AS,1,
969964112,Lavita dame- og herrefrisør,1,
969966204,Klippoteket v/veslemøy jansen,1,
970043497,Flaatten herrefrisør,1,
970044760,Kirkegatens frisør,1,
970044787,Irene frisørsalong kirsten o møller,1,
970045945,Tones frisør grethe flogstad,1,
970045953,Duestien klippotek rune thorsen,1,
970046089,Schwartz bjørg limyr,1,
970048197,Casandra salong mette strøm,1,
970214208,Bohlin geir,1,
970214305,Solveig hårstudio skjelbred,1,
970248242,Salong beauty,1,
970259775,Astrids salong,1,
970284400,Ella marie nerbø,1,
970314180,Trine's klipperi trine berg-nilsen,1,
970358641,Anne's frisør anne kristin kronborg,1,
970376143,Bøe tone lonar,1,
970384316,Treungen dame- og herrefrisør,1,
970438173,Rosa luxemburg ans,1,
970438556,Elis v/eli kvendbø,1,
970544682,Stathelle frisørsalong,1,
971223065,Nye sentrum hårstudio da,1,
973190822,Frisørboden da,1,
974450054,Truls og trine hårsenter da,1,
976268539,Toves frisør v/tove simonsen,1,
976790227,Siv anita's frisørsalong siv anita braaten,1,
976858689,Morten frisør morten tandberg,1,
977071224,Min salong laila skindalen,1,
978637892,Frisør janne berge,1,
979275730,Ann kristins salong ann kristin kleiv,1,
979959095,Studio hm frisør AS,1,
980321789,Salong k kari marie hørte,1,
980539555,Tove anettes frisør tove a. lomheim,1,
981303253,Salong hovenga da,1,
981804694,Brubakken tone,1,
981886585,Oda eiendom AS,1,
981901231,Frisør larsen AS,1,
981948858,Park frisør da,1,
982116880,Tone´s salong tone eriksen,1,
982496144,Tone's tone wentland,1,
983507352,Frisørstua may torunn krohn hasle,1,
984204183,Tone berit moen,1,
985170363,Ritas salong rita henriksen,1,
985547432,Leopold frisør vibeke elefskås,1,
986594264,Walid frisørsalong ahlam mohammad ahmad,1,
986639012,Cat frisør elisabeth haugen,1,
986674330,Truls kittelsen hår & piercingstudio,1,
987069570,Line merete juva,1,
987238747,Pornthip's frisørstue pornthip amundsen,1,
987280905,Janna dalsbotten,1,
987726555,Pochahontas v/carianne rygh,1,
987839430,Marianne's frisør jørgensen,1,
988412368,Team klipp AS,1,
988483524,Borgstad herre og dame frisør chnor faik mahmod,1,
988563803,Duestien klippotek wenche j. wagenius,1,
988729078,Hår AS,1,
989655884,Maris frisørhjørne mari t strand,1,
989918583,Nimeni frisør nina m nielsen,1,
990019576,Salong 19 AS,1,
990406251,Marit nøkegård westland,1,
990937109,Studio marichen nuf,1,
991687955,Liegata frisørsenter AS,1,
991774718,Unnis salong unni tveitan,1,
992002735,Linda frisør v/phamthi ngoan,1,
992273879,Salong harmoni AS,1,
992298529,Balzam frisør v/elin herfoss aase,1,
992330392,Ellen line kalbekkdalen,1,
992358718,Salong elegance sissel arvesen,1,
993034541,Transisto AS,1,
993044245,Bob salong klamerholm,1,
993830429,Frisørsalongen Nome sjukeheim grete skjeldal,1,
993915092,Salong naturelle gregoriussen,1,
994185071,Mari lahus,1,
995145472,Volum frisør AS,1,
995200600,Noor frisør semco muhammad saleh,1,
995305488,Studio h frisør anette iren meinstad,1,
995446111,Gro beate stensland,1,
995503778,Monikas frisør monika a wyszkowska,1,
996229246,Klyppekroken AS,1,
996589129,Motavo group AS,1,
996807797,Ingerid vågen bakken,1,
997206797,Good old days barbershop da,1,
997253299,Hege nilsen frisør,1,
997972341,Plassens hårstudio AS,1,
998281512,Studio borgeåsen rita hovland,1,
998508576,Ren frisør AS,1,
998641381,Brevik dame og herrefrisør halvorsen,1,
998707870,Catarina olavesen,1,
999322980,Hårstudio ewa golinska,1,
999503799,Saxeriet AS,1,
816504082,Inger kvalevåg,1,
817253342,Hud- og kroppsterapeut engh bjerk,1,
819530742,Monika's negl studio tisza,1,
820191412,Molino monica lill normann,1,
825869212,Feelgood by julie gulliksen,1,
826000252,Gruzneva natalia tristan makeup,1,
827683612,"Agne beauty, rimdeikaite",1,
828914022,Glow studio - pedersen,1,
830294112,Wow beauty zinoveva,1,
830739262,Ida hansen,1,
831843152,Wax studio lillevere,1,
833450662,Dolzhenkova beauty studio,1,
833480022,Vieras hudklinikk maria vieras haave,1,
833527282,Mekmok eyelash studio,1,
834039052,Mai huong nguyen,1,
835636852,Skliar nails,1,
858611792,Lietorvet fotpleiesalong lena larsson,1,
881983222,Lill`s hud og fotpleie gudbrandsen,1,
889593512,Dermafin hudpleie klinikk heidi iren solberg,1,
893768122,Anne lises hudpleie anne l strand,1,
911849860,Silje danielsen makeup & cosplay,1,
912492443,Luna spa salong ved sabine berntsen,1,
913707028,Kragerø negler & vipper tiina nielsen,1,
914246040,Negledesign by monica innleggen,1,
914787807,Jm andersen beauty,1,
916009836,Alice in nailland alisa mandic,1,
916543182,Polished by piarri clark,1,
916563442,Negler av karoline karoline dybdahl,1,
916615450,Profesjonell negledesign og manikyr nikolskyte,1,
917126801,Wenches hudpleie wenche grepperud,1,
917378479,Laila holmen,1,
917478724,Susann thorjussen,1,
919074752,Frk beauty AS,1,
919162708,Aina grunnsund,1,
919323051,K. dalene hudterapeut,1,
919391332,Matilda s beauty studio matilda xhima,1,
919644044,Valkyrje nails and lashes kisielewska,1,
919667001,Spoke skjønnhetspleie,1,
919982578,La beauty AS,1,
920692737,Pink tigers AS,1,
920810268,Oliria beauty island by scorocirja,1,
921247257,H.s. makeup hannah skåne,1,
921350023,Beautybar Porsgrunn AS,1,
921709986,Inails ina jeannette nyiri styrvold,1,
922027889,"Make brow up, lokutijevskaja",1,
922288410,N-art cecilie larsen,1,
922363420,Nova kari oda krogh,1,
922534411,Hudpleier sandra stamland,1,
922702209,Vipper exension by ineta jukneviciute,1,
922886350,Toves neglverksted & fotpleie AS,1,
922958653,Hos ida rue,1,
923359516,Bringebærdrøm sfx inger lina johansen thorbjørnsen,1,
923708375,Lashesnbrows maria isabell navarro,1,
923708561,Galina aleksandrovna tverberg makeup artist,1,
923718974,Langaard consulting,1,
923729518,Lan bui,1,
923799613,K styling by johansen,1,
924319593,Beautyfied by lonedesirèe solbakken,1,
924726555,Beautylines AS,1,
924738235,Negler av martine edvartsen,1,
924745967,Greta beauty lab greta skikaite,1,
924785950,Anne lises velvære AS,1,
925247294,Calibeauty v/ agnieszka sciubak,1,
925404799,Jørgensen voks & neglstudio,1,
925421677,Bonita rummelhoff,1,
925523534,Chiron invest ekstrøm,1,
925571377,Brows&lashes by katarzyna franaszczyk,1,
925608408,Holtan drift AS,1,
925619086,Basiclash meyer,1,
925868256,Marta logina,1,
926172654,Missbeauty al-salihi,1,
926530534,C me beauty grimeland,1,
927112760,Hanne grendahl sivertsen,1,
927288494,Dermafin AS,1,
927436396,Nvb kåsa,1,
927634775,Hudterapeut camilla jakobsen,1,
927683415,Navestad negler,1,
927709465,Hudterapeut kristine flatland sinnerud,1,
927857472,Janthawiroj mali negledesign,1,
927909111,"Lashes by monique, jakuskiene",1,
927992671,Lovely lashes svalebjørg,1,
928016900,Nailsbyjohansen karlsson,1,
928140415,"Ad lashes beauty, ditkute",1,
928175642,Sunrize AS,1,
928180298,Bloom by sandra bojarska-koltuniak,1,
928827631,Læsh Skien kåsa,1,
929347889,Citereja AS,1,
929410831,C studio by danielsen,1,
929615808,Meggy's nails by magdalena derendal,1,
929626168,Amalie skarpoddes salong,1,
929662911,Sivertsen beauty,1,
929668383,Hudpleier karlsen,1,
930120863,Autorisert fotterapeut martine oland,1,
930255696,I can beauty by ane eik,1,
930577111,Dermalotte charlotte jacobsen,1,
930608912,La beauty katia cristina westerhaug,1,
930763470,Vilde aanesen holsbø,1,
930905267,"Mikka's beauty, camilla mathisen",1,
930917710,Nudy lashes abdalsattar,1,
931189174,Ben lashes karimi,1,
931267760,Elite frisør og velvære AS,1,
931277073,"D-vipper, augustauskaite",1,
931307703,D&k academy truong,1,
931426885,Anna's beauty place AS,1,
931446495,Natalia chernous permanent og velvære,1,
931545132,Nails by buer,1,
931768646,Pz lashroom patrycja zielke,1,
931869124,Beauty by malen nykås-wedvik,1,
932102986,Aynur polat,1,
932103893,Stine amundsen enk,1,
932131056,Setså revelnail,1,
932557223,Datsok pronails,1,
932573512,Monica nygård,1,
932599074,Lunar negle salong av ana dan,1,
932944464,Nails studio - paulina ciupak,1,
933009769,Pasitos fotpleie holen,1,
933064824,Negler av maja knudsen,1,
933088367,Beautyroom by klaudia rembarz,1,
933090272,Neglboden AS,1,
933140490,Elins negledesign høiseth,1,
933170276,Godlevska beauty,1,
933252345,Fjøllro hudpleie kristiansen,1,
933360571,Bråtens negler,1,
933754138,Riseup sollid,1,
933782409,Hud- og tannestetikk AS,1,
933827410,Hanna vaagsland halvorsen negleteknikk,1,
933926583,Beauty by larsen,1,
933933148,Lutsyk nails,1,
933955478,Dung nguyen tran,1,
934166647,Al-kaabi,1,
934254899,Weros beautyroom weronika zielinska,1,
934263669,Hryshyna creative,1,
934790014,Kvålen,1,
934997778,Dk beauty AS,1,
935027837,Blues byen frisør ahmad abdoul wahed alibrahim,1,
935209722,Frøken botoks as konkursbo,1,
935214424,Beautycenter liapina,1,
935217938,Beauty advisor aina bakken,1,
935349214,Panchenko nail,1,
935464552,Frøken beauty lærke,1,
935483050,Essens hudpleieklinikk AS,1,
935598230,Jovi glow studio. jovita radviliene,1,
935648556,Luxe beauty by anna markitanova,1,
935822424,Wiktoria jenne beautystudio AS,1,
935839920,Waxsis by sandra ogrodowska,1,
935863775,Djamila yazi palacios nailart studio,1,
935865999,Lips n beauty AS,1,
935911907,Viktoria antonenko,1,
935988322,Saras hudpleie AS,1,
936096050,Anna lisa ariyayi,1,
936457703,Marta logina konkursbo,1,
936531725,Vibenails press-ons av meyer,1,
936576435,Sunrize as tvangsavviklingsbo,1,
953137763,Livs hudpleie liv folserås,1,
956092744,Rosell salong. frisør og biontologi. gro augestad,1,
975797961,Vital hudpleiesenter ingrid strand hegna,1,
975961389,Gunnvor wasjø,1,
980579212,Lindas hudpleie linda strømme,1,
981769813,Steinstad ruth bodil,1,
983219462,Midttelemark hjemme fotpleie v/ gro anita johansen,1,
983388507,Skien hudpleie AS,1,
984751117,Ylva lin lauluten negldesign,1,
985833028,Hammerhaugs hudpleie og velværesenter,1,
987321601,Mariannes pmu og hudpleie marianne pedersen gunstrøm,1,
990932654,Helen gudmundsen's beauty basement,1,
991102515,Ragnhild prestholt,1,
991224610,Force of beauty linn kristin røstberg,1,
991444955,Spa og velvære AS,1,
993293334,Clinique natalie hihn,1,
994675303,Linda nicolaysen,1,
994730339,Studio g ved gro nannerud,1,
995777576,Charlotte gerhardsen,1,
996510972,Lillys thaimassasje og fotpleie likhit hommueang,1,
996565726,Claudias hudpleie v/claudia næs,1,
997471938,Salong bellezza kristine anita lindberg,1,
998059399,Vinje fotklinikk v/gerd karin bjåen,1,
998228069,Smooth skin studio ved nina andresen,1,
999042147,2 søstre - / beate bakke,1,
999286356,Ruta logina,1,
813306212,Calitec arkadiusz mieczyslaw smich,1,
814201732,Sawasdee massasje pajaree skeimo,1,
819025622,Val-vip v/valentina ivanchova kyuchukova,1,
822015042,The room Norge AS,1,
822932142,Halvorseth servicepartner gro halvorseth eriksen,1,
824634122,Tone m w jøsendal,1,
833037242,Vl massasje lahunov,1,
833124382,Jantana aroma massasje wanna wonglakorn,1,
