Level,Org. nr.,Navn,Parent Employees,Children Count,Children Sum,Difference,Matches
1 vs 3,911934051,Gimsøy spiseri AS,,1,0.0,,False
1 vs 3,911960257,Ingelstad & stenstad eiendom AS,,1,0.0,,False
1 vs 3,912861791,Namnam grill og pizza mahmood mahmood hussein shibib al-ali,,1,0.0,,False
1 vs 3,913010132,Vinjekroa AS,,1,0.0,,False
1 vs 3,913252837,Vågslid fjellstuer AS,,1,0.0,,False
1 vs 3,913795679,Cafè slusa AS,,1,0.0,,False
1 vs 3,914342651,Aarnes gruppen eiendom AS,,1,0.0,,False
1 vs 3,914367417,Kafè hallbjønn AS,,1,0.0,,False
1 vs 3,914484197,Regie wagner,,1,0.0,,False
1 vs 3,914574862,Pizza pizza Telemark og Vestfold AS,,2,0.0,,False
1 vs 3,915173926,Alsayer,,1,0.0,,False
1 vs 3,915254268,Stolar frantisek,,1,0.0,,False
1 vs 3,915526837,Drangedal grill v/maria sava,,1,0.0,,False
1 vs 3,916550715,Sjøkroa AS,,1,0.0,,False
1 vs 3,917238324,Jorgen klasson,,1,0.0,,False
1 vs 3,918077588,Lietorvet kafe & pizza AS,,1,0.0,,False
1 vs 3,918304665,Charm's kinamat AS,,1,0.0,,False
1 vs 3,920604307,Bobben gatekjøkken og pizzeria AS,,1,0.0,,False
1 vs 3,920859771,Sophy gjerstad AS,,1,0.0,,False
1 vs 3,920940420,Pure health cafe AS,,1,0.0,,False
1 vs 3,921685467,Drangedal restaurant v/ maria sava,,1,0.0,,False
1 vs 3,922552185,Hms service Norge kievit,,1,0.0,,False
1 vs 3,922664137,Pedersen pub å bistro,,1,0.0,,False
1 vs 3,922819130,Kragerø thaimat AS,,1,0.0,,False
1 vs 3,923474692,Pure health café avd Porsgrunn AS,,1,0.0,,False
1 vs 3,924195053,Herøyagrillen v/ mikael gudim,,1,0.0,,False
1 vs 3,924325046,Porsgrunn pizza & grill AS,,1,0.0,,False
1 vs 3,924568852,Bedriftsvakta AS,,1,0.0,,False
1 vs 3,924578025,Castle blaq manachanyapong,,1,0.0,,False
1 vs 3,924643595,Lie gatekjøkken asmari,,1,0.0,,False
1 vs 3,925302759,Oscar's AS,,1,0.0,,False
1 vs 3,925411663,Sentrum crispy grill hengivin mohammad jumaa,,1,0.0,,False
1 vs 3,926129783,Ulefoss pizza og grill AS,,1,0.0,,False
1 vs 3,926593617,Kviteseid bryggekafe og turistinformasjon AS,,1,0.0,,False
1 vs 3,926627074,Bangkok food AS,,1,0.0,,False
1 vs 3,926679430,Sot down town AS,,1,0.0,,False
1 vs 3,927135566,Saigon palace restaurant AS,,1,0.0,,False
1 vs 3,927229463,Thaismile amnuay ladbasri,,1,0.0,,False
1 vs 3,927425114,Creperi to be AS,,1,0.0,,False
1 vs 3,927671026,Crepella AS,,1,0.0,,False
1 vs 3,927886375,Sabrura herkules AS,,1,0.0,,False
1 vs 3,928132927,Rudolf grill AS,,1,0.0,,False
1 vs 3,928794717,Pa sytten AS,,1,0.0,,False
1 vs 3,929152727,Feng holding AS,,1,0.0,,False
1 vs 3,929156099,Akkerhaugen kiosk og gatekjøkken v/sardar khan,,1,0.0,,False
1 vs 3,929550048,Parmesana restaurant AS,,1,0.0,,False
1 vs 3,929621522,Campino pizza og grill AS,,1,0.0,,False
1 vs 3,929939107,Teisner AS,,1,0.0,,False
1 vs 3,930106100,Lunde grill zakheil,,1,0.0,,False
1 vs 3,930908088,La vela AS,,1,0.0,,False
1 vs 3,931081330,Bryggekanten kafe og bistro langesund AS,,1,0.0,,False
1 vs 3,931153285,Ni brødre tahir islam,,1,0.0,,False
1 vs 3,931167464,Farmors kafe AS,,1,0.0,,False
1 vs 3,931208403,Jafs midt Telemark AS,,1,0.0,,False
1 vs 3,931514628,Cake o clock tassavinan pongpai,,1,0.0,,False
1 vs 3,931611658,Senterkafe AS,,1,0.0,,False
1 vs 3,931681036,El bueno AS,,1,0.0,,False
1 vs 3,931694618,Devan grill AS,,1,0.0,,False
1 vs 3,931712667,Langemyr handel AS,,1,0.0,,False
1 vs 3,931737627,Thai mat thakhot-bakken,,1,0.0,,False
1 vs 3,931832360,City grill AS,,1,0.0,,False
1 vs 3,931842064,Skien confekthjørnet AS,,1,0.0,,False
1 vs 3,931912178,Kby holding AS,,1,0.0,,False
1 vs 3,932108232,Chi chi restaurant AS,,1,0.0,,False
1 vs 3,932137917,Bistro bygget AS,,1,0.0,,False
1 vs 3,932295571,Nina johnsen,,1,0.0,,False
1 vs 3,932336529,D&k nails AS,,1,0.0,,False
1 vs 3,932366460,Porsgrunn pizza grill AS,,2,0.0,,False
1 vs 3,932484463,Mma & almilaji,,1,0.0,,False
1 vs 3,932553619,Imd as konkursbo,,1,0.0,,False
1 vs 3,933000745,Fjonesundet kafe - sollid,,1,0.0,,False
1 vs 3,933027066,Centralen Kragerø AS,,1,0.0,,False
1 vs 3,933062155,Lamsam AS,,1,0.0,,False
1 vs 3,933097188,Non-stop oksana tsaruk,,1,0.0,,False
1 vs 3,933132714,Albaalba holding AS,,1,0.0,,False
1 vs 3,933167186,Konfektbutikken av marthe anthonsen,,1,0.0,,False
1 vs 3,933295680,Medina AS,,1,0.0,,False
1 vs 3,933337073,Family house AS,,1,0.0,,False
1 vs 3,933348547,Slusekroa AS,,1,0.0,,False
1 vs 3,933354768,Rising holdco AS,,1,0.0,,False
1 vs 3,933375218,Vinjekroa as konkursbo,,1,0.0,,False
1 vs 3,933570118,Adele restaurant Kragerø AS,,1,0.0,,False
1 vs 3,933673197,Under pizza AS,,1,0.0,,False
1 vs 3,933770036,Krasnovskyi vladyslav/automagic,,1,0.0,,False
1 vs 3,933775100,Pizzamannen AS,,1,0.0,,False
1 vs 3,933981541,Thai street food take away AS,,1,0.0,,False
1 vs 3,933982955,Mjølkerampa dybedal,,1,0.0,,False
1 vs 3,934009827,Pos mat og fritid AS,,1,0.0,,False
1 vs 3,934010051,Ulefoss number one AS,,1,0.0,,False
1 vs 3,934012607,The blue taj AS,,1,0.0,,False
1 vs 3,934140435,Soltys holding AS,,1,0.0,,False
1 vs 3,934218965,Dobbel margherita AS,,1,0.0,,False
1 vs 3,934520092,Porsgrunn pizza grill as konkursbo,,1,0.0,,False
1 vs 3,934528530,Monica sæther as konkursbo,,1,0.0,,False
1 vs 3,934592727,Hom gave & interiør og cafè AS,,1,0.0,,False
1 vs 3,934615786,Hot shot kafe AS,,1,0.0,,False
1 vs 3,934634330,Jumbo as konkursbo,,1,0.0,,False
1 vs 3,934664884,Melt gourmet AS,,1,0.0,,False
1 vs 3,934754743,Zodiac langesund as konkursbo,,1,0.0,,False
1 vs 3,934773365,Stoa smultringen/ matvogn,,1,0.0,,False
1 vs 3,934793064,Park pizza grill da,,1,0.0,,False
1 vs 3,934809629,New solvika kaffe hussain,,1,0.0,,False
1 vs 3,934833228,El bueno as konkursbo,,1,0.0,,False
1 vs 3,934851404,Strandgata 23 restauranthus as konkursbo,,1,0.0,,False
1 vs 3,934884477,Senterkafe as konkursbo,,1,0.0,,False
1 vs 3,935151457,Den gamle bru AS,,1,0.0,,False
1 vs 3,935368383,Cafe lea AS,,1,0.0,,False
1 vs 3,935456258,Kviteseid brygge moen,,1,0.0,,False
1 vs 3,935483476,Cocktail brasseri og bar AS,,1,0.0,,False
1 vs 3,935495229,Fatayer Porsgrunn AS,,1,0.0,,False
1 vs 3,935511399,Vrådal pizza da,,1,0.0,,False
1 vs 3,935595274,Moss sportsbar as konkursbo,,1,0.0,,False
1 vs 3,935614015,Famous sportsbar & restaurant as tvangsavviklingsbo,,1,0.0,,False
1 vs 3,935614538,Jacob & gabriel as konkursbo,,1,0.0,,False
1 vs 3,935645956,Eldhuset dybedal,,1,0.0,,False
1 vs 3,935650755,Becks drammen as konkursbo,,1,0.0,,False
1 vs 3,935690161,Rjukan kinokafe AS,,1,0.0,,False
1 vs 3,935701945,Multi pizza haukeli as tvangsavviklingsbo,,1,0.0,,False
1 vs 3,935802229,Vinje pizza&stekt mat as tvangsavviklingsbo,,1,0.0,,False
1 vs 3,935812615,Royal burger martinsen,,1,0.0,,False
1 vs 3,935836751,Smak og sans Telemark AS,,1,0.0,,False
1 vs 3,935858607,Skottfosstua pub & spiseri as tvangsavviklingsbo,,1,0.0,,False
1 vs 3,935922585,Kremen av kremen AS,,1,0.0,,False
1 vs 3,936045243,Hot shot kafe as konkursbo,,1,0.0,,False
1 vs 3,936073247,Stugo AS,,1,0.0,,False
1 vs 3,936218741,Grillkafen AS,,1,0.0,,False
1 vs 3,936415318,Merze AS,,1,0.0,,False
1 vs 3,936480713,Nielsen,,1,0.0,,False
1 vs 3,936566987,Brian boru Skien as konkursbo,,1,0.0,,False
1 vs 3,968259822,Gro art gro marit haugestøyl,,1,0.0,,False
1 vs 3,970525505,Subb-inn. subin's gatekjøkken olav lauvrak,,1,0.0,,False
1 vs 3,974392046,Studentsamfunnet i Notodden,,1,0.0,,False
1 vs 3,974533723,Dragon house jiang yiming,,1,0.0,,False
1 vs 3,975950492,Gladys AS,,1,0.0,,False
1 vs 3,975996662,Raulandstoga AS,,1,0.0,,False
1 vs 3,977286549,Rio pizza Porsgrunn AS,,1,0.0,,False
1 vs 3,979639201,China twang feng zeng ping,,1,0.0,,False
1 vs 3,979850662,Kebab grill inam ullah,,1,0.0,,False
1 vs 3,984085958,Mr wok holding AS,,1,0.0,,False
1 vs 3,985342539,Kikuthytta åsmund storlid,,1,0.0,,False
1 vs 3,988972371,Merethe holding AS,,1,0.0,,False
1 vs 3,989086219,Lilly may AS,,1,0.0,,False
1 vs 3,989779915,Kafe rora & badeplass hanne grønvild øverbø,,1,0.0,,False
1 vs 3,993955132,Bessesen AS,,1,0.0,,False
1 vs 3,995238128,Adele pizzeria italiana hihn,,1,0.0,,False
1 vs 3,995589877,Skien isbar da,,1,0.0,,False
1 vs 3,995693062,Tasty Kragerø AS,,1,0.0,,False
1 vs 3,995752913,Vestbygda holding AS,,1,0.0,,False
1 vs 3,996886565,Nye admiralen AS,,1,0.0,,False
1 vs 3,998090555,Wassanas thaimat AS,,1,0.0,,False
1 vs 3,998449650,Valentinas musikkbar AS,,1,0.0,,False
1 vs 3,999251528,Sac invest AS,,1,0.0,,False
1 vs 3,829760312,Chili thai AS,,1,0.0,,False
1 vs 3,918519807,Smakfull thaimat alvsåker,,1,0.0,,False
1 vs 3,926821911,Bamblepoteta ans,,1,0.0,,False
1 vs 3,928679799,Wassana gjersund vårrull,,1,0.0,,False
1 vs 3,930251143,Omarr omar,,1,0.0,,False
1 vs 3,831639172,Abdullahi matservering,,1,0.0,,False
1 vs 3,834013282,Stenstad blomster og mat,,1,0.0,,False
1 vs 3,834375842,Olsen catering Skien,,1,0.0,,False
1 vs 3,835630552,Charlottes catering as tvangsavviklingsbo,,1,0.0,,False
1 vs 3,911893398,Ladegaarden tim jordsmyr holm,,1,0.0,,False
1 vs 3,911973081,Darwin køhler,,1,0.0,,False
1 vs 3,913833724,Spiller ingen kasserolle catering anders johan pedersen,,1,0.0,,False
1 vs 3,913973291,Van voornveld creative solutions,,1,0.0,,False
1 vs 3,915946925,Susan thaimat hansen,,1,0.0,,False
1 vs 3,916051549,Baba sushi ba van duong,,1,0.0,,False
1 vs 3,918430741,Borgen kokkeservice AS,,1,0.0,,False
1 vs 3,919428341,Gurella danielsen,,1,0.0,,False
1 vs 3,920466508,Frida haugen utne,,1,0.0,,False
1 vs 3,922620253,Mix&mett thaimat suporn jitthiang malmgren,,1,0.0,,False
1 vs 3,923327363,Tintins best asia mat egell-johnsen,,1,0.0,,False
1 vs 3,926043293,Mathjørnet grønvold,,1,0.0,,False
1 vs 3,926498258,Heidi stalmans happy food,,1,0.0,,False
1 vs 3,927611686,Urbina tobar - carolas kjøkken,,1,0.0,,False
1 vs 3,927641011,Hitterdal service AS,,1,0.0,,False
1 vs 3,928083063,Stromme solutions AS,,1,0.0,,False
1 vs 3,929148657,Chuan chim thai food AS,,1,0.0,,False
1 vs 3,929619498,Chef service AS,,1,0.0,,False
1 vs 3,929834402,Telemark catering da,,1,0.0,,False
1 vs 3,930989916,Nystrand holdings,,1,0.0,,False
1 vs 3,932155982,Gussiås catering,,1,0.0,,False
1 vs 3,933127842,'l taco nysveen-waarie,,1,0.0,,False
1 vs 3,934058313,Gk catering AS,,1,0.0,,False
1 vs 3,934788362,Viet food le,,1,0.0,,False
1 vs 3,935267773,Stennek klokkergården,,1,0.0,,False
1 vs 3,935337275,Chef castillo marroquin,,1,0.0,,False
1 vs 3,935844185,Pizzagarasjen fredrik nordahl,,1,0.0,,False
1 vs 3,935930472,Fusion street food hill,,1,0.0,,False
1 vs 3,935938309,Tullas catering AS,,1,0.0,,False
1 vs 3,935944112,Elin k kristiansen,,1,0.0,,False
1 vs 3,935975212,Pp catering as konkursbo,,1,0.0,,False
1 vs 3,961245028,Oasen reiduns kjøkken reidun svennes,,1,0.0,,False
1 vs 3,981499298,Hilde kokk hilde johannessen,,1,0.0,,False
1 vs 3,982321719,Mariannes kjøkken marianne løberg larsen,,1,0.0,,False
1 vs 3,982726182,Cafe kopp catering AS,,1,0.0,,False
1 vs 3,987433930,Ken's gourmet-mat ken w. andersen,,1,0.0,,False
1 vs 3,988754986,Fjeld holding AS,,1,0.0,,False
1 vs 3,922988781,Lukman sido,,1,0.0,,False
1 vs 3,979279949,Annes catering anne løkslid brenna,,1,0.0,,False
1 vs 3,835434532,Park nattklubb AS,,1,0.0,,False
1 vs 3,835460282,Linna AS,,1,0.0,,False
1 vs 3,912178021,Stockmand AS,,1,0.0,,False
1 vs 3,913562607,Rockers.no AS,,1,0.0,,False
1 vs 3,915626521,Kaffehjørnet AS,,1,0.0,,False
1 vs 3,926842110,Roxy kaffebar sa,,1,0.0,,False
1 vs 3,927287412,Rast kaffebar AS,,1,0.0,,False
1 vs 3,933435601,Muchísimo gusto AS,,1,0.0,,False
1 vs 3,933511863,Karlsen gsl,,1,0.0,,False
1 vs 3,933910903,Mumsy investments AS,,1,0.0,,False
1 vs 3,934777786,Servering alessandro onorato,,1,0.0,,False
1 vs 3,934796721,Rockers.no as konkursbo,,1,0.0,,False
1 vs 3,935320704,Krossen pub AS,,2,0.0,,False
1 vs 3,936249507,Vikinghjørne AS,,1,0.0,,False
1 vs 3,929243439,Bransjetjenester Notodden AS,,1,0.0,,False
1 vs 3,821220602,Telemark forlag AS,,1,0.0,,False
1 vs 3,831403632,Ådne naper,,1,0.0,,False
1 vs 3,918799168,Ordfragud forlag/ kristiansen,,1,0.0,,False
1 vs 3,926072382,Marit morch olsen,,1,0.0,,False
1 vs 3,931331906,Sofia helena AS,,1,0.0,,False
1 vs 3,931495534,Telemark stories AS,,1,0.0,,False
1 vs 3,931777300,Breitind forlag AS,,1,0.0,,False
1 vs 3,932472511,Wojcik editing,,1,0.0,,False
1 vs 3,933541398,Bhank! studios AS,,1,0.0,,False
1 vs 3,934089057,Lydselskapet AS,,1,0.0,,False
1 vs 3,969102021,Halvor ulvenes,,1,0.0,,False
1 vs 3,989959190,Kunstgjødsel AS,,1,0.0,,False
1 vs 3,992428929,Xcute AS,,1,0.0,,False
1 vs 3,994152785,Løvgren / serubabel forlag,,1,0.0,,False
1 vs 3,999258999,Oppgruppen AS,,1,0.0,,False
1 vs 3,980627942,Drangedalsposten AS,,1,0.0,,False
1 vs 3,830584692,Ut døra AS,,1,0.0,,False
1 vs 3,916585780,Det skjer i Kragerø magasinproduksjon AS,,1,0.0,,False
1 vs 3,918830545,Btsg media AS,,1,0.0,,False
1 vs 3,989289594,Magasinet bunad AS,,1,0.0,,False
1 vs 3,916585772,Prosjektrelasjoner AS,,1,0.0,,False
1 vs 3,921516703,Game forlag AS,,1,0.0,,False
1 vs 3,929182472,Undervisningsbyen AS,,1,0.0,,False
1 vs 3,931997289,Northowl education da,,1,0.0,,False
1 vs 3,935507863,Solaastunet as konkursbo,,1,0.0,,False
1 vs 3,935509211,Skolenøttene normann,,1,0.0,,False
1 vs 3,958353472,Apparatus apelseth,,1,0.0,,False
1 vs 3,970552219,Kragerø og skåtøy historielag,,1,0.0,,False
1 vs 3,970556303,Buen kulturverkstad,,1,0.0,,False
1 vs 3,919863668,Wise serpent studios AS,,1,0.0,,False
1 vs 3,832958492,Norseeffect AS,,1,0.0,,False
1 vs 3,848373672,Nynodata AS,,1,0.0,,False
1 vs 3,912472434,Northern lights AS,,1,0.0,,False
1 vs 3,933582329,Effektiv jobb AS,,1,0.0,,False
1 vs 3,936170757,Effektiv jobb as konkursbo,,1,0.0,,False
1 vs 3,985591393,Dagligdata AS,,1,0.0,,False
1 vs 3,987818298,Goa software,,1,0.0,,False
1 vs 3,990317836,Meetcon AS,,1,0.0,,False
1 vs 3,821831202,Lavine AS,,1,0.0,,False
1 vs 3,823346832,Boopitybap french,,1,0.0,,False
1 vs 3,832044172,Strøm fpvmedia,,1,0.0,,False
1 vs 3,833694472,Jacobsson drift,,1,0.0,,False
1 vs 3,913509412,Sundsvalen film,,1,0.0,,False
1 vs 3,913843797,Thor fine art photography AS,,1,0.0,,False
1 vs 3,917117829,Fenomen x 4 1/2 AS,,1,0.0,,False
1 vs 3,917661820,Ertzgaard ringen medieservice,,1,0.0,,False
1 vs 3,917813493,Aleksander haugdal film,,1,0.0,,False
1 vs 3,919320605,Tk filmproduksjon AS,,1,0.0,,False
1 vs 3,919392827,Mats christian rude halvorsen film,,1,0.0,,False
1 vs 3,919660325,Ulltang vibe visuals,,1,0.0,,False
1 vs 3,919684275,Daniel zonneveldt,,1,0.0,,False
1 vs 3,919866268,Fredrik bernhardsen foto,,1,0.0,,False
1 vs 3,920251935,Grindheim AS,,1,0.0,,False
1 vs 3,920520324,Johannskirnir.com johann gustavsson,,1,0.0,,False
1 vs 3,920799825,Fenomen studios AS,,1,0.0,,False
1 vs 3,921675860,Time film AS,,1,0.0,,False
1 vs 3,924694327,Thale throndsen,,1,0.0,,False
1 vs 3,925206180,Daniel karlsen film og foto,,1,0.0,,False
1 vs 3,925431397,Muotka&schnabel AS,,1,0.0,,False
1 vs 3,925526401,Anne lognvik,,1,0.0,,False
1 vs 3,926319388,Wahlstrøm rwproduction,,1,0.0,,False
1 vs 3,926438972,K3 bahri,,1,0.0,,False
1 vs 3,927298767,Hn production AS,,1,0.0,,False
1 vs 3,927519747,Lillebror media - østland,,1,0.0,,False
1 vs 3,927532344,Danniz høiås,,1,0.0,,False
1 vs 3,928075249,Fenomen AS,,1,0.0,,False
1 vs 3,928099628,Thea handeland animation,,1,0.0,,False
1 vs 3,928550389,Magnus døvigen,,1,0.0,,False
1 vs 3,929106091,Finholt productions,,1,0.0,,False
1 vs 3,929632893,Maho olsen service,,1,0.0,,False
1 vs 3,930068411,Madspusseropp AS,,1,0.0,,False
1 vs 3,930245852,Rønningen villmarksproduksjon,,1,0.0,,False
1 vs 3,930507229,Madsen holdings AS,,1,0.0,,False
1 vs 3,930663476,Madsen visuals AS,,1,0.0,,False
1 vs 3,930901385,Minas habitat solbakken,,1,0.0,,False
1 vs 3,930942650,Goat bump bratlid,,1,0.0,,False
1 vs 3,931065432,Bislet video AS,,1,0.0,,False
1 vs 3,931592610,Dalen ugc,,1,0.0,,False
1 vs 3,931805088,Tomine stormoen mykland,,1,0.0,,False
1 vs 3,932070553,Sviddgummi bronken,,1,0.0,,False
1 vs 3,932247879,Ydstie ecom,,1,0.0,,False
1 vs 3,932479834,Magnus tjønn,,1,0.0,,False
1 vs 3,932526573,Impact studio AS,,1,0.0,,False
1 vs 3,932589303,J hilstan gaming,,1,0.0,,False
1 vs 3,932864584,Cédrik itamba,,1,0.0,,False
1 vs 3,933022250,Ardoetia entertainment kjosmoen,,1,0.0,,False
1 vs 3,933089282,Starfilm77 studio fredriksen,,1,0.0,,False
1 vs 3,933351114,Kogger & bue AS,,1,0.0,,False
1 vs 3,933416607,David ralle,,1,0.0,,False
1 vs 3,933445178,Sukasen studio ans,,1,0.0,,False
1 vs 3,933516903,Secret nguyen,,1,0.0,,False
1 vs 3,934178661,Byløndal AS,,1,0.0,,False
1 vs 3,934283058,Sandra røssum,,1,0.0,,False
1 vs 3,934299604,Noah sander ditlefsen media,,1,0.0,,False
1 vs 3,934831462,Mochas collections limited nuf,,1,0.0,,False
1 vs 3,935803497,Levin winther tjønnås,,1,0.0,,False
1 vs 3,936074057,Cyrustwo AS,,1,0.0,,False
1 vs 3,936177328,Mika nybu,,1,0.0,,False
1 vs 3,936224717,Floen content studio enk,,1,0.0,,False
1 vs 3,936306683,Av-team v/bjørn bremdal,,1,0.0,,False
1 vs 3,980360245,Kerysso film mona hylton produksjoner,,1,0.0,,False
1 vs 3,984370326,Tormod sunde Vinje,,1,0.0,,False
1 vs 3,984842848,Bøes film og teater jeanne bøe,,1,0.0,,False
1 vs 3,985907439,Jan gisle nomme,,1,0.0,,False
1 vs 3,986927123,Mk brekke,,1,0.0,,False
1 vs 3,991411976,Mediaview d seterdal,,1,0.0,,False
1 vs 3,991963790,Morten wien solberg,,1,0.0,,False
1 vs 3,996087387,Max emanuelson,,1,0.0,,False
1 vs 3,996408914,Jan olav nordskog,,1,0.0,,False
1 vs 3,996904237,Sauarlia media,,1,0.0,,False
1 vs 3,997805828,Lars løberg filmmaker andersen lars løberg andersen,,1,0.0,,False
1 vs 3,997834933,Åsheim broadcast,,1,0.0,,False
1 vs 3,998511461,Filmplot AS,,1,0.0,,False
1 vs 3,999267076,Liv mari ulla mortensen,,1,0.0,,False
1 vs 3,999553435,Huldra film AS,,1,0.0,,False
1 vs 3,999616194,Einherje film AS,,1,0.0,,False
1 vs 3,817110452,Tor byggland,,1,0.0,,False
1 vs 3,913938224,Pixeleif robin henrik fosse,,1,0.0,,False
1 vs 3,922145237,Robhk hannevig,,1,0.0,,False
1 vs 3,929063759,Samuel hylton produksjoner,,1,0.0,,False
1 vs 3,931464698,Sitav kohansal,,1,0.0,,False
1 vs 3,931554727,Abdurusul media,,1,0.0,,False
1 vs 3,931732625,Jim olsen,,1,0.0,,False
1 vs 3,932349264,Westerlin creative studio,,1,0.0,,False
1 vs 3,933265390,Omondi produksjon,,1,0.0,,False
1 vs 3,933274071,Lund film og foto,,1,0.0,,False
1 vs 3,933298744,Amin alzbibi media,,1,0.0,,False
1 vs 3,933495094,Mathias lognvik-vartdal flatvalley vfx,,1,0.0,,False
1 vs 3,934180968,Berrian text,,1,0.0,,False
1 vs 3,990229813,Aaby creative,,1,0.0,,False
1 vs 3,923669922,Bø filmklubb,,1,0.0,,False
1 vs 3,927621843,Bygdekino langesund,,1,0.0,,False
1 vs 3,812662732,Crime records AS,,1,0.0,,False
1 vs 3,816650712,Kan lyd & produksjon AS,,1,0.0,,False
1 vs 3,829539772,Hundekilen olsen music,,1,0.0,,False
1 vs 3,830568212,Braathen music,,1,0.0,,False
1 vs 3,831018992,Karlsen mastering,,1,0.0,,False
1 vs 3,831115602,Revheim musikk og film,,1,0.0,,False
1 vs 3,917037558,Amrani music - enok amrani,,1,0.0,,False
1 vs 3,918637877,Smh productions simen meland handeland,,1,0.0,,False
1 vs 3,922083959,Jnhagen julie nagell hagen,,1,0.0,,False
1 vs 3,922226121,Nikoline ursin erichsen,,1,0.0,,False
1 vs 3,924534435,Golebiowski prod,,1,0.0,,False
1 vs 3,926133551,Uleberg media & music productions,,1,0.0,,False
1 vs 3,928220338,King step joakim nilsen,,1,0.0,,False
1 vs 3,928551997,Tore sæthermoen,,1,0.0,,False
1 vs 3,929225937,Nenseth music,,1,0.0,,False
1 vs 3,931557831,Lars esborg musikk,,1,0.0,,False
1 vs 3,931596101,Lysne musikk AS,,1,0.0,,False
1 vs 3,932379686,Solfrank musikk,,1,0.0,,False
1 vs 3,932751828,Kasper olsen alme,,1,0.0,,False
1 vs 3,933129578,Martin bjerke music,,1,0.0,,False
1 vs 3,933131491,Vågens høystakkproduksjoner,,1,0.0,,False
1 vs 3,933513238,Dalen hansen mgmt,,1,0.0,,False
1 vs 3,933803317,Terje welle busk & co lydstudio og musikkhandel,,1,0.0,,False
1 vs 3,933807509,Jaran betten,,1,0.0,,False
1 vs 3,934164679,Skystjerne holding AS,,1,0.0,,False
1 vs 3,934316959,Mexia enterprise,,1,0.0,,False
1 vs 3,934586816,Rue media,,1,0.0,,False
1 vs 3,935019567,Avrak AS,,1,0.0,,False
1 vs 3,935792169,Oredalen musikk,,1,0.0,,False
1 vs 3,936036899,Omnes musikk,,1,0.0,,False
1 vs 3,936226515,Ole wik,,1,0.0,,False
1 vs 3,957971075,Hans martin eriksen selskapsmusikk AS,,1,0.0,,False
1 vs 3,970384057,Klyve lydstudio,,1,0.0,,False
1 vs 3,972414522,Grammofon AS,,1,0.0,,False
1 vs 3,981693752,Barstad høy og lågfrekvens,,1,0.0,,False
1 vs 3,986353305,Mystory productions da,,1,0.0,,False
1 vs 3,987966890,Christian w. schulze,,1,0.0,,False
1 vs 3,990728194,Marius schei johansen,,1,0.0,,False
1 vs 3,993979767,Pagan's mind da,,1,0.0,,False
1 vs 3,994587730,A michael hylton har tziyon,,1,0.0,,False
1 vs 3,999069193,Ole torjus qult ur ole torjus hofvind,,1,0.0,,False
1 vs 3,932187183,Radio Notodden thomas nilsen lunde,,1,0.0,,False
1 vs 3,933434516,Mg media AS,,1,0.0,,False
1 vs 3,935136865,Høifødt tech,,1,0.0,,False
1 vs 3,962262686,Radio vest Telemark AS,,1,0.0,,False
1 vs 3,965445706,Drangedal nærradio sa,,1,0.0,,False
1 vs 3,974990695,Hjalarhornet radio AS,,1,0.0,,False
1 vs 3,984755961,Radio rjukan AS,,1,0.0,,False
1 vs 3,996453472,Mt media produksjon nuf,,1,0.0,,False
1 vs 3,917687684,Norpublica sa,,1,0.0,,False
1 vs 3,915019900,Webcompaniet AS,,1,0.0,,False
1 vs 3,921903499,Digidrift AS,,1,0.0,,False
1 vs 3,925978612,Canem AS,,1,0.0,,False
1 vs 3,926349392,Nordic vehicle database AS,,1,0.0,,False
1 vs 3,929405501,Digimark AS,,1,0.0,,False
1 vs 3,930999601,Bjørnelykke b-lucky,,1,0.0,,False
1 vs 3,933750205,Kazlauskas restaurering løsninger,,1,0.0,,False
1 vs 3,934079795,S-ventures AS,,1,0.0,,False
1 vs 3,934745310,Ngidev AS,,1,0.0,,False
1 vs 3,934917561,Erik gjerde,,1,0.0,,False
1 vs 3,935128757,Bergeland solutions,,1,0.0,,False
1 vs 3,935814243,Fix solutions AS,,1,0.0,,False
1 vs 3,936186165,Guru finans AS,,1,0.0,,False
1 vs 3,981136055,Grapix di catarro,,1,0.0,,False
1 vs 3,981479378,Jada jada holger lockertsen,,1,0.0,,False
1 vs 3,989988832,Envold oscar kristiansen,,1,0.0,,False
1 vs 3,997170555,Iversen media,,1,0.0,,False
1 vs 3,881972042,Midt-Telemark breiband AS,,1,0.0,,False
1 vs 3,883902432,Notodden bredbånd AS,,1,0.0,,False
1 vs 3,920050719,Afiber AS,,1,0.0,,False
1 vs 3,921898134,Bamble sikringsradiolag,,1,0.0,,False
1 vs 3,925017779,Rauland fiber AS,,1,0.0,,False
1 vs 3,925862460,Aas consult,,1,0.0,,False
1 vs 3,930049492,Tinn sikringsradiolag,,1,0.0,,False
1 vs 3,942464436,Medianett AS,,1,0.0,,False
1 vs 3,982006856,Go link AS,,1,0.0,,False
1 vs 3,991768602,Radiolink Telemark AS,,1,0.0,,False
1 vs 3,936186807,Konsulent thorsen,,1,0.0,,False
1 vs 3,994812688,Unmo ikt AS,,1,0.0,,False
1 vs 3,995165724,Atb-nett AS,,1,0.0,,False
1 vs 3,992783605,Z nett AS,,1,0.0,,False
1 vs 3,812097342,Webavdelingen AS,,1,0.0,,False
1 vs 3,813348322,Softbite programutvikling sandersen,,1,0.0,,False
1 vs 3,820974662,Wakandi group AS,,1,0.0,,False
